name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,30,0,0,4,27,0,0,48,0,2,90,0,1,19,0,0,0,4,0,5,0,0,0,0,0,0,0
Aaron_Lennon,0,0,0,0,0,0,0,50,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0
Aaron_Mooy,84,0,0,2,69,1,0,43,0,3,90,0,3,9,0,0,0,8,0,5,0,0,0,0,1,1,0
Aaron_Ramsey,51,0,0,5,42,4,0,49,1,0,90,0,0,5,0,0,0,4,0,5,0,3,3,1,0,0,0
Abdelhamid_Sabiri,38,0,0,3,27,0,0,43,1,2,81,1,0,9,0,0,0,4,0,5,0,0,0,0,1,1,0
Abdoulaye_Doucouré,40,0,0,3,35,1,0,47,2,0,90,0,0,11,0,0,0,8,0,5,0,1,1,1,0,1,1
Adam_Federici,0,0,0,0,0,0,0,41,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,2,1,0
Adam_Lallana,0,0,0,0,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,1,1,0
Adam_Legzdins,0,0,0,0,0,0,0,44,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,1,0,0
Adam_Smith,60,0,0,0,55,3,0,41,1,0,90,0,0,3,0,0,0,3,0,5,0,0,1,0,2,1,0
Ademola_Lookman,0,0,0,0,0,0,0,50,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0
Adrian_Mariappa,25,0,0,11,23,0,0,47,0,0,90,0,0,11,0,0,0,1,0,5,0,0,0,0,0,1,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,48,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0
Ahmed El-Sayed_Hegazi,19,0,0,7,12,0,0,48,1,0,90,0,0,20,0,0,0,2,0,5,0,0,1,0,0,1,0
Ahmed_Musa,0,0,0,0,0,0,0,43,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,1,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,49,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0
Alberto_Moreno,0,0,0,0,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,1,1,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,43,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,1,0,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,47,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,6,0,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,45,0,0,0,0,0,15,0,0,0,0,0,5,0,0,0,0,2,1,0
Alexandre_Lacazette,15,0,1,0,8,0,0,49,2,0,65,0,0,5,0,0,0,1,0,5,0,2,0,1,0,0,0
Alexis_Sánchez,14,0,0,0,10,0,0,49,0,1,24,0,0,5,0,0,0,0,0,5,0,1,0,0,0,0,0
Alex_Iwobi,35,0,0,0,32,0,0,49,0,3,79,0,1,5,0,0,0,3,0,5,0,2,0,0,0,0,0
Alex_McCarthy,0,0,0,0,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,1,0,0
Alex_Oxlade-Chamberlain,9,0,0,0,8,0,0,44,0,0,11,0,0,4,0,0,0,0,0,5,0,0,0,0,1,1,0
Alfie_Mawson,20,0,0,10,18,0,0,46,0,0,90,0,0,17,0,0,0,2,0,5,0,0,0,0,0,0,0
Allan-Roméo_Nyom,1,0,0,0,1,0,0,48,0,0,5,0,0,20,0,0,0,0,0,5,0,0,1,0,0,1,0
Ander_Herrera,15,0,0,0,14,0,0,50,0,0,13,0,0,7,0,0,0,3,0,5,0,0,0,0,4,1,0
Andreas_Christensen,1,0,0,2,1,0,0,49,0,0,1,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0
Andreas_Pereira,0,0,0,0,0,0,0,50,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,4,1,0
Andrew_Robertson,66,0,0,2,60,0,0,44,1,0,90,0,0,4,0,0,0,6,0,5,0,2,1,2,1,1,0
Andrew_Surman,97,0,0,2,82,2,0,41,0,1,90,0,0,3,0,0,0,10,0,5,0,1,1,0,2,1,0
Andre_Gray,11,0,0,1,8,0,0,47,0,0,73,1,0,11,0,0,0,1,0,5,0,0,0,0,0,1,0
Andros_Townsend,32,0,0,3,25,1,0,42,1,0,90,0,0,14,0,0,0,8,0,5,0,5,1,2,0,1,0
André_Ayew,5,0,0,0,5,1,0,48,0,0,14,0,0,19,0,0,0,1,0,5,0,0,0,0,0,0,0
André_Carrillo,31,0,0,8,22,4,0,47,0,0,90,0,0,11,0,0,0,7,0,5,0,5,0,1,0,1,0
Andy_Carroll,23,0,0,1,12,0,0,48,1,0,81,1,0,19,0,0,0,3,0,5,0,0,1,2,0,0,0
Andy_King,36,0,0,5,32,0,0,43,0,0,90,0,0,8,0,0,0,5,0,5,0,0,1,0,1,0,0
Angelo_Ogbonna,0,0,0,0,0,0,0,48,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0
Angel_Rangel,0,0,0,0,0,0,0,46,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0
Anthony_Knockaert,35,0,0,0,27,2,0,41,1,0,76,0,0,2,0,0,0,6,0,5,0,1,0,1,1,0,0
Anthony_Martial,1,0,0,0,1,2,0,50,0,0,2,0,0,7,0,0,0,0,0,5,0,0,0,0,4,1,0
Antonio_Rüdiger,0,0,0,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0
Antonio_Valencia,34,0,0,0,26,1,0,50,2,0,90,0,0,7,0,0,0,3,0,5,0,2,1,0,4,1,0
Arthur_Masuaku,0,0,0,0,0,0,0,48,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0
Artur_Boruc,0,0,0,0,0,0,0,41,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,2,1,0
Ashley_Barnes,4,0,0,0,3,0,0,44,0,0,30,0,0,10,0,0,0,0,0,5,0,0,0,0,1,0,0
Ashley_Fletcher,0,0,0,0,0,0,0,48,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0
