name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,38,0,0,8,28,0,443,0,159,1,8724,1,90,0,5,0,0,0,7,0,16,0,1,0,0,0,1,819,1
Aaron_Lennon,12,0,0,1,6,0,153,0,154,1,8434,0,45,0,10,0,0,0,0,0,16,0,0,0,0,1,1,313,0
Aaron_Mooy,82,0,0,0,68,1,172,0,153,0,8453,1,90,0,3,0,0,0,8,0,16,0,3,0,0,0,2,5326,0
Aaron_Ramsdale,0,0,0,0,0,0,549,0,152,0,8830,0,0,0,6,0,0,0,0,0,16,0,0,0,0,2,2,194,0
Aaron_Ramsey,53,0,0,1,50,2,18,0,160,1,8299,0,90,0,14,0,0,0,3,0,16,0,1,0,1,1,1,203836,0
Abdelhamid_Sabiri,0,0,0,0,0,0,522,0,153,0,8803,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,2,5,0
Abdoulaye_Doucouré,55,0,0,6,41,0,414,0,151,1,8695,0,90,0,4,0,0,0,5,0,16,0,1,0,1,0,1,48791,0
Adam_Federici,0,0,0,0,0,0,31,0,152,0,8312,0,0,0,6,0,0,0,0,0,16,0,0,0,0,2,2,109,0
Adam_Lallana,0,0,0,0,0,0,228,0,154,0,8509,0,0,0,7,0,0,0,0,0,16,0,0,0,0,1,1,186,0
Adam_Legzdins,0,0,0,0,0,0,545,0,151,0,8826,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,1,102,0
Adam_Smith,0,0,0,0,0,0,35,0,152,0,8316,0,0,0,6,0,0,0,0,0,16,0,0,0,0,2,2,73,0
Ademola_Lookman,0,0,0,0,0,0,157,0,154,0,8438,0,0,0,10,0,0,0,0,0,16,0,0,0,0,1,1,261,0
Adrian_Mariappa,32,0,0,11,20,1,405,0,151,1,8686,0,90,0,4,0,0,0,5,0,16,0,1,0,0,0,1,28169,0
Adrián_San Miguel del Castillo,28,0,0,2,9,0,438,0,159,0,8719,0,90,0,5,0,0,0,11,0,16,2,0,0,0,0,1,1119,1
Ahmed El-Sayed_Hegazi,30,0,0,8,20,0,468,0,157,0,8749,0,90,0,16,0,0,0,4,0,16,0,0,0,1,0,1,34925,0
Ahmed_Musa,0,0,0,0,0,0,207,0,156,0,8488,0,0,0,13,0,0,0,0,0,16,0,0,0,0,3,2,116,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,546,0,160,0,8827,0,0,0,14,0,0,0,0,0,16,0,0,0,0,1,1,25,0
Alberto_Moreno,0,0,0,0,0,0,216,0,154,0,8497,0,0,0,7,0,0,0,0,0,16,0,0,0,0,1,1,10062,0
Aleksandar_Dragovic,0,0,0,0,0,0,541,0,156,0,8822,0,0,0,13,0,0,0,0,0,16,0,0,0,0,3,2,52,0
Aleksandar_Kolarov,0,0,0,0,0,0,243,0,155,0,8524,0,0,0,12,0,0,0,0,0,16,0,0,0,0,2,1,4,0
Aleksandar_Mitrovic,1,0,0,0,1,0,303,0,156,0,8584,0,2,0,9,0,0,0,0,0,16,0,0,0,0,3,2,1106,0
Alexandre_Lacazette,21,0,1,0,19,2,28,0,160,1,8309,1,71,0,14,0,0,0,0,0,16,0,3,0,1,1,1,77423,0
Alexis_Sánchez,69,0,0,0,47,0,14,0,160,1,8295,3,90,0,14,0,0,0,4,0,16,0,4,0,0,1,1,9659,0
Alex_Iwobi,0,0,0,0,0,0,21,0,160,0,8302,0,0,0,14,0,0,0,0,0,16,0,0,0,0,1,1,1091,0
Alex_McCarthy,0,0,0,0,0,0,305,0,160,0,8586,0,0,0,1,0,0,0,0,0,16,0,0,0,0,1,1,23,0
Alex_Oxlade-Chamberlain,60,0,0,1,54,1,19,0,154,1,8300,0,77,1,7,0,0,0,6,0,16,0,0,0,2,1,1,1093,0
Alex_Palmer,0,0,0,0,0,0,557,0,157,0,8838,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,1,281,0
Alfie_Mawson,40,0,0,8,29,2,357,0,157,0,8638,1,90,0,19,0,0,0,4,0,16,0,1,2,2,0,1,2109,0
Alfie_Whiteman,0,0,0,0,0,0,566,0,158,0,8847,0,0,0,15,0,0,0,0,0,16,0,0,0,0,1,5,282,0
Allan-Roméo_Nyom,21,0,0,4,14,0,422,0,157,0,8703,2,90,0,16,0,0,0,1,0,16,0,0,0,0,0,1,678,0
Anders_Lindegaard,0,0,0,0,0,0,554,0,151,0,8835,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,1,333,0
Ander_Herrera,32,0,0,5,26,0,278,0,155,3,8559,1,81,0,11,0,0,0,8,0,16,0,1,0,0,2,1,681,1
Andreas_Christensen,77,0,0,10,68,0,470,0,159,0,8751,0,90,0,20,0,0,0,12,0,16,0,0,1,0,0,1,38503,0
Andreas_Pereira,0,0,0,0,0,0,476,0,155,0,8757,0,0,0,11,0,0,0,0,0,16,0,0,0,0,2,1,1,0
Andrew_Robertson,86,0,0,2,79,0,475,0,154,0,8756,1,90,0,7,0,0,0,8,0,16,0,1,0,1,1,1,1881,0
Andrew_Surman,69,1,0,2,60,2,41,0,152,1,8322,3,90,0,6,0,0,0,4,0,16,0,1,0,1,2,2,45424,0
Andre_Gray,1,0,0,0,0,0,92,0,151,0,8373,0,11,0,4,0,0,0,0,0,16,0,0,0,0,0,1,13753,0
Andros_Townsend,25,0,0,2,18,0,131,0,152,0,8412,2,77,0,2,0,0,0,4,0,16,0,0,0,0,2,2,2391,0
André_Ayew,5,0,0,1,2,1,449,0,159,0,8730,0,11,0,5,0,0,0,3,0,16,0,1,1,0,0,1,203,0
André_Carrillo,42,1,0,0,39,1,527,0,151,1,8808,2,78,1,4,0,0,0,10,0,16,0,3,0,0,0,1,71,0
Andy_Carroll,0,0,0,0,0,0,457,0,159,0,8738,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,1,166,0
Andy_King,0,0,0,0,0,0,201,0,156,0,8482,0,0,0,13,0,0,0,0,0,16,0,0,0,0,3,2,13588,0
Angelo_Ogbonna,14,0,0,12,13,0,444,0,159,1,8725,1,90,0,5,0,0,0,1,0,16,0,1,4,0,0,1,2469,0
Angel_Rangel,0,0,0,0,0,0,353,0,157,0,8634,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,1,9755,0
Anthony_Knockaert,0,0,0,0,0,0,62,0,153,0,8343,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,2,1110,0
Anthony_Martial,21,1,0,0,15,4,280,0,155,0,8561,1,90,0,11,0,0,0,4,0,16,0,6,1,0,2,1,43176,0
Antonio_Martinez Lopez,0,0,0,0,0,0,567,0,159,0,8848,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,1,267,0
Antonio_Rüdiger,0,0,0,0,0,0,103,0,159,0,8384,0,0,0,20,0,0,0,0,0,16,0,0,0,0,0,1,11594,0
Antonio_Valencia,28,0,0,4,20,2,267,0,155,2,8548,0,90,0,11,0,0,0,8,0,16,0,3,3,0,2,1,46054,0
Arthur_Masuaku,32,0,0,3,24,11,446,0,159,0,8727,0,90,0,5,0,0,0,8,0,16,0,5,0,1,0,1,581,1
Artur_Boruc,0,0,0,0,0,0,30,0,152,0,8311,0,0,0,6,0,0,0,0,0,16,0,0,0,0,2,2,207,0
Ashley_Barnes,6,0,0,0,0,0,93,0,151,1,8374,0,30,2,18,0,0,0,1,0,16,0,2,1,0,0,1,1594,0
Ashley_Fletcher,0,0,0,0,0,0,459,0,159,0,8740,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,1,163,0
Ashley_Westwood,0,0,0,0,0,0,88,0,151,0,8369,0,1,0,18,0,0,0,0,0,16,0,0,0,0,0,1,108,0
Ashley_Williams,14,0,0,11,8,0,143,0,154,0,8424,0,90,0,10,0,0,0,6,0,16,0,0,0,0,1,1,6180,0
Ashley_Young,35,0,0,8,26,2,277,0,155,2,8558,1,90,0,11,0,0,0,8,0,16,0,1,4,0,2,1,87297,1
Asmir_Begovic,30,0,0,0,20,0,29,0,152,1,8310,0,90,0,6,1,0,1,4,0,16,6,0,0,0,2,2,8007,1
Axel_Tuanzebe,0,0,0,0,0,0,272,0,155,0,8553,0,0,0,11,0,0,0,0,0,16,0,0,0,0,2,1,2687,0
Ayoze_Pérez,8,0,0,1,5,1,302,0,156,0,8583,0,19,0,9,0,0,0,1,0,16,0,1,2,0,3,2,1803,0
