name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Mooy,71,0,0,3,57,0,172,0,303,2,17415,0,90,1,6,0,0,0,11,0,31,0,2,3,0,2,0,44092,1
Aaron_Ramsdale,0,0,0,0,0,0,549,0,301,0,17555,0,0,0,19,0,0,0,0,0,31,0,0,0,0,1,2,7,0
Aaron_Wan-Bissaka,39,0,0,7,22,4,579,0,303,2,17568,1,90,0,8,0,0,0,12,0,31,0,2,2,0,2,0,184,1
Abdelhamid_Sabiri,0,0,0,0,0,0,522,0,303,0,17543,0,0,0,6,0,0,0,0,0,31,0,0,0,0,2,0,15,0
Abdoulaye_Doucouré,68,0,0,2,55,1,414,0,305,0,17500,1,90,1,10,0,0,0,14,0,31,0,3,3,0,0,5,25126,0
Adam_Federici,0,0,0,0,0,0,31,0,301,0,17334,0,0,0,19,0,0,0,0,0,31,0,0,0,0,1,2,268,0
Adam_Lallana,0,0,0,0,0,0,228,0,305,0,17446,0,0,0,18,0,0,0,0,0,31,0,0,0,0,0,5,418,0
Adam_Smith,50,0,0,1,45,0,35,0,301,1,17338,0,56,0,19,0,0,0,5,0,31,0,1,0,0,1,2,25287,1
Ademola_Lookman,0,0,0,0,0,0,157,0,307,0,17400,0,0,0,15,0,0,0,0,0,31,0,0,0,0,2,1,0,0
Adrian_Mariappa,46,0,0,7,36,0,405,0,305,2,17491,0,90,0,10,0,0,0,5,0,31,0,0,1,0,0,5,7165,0
Ahmed El-Sayed_Hegazi,32,0,0,9,18,0,468,0,301,1,17526,1,90,0,2,0,0,0,6,0,31,0,0,1,0,1,2,22937,0
Alberto_Moreno,0,0,0,0,0,0,216,0,305,0,17434,0,0,0,18,0,0,0,0,0,31,0,0,0,0,0,5,135,0
Alexander_Sørloth,0,0,0,0,0,0,620,0,303,0,17589,0,0,0,8,0,0,0,0,0,31,0,0,0,0,2,0,6490,0
Alex_Oxlade-Chamberlain,7,0,0,0,5,1,19,0,305,0,17331,0,19,0,18,0,0,0,0,0,31,0,1,0,0,0,5,8724,0
Alex_Palmer,0,0,0,0,0,0,557,0,301,0,17560,0,0,0,2,0,0,0,0,0,31,0,0,0,0,1,2,128,0
Alex_Pritchard,20,0,0,1,15,2,593,0,303,0,17577,0,70,0,6,0,0,0,5,0,31,0,5,0,0,2,0,3624,0
Ali_Gabr,0,0,0,0,0,0,610,0,301,0,17584,0,0,0,2,0,0,0,0,0,31,0,0,0,0,1,2,75,0
Allan-Roméo_Nyom,28,0,0,4,21,0,422,0,301,0,17508,1,90,0,2,0,0,0,8,0,31,0,3,0,0,1,2,182,0
