name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,35,0,0,4,30,0,0,324,0,0,63,0,0,5,0,0,0,3,0,33,0,0,0,0,1,0,0
Aaron_Lennon,11,0,0,1,8,0,0,329,1,0,80,0,0,18,0,0,0,3,0,33,0,1,1,0,2,0,0
Aaron_Mooy,66,0,0,0,52,1,0,323,0,0,90,0,0,3,0,0,0,5,0,33,0,2,0,0,1,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,322,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,2,1,0
Aaron_Ramsey,0,0,0,0,0,0,0,321,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0,3,1,0
Aaron_Wan-Bissaka,29,0,0,6,24,0,0,322,0,0,90,0,1,2,0,0,0,4,0,33,0,1,2,0,2,0,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,323,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,0,1,0,0
Abdoulaye_Doucouré,47,0,0,3,38,1,0,329,3,1,84,0,0,4,0,0,0,9,0,33,0,0,0,0,1,1,1
Adam_Federici,0,0,0,0,0,0,0,322,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,2,1,0
Adam_Lallana,0,0,0,0,0,0,0,325,0,0,0,0,0,7,0,0,0,0,0,33,0,0,0,0,0,0,0
Adam_Legzdins,0,0,0,0,0,0,0,329,0,0,0,0,0,18,0,0,0,0,0,33,0,0,0,0,2,0,0
Adam_Smith,0,0,0,0,0,0,0,322,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,2,1,0
Ademola_Lookman,0,0,0,0,0,0,0,325,0,0,0,0,0,10,0,0,0,0,0,33,0,0,0,0,0,1,0
Adrian_Mariappa,33,0,0,8,26,0,1,329,0,1,90,0,0,4,0,0,0,3,0,33,0,0,0,0,1,1,0
Adrien Sebastian_Perruchet Silva,60,0,0,2,51,0,0,326,1,0,90,0,0,13,0,0,0,12,0,33,0,0,2,0,1,1,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,324,0,0,0,0,0,5,0,0,0,0,0,33,0,0,0,0,1,0,0
Ahmed El-Sayed_Hegazi,56,0,0,8,50,1,0,330,0,0,90,0,0,16,0,0,0,6,0,33,0,0,0,0,1,1,0
Ahmed_Musa,0,0,0,0,0,0,0,326,0,0,0,0,0,13,0,0,0,0,0,33,0,0,0,0,1,1,0
Aiden_O'Neill,0,0,0,0,0,0,0,329,0,0,0,0,0,18,0,0,0,0,0,33,0,0,0,0,2,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,321,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0,3,1,0
Alberto_Moreno,0,0,0,0,0,0,0,325,0,0,0,0,0,7,0,0,0,0,0,33,0,0,0,0,0,0,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,326,0,0,0,0,0,13,0,0,0,0,0,33,0,0,0,0,1,1,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,327,0,0,0,0,0,12,0,0,0,0,0,33,0,0,0,0,2,1,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,326,0,0,0,0,0,9,0,0,0,0,0,33,0,0,0,0,2,0,0
Alexander_Sørloth,0,0,0,0,0,0,0,322,0,0,0,0,0,2,0,0,0,0,0,33,0,0,0,0,2,0,0
Alexandre_Lacazette,10,0,0,0,8,0,0,321,0,0,19,0,0,14,0,0,0,2,0,33,0,0,0,0,3,1,0
Alexis_Sánchez,15,2,0,2,11,3,0,327,1,3,81,1,2,11,0,0,0,2,0,33,0,4,0,0,3,0,0
Alex_Iwobi,47,1,0,2,39,1,0,321,3,3,90,0,1,14,0,0,0,1,0,33,0,1,0,0,3,1,0
Alex_McCarthy,21,0,0,1,10,0,0,321,0,0,90,0,0,1,0,0,0,9,0,33,4,0,0,0,2,0,0
Alex_Oxlade-Chamberlain,8,0,0,0,4,0,0,325,0,0,22,0,0,7,0,0,0,2,0,33,0,0,0,1,0,0,0
Alex_Palmer,0,0,0,0,0,0,0,330,0,0,0,0,0,16,0,0,0,0,0,33,0,0,0,0,1,1,0
Alex_Pritchard,38,0,0,1,26,1,0,323,0,0,90,0,1,3,0,0,0,4,0,33,0,1,2,0,1,0,0
Alfie_Mawson,63,0,0,6,50,0,0,330,0,1,90,0,0,19,0,0,0,5,0,33,0,1,1,0,1,0,0
Alfie_Whiteman,0,0,0,0,0,0,0,328,0,0,0,0,0,15,0,0,0,0,0,33,0,0,0,0,2,0,0
Ali_Gabr,0,0,0,0,0,0,0,330,0,0,0,0,0,16,0,0,0,0,0,33,0,0,0,0,1,1,0
Allan-Roméo_Nyom,54,0,0,2,45,0,0,330,1,1,90,0,2,16,0,0,0,4,0,33,0,1,0,0,1,1,0
Anders_Lindegaard,0,0,0,0,0,0,0,329,0,0,0,0,0,18,0,0,0,0,0,33,0,0,0,0,2,0,0
Ander_Herrera,47,1,0,3,40,0,0,327,2,1,90,0,0,11,0,0,0,8,0,33,0,1,1,0,3,0,1
Andreas_Christensen,0,0,0,0,0,0,0,324,0,0,0,0,0,20,0,0,0,0,0,33,0,0,0,0,1,1,0
Andreas_Pereira,0,0,0,0,0,0,0,327,0,0,0,0,0,11,0,0,0,0,0,33,0,0,0,0,3,0,0
Andrew_Robertson,0,0,0,0,0,0,0,325,0,0,0,0,0,7,0,0,0,0,0,33,0,0,0,0,0,0,0
Andrew_Surman,8,0,0,1,8,1,0,322,0,0,10,0,0,6,0,0,0,1,0,33,0,1,0,0,2,1,0
Andre_Gray,0,0,0,0,0,0,0,329,0,0,0,0,0,4,0,0,0,0,0,33,0,0,0,0,1,1,0
Andros_Townsend,38,0,0,1,34,2,0,322,1,5,90,0,1,2,0,0,0,8,0,33,0,1,0,1,2,0,0
André_Ayew,24,0,1,1,21,0,0,330,1,0,84,1,0,19,0,0,0,3,0,33,0,2,1,2,1,0,0
André_Carrillo,2,0,0,1,1,1,0,329,0,0,5,0,1,4,0,0,0,0,0,33,0,0,0,0,1,1,0
Andy_Carroll,0,0,0,0,0,0,0,324,0,0,0,0,0,5,0,0,0,0,0,33,0,0,0,0,1,0,0
Andy_King,35,0,0,3,28,1,0,330,0,0,60,0,0,19,0,0,0,2,0,33,0,1,3,0,1,0,0
Angelo_Ogbonna,31,0,0,8,28,0,0,324,1,0,90,0,0,5,0,0,0,8,0,33,0,0,0,0,1,0,0
Angel_Rangel,0,0,0,0,0,0,0,330,0,0,0,0,0,19,0,0,0,0,0,33,0,0,0,0,1,0,0
Anthony_Knockaert,0,0,0,0,0,0,0,323,0,0,0,0,0,8,0,0,0,0,0,33,0,0,0,0,1,1,0
Anthony_Martial,0,0,0,0,0,0,0,327,0,0,0,0,0,11,0,0,0,0,0,33,0,0,0,0,3,0,0
Antonio_Martinez Lopez,0,0,0,0,0,0,0,324,0,0,0,0,0,5,0,0,0,0,0,33,0,0,0,0,1,0,0
Antonio_Rüdiger,51,0,0,8,43,0,0,324,0,0,90,0,0,20,0,0,0,6,0,33,0,0,0,1,1,1,0
Antonio_Valencia,36,0,0,7,28,1,0,327,1,0,90,0,0,11,0,0,0,3,0,33,0,0,0,0,3,0,0
Arthur_Masuaku,33,0,0,1,23,1,0,324,2,1,90,0,0,5,0,0,0,9,0,33,0,4,0,0,1,0,0
Artur_Boruc,0,0,0,0,0,0,0,322,0,0,0,0,0,6,0,0,0,0,0,33,0,0,0,0,2,1,0
Ashley_Barnes,17,0,0,1,7,0,0,329,4,0,90,1,0,18,0,0,0,1,0,33,0,1,0,2,2,0,0
Ashley_Fletcher,0,0,0,0,0,0,0,324,0,0,0,0,0,5,0,0,0,0,0,33,0,0,0,0,1,0,0
Ashley_Westwood,38,0,0,6,30,0,0,329,1,1,90,0,2,18,0,0,0,5,0,33,0,0,0,0,2,0,0
Ashley_Williams,0,0,0,0,0,0,0,325,0,0,0,0,0,10,0,0,0,0,0,33,0,0,0,0,0,1,0
Ashley_Young,25,0,0,7,18,0,0,327,1,0,90,0,0,11,0,0,0,2,0,33,0,1,0,0,3,0,0
Asmir_Begovic,14,0,0,0,11,0,0,322,0,0,90,0,0,6,0,0,0,9,0,33,4,0,0,0,2,1,0
Axel_Tuanzebe,0,0,0,0,0,0,0,327,0,0,0,0,0,11,0,0,0,0,0,33,0,0,0,0,3,0,0
Aymeric_Laporte,0,0,0,0,0,0,0,327,0,0,0,0,0,12,0,0,0,0,0,33,0,0,0,0,2,1,0
