name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,38,1,0,5,30,1,0,253,0,3,90,0,3,3,0,0,0,6,0,26,0,0,1,0,1,0,1
Aaron_Lennon,19,0,0,4,12,1,0,254,0,0,90,0,0,11,0,0,0,3,0,26,0,0,1,1,1,1,0
Aaron_Mooy,25,0,0,3,18,0,0,258,2,1,57,0,0,12,0,0,0,3,0,26,0,1,0,0,0,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,252,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,2,1,0
Aaron_Ramsey,57,0,0,3,52,1,0,251,1,1,74,0,0,7,0,0,0,4,0,26,0,1,1,0,5,1,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,255,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,1,1,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,258,0,0,0,0,0,12,0,0,0,0,0,26,0,0,0,0,0,0,0
Abdoulaye_Doucouré,54,0,0,4,47,0,0,259,1,4,90,0,1,5,0,0,0,8,0,26,0,0,0,1,4,1,0
Adam_Federici,0,0,0,0,0,0,0,252,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,2,1,0
Adam_Lallana,0,0,0,0,0,0,0,257,0,0,0,0,0,17,0,0,0,0,0,26,0,0,0,0,2,1,0
Adam_Legzdins,0,0,0,0,0,0,0,254,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,1,1,0
Adam_Smith,0,0,0,0,0,0,0,252,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,2,1,0
Ademola_Lookman,0,0,0,0,0,0,0,251,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0
Adrian_Mariappa,35,0,0,8,28,0,0,259,0,0,90,0,0,5,0,0,0,6,0,26,0,1,3,0,4,1,0
Adrien Sebastian_Perruchet Silva,45,0,0,1,39,1,0,256,0,0,67,0,0,16,0,0,0,6,0,26,0,2,2,0,1,1,0
Adrián_San Miguel del Castillo,30,0,0,0,15,0,0,253,0,0,90,0,0,3,0,0,0,6,0,26,2,0,0,0,1,0,0
Ahmed El-Sayed_Hegazi,34,0,0,7,19,0,0,260,1,0,90,0,0,14,0,0,0,3,0,26,0,1,1,0,2,1,0
Ahmed_Musa,0,0,0,0,0,0,0,256,0,0,0,0,0,16,0,0,0,0,0,26,0,0,0,0,1,1,0
Aiden_O'Neill,0,0,0,0,0,0,0,254,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,1,1,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,251,0,0,0,0,0,7,0,0,0,0,0,26,0,0,0,0,5,1,0
Alberto_Moreno,0,0,0,0,0,0,0,257,0,0,0,0,0,17,0,0,0,0,0,26,0,0,0,0,2,1,0
Aleksandar_Dragovic,53,0,0,4,50,0,0,256,0,0,90,0,0,16,0,0,0,10,0,26,0,0,1,0,1,1,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,254,0,0,0,0,0,4,0,0,0,0,0,26,0,0,0,0,1,0,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,255,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,1,0,0
Alexander_Sørloth,0,0,0,0,0,0,0,255,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,1,1,0
Alexandre_Lacazette,0,0,0,0,0,0,0,251,0,0,0,0,0,7,0,0,0,0,0,26,0,0,0,0,5,1,0
Alexis_Sánchez,77,0,1,0,57,9,0,258,3,3,90,0,0,8,0,1,0,4,0,26,0,7,3,0,2,1,1
Alex_Iwobi,55,0,0,2,48,3,0,251,0,1,90,0,0,7,0,0,0,8,0,26,0,1,1,0,5,1,0
Alex_McCarthy,22,0,0,0,6,0,0,260,0,0,90,0,0,19,0,0,0,8,0,26,1,0,0,0,3,0,0
Alex_Oxlade-Chamberlain,5,0,0,0,3,0,0,257,0,1,25,0,0,17,0,0,0,0,0,26,0,0,0,0,2,1,0
Alex_Palmer,0,0,0,0,0,0,0,260,0,0,0,0,0,14,0,0,0,0,0,26,0,0,0,0,2,1,0
Alex_Pritchard,0,0,0,0,0,0,0,258,0,0,0,0,0,12,0,0,0,0,0,26,0,0,0,0,0,0,0
Alfie_Mawson,40,0,0,8,31,2,0,256,0,1,90,0,0,9,0,0,0,5,0,26,0,0,2,0,1,0,0
Alfie_Whiteman,0,0,0,0,0,0,0,257,0,0,0,0,0,10,0,0,0,0,0,26,0,0,0,0,2,0,0
Ali_Gabr,0,0,0,0,0,0,0,260,0,0,0,0,0,14,0,0,0,0,0,26,0,0,0,0,2,1,0
Allan-Roméo_Nyom,16,0,0,4,12,0,0,260,1,1,76,0,1,14,0,0,0,2,0,26,0,0,0,0,2,1,0
Anders_Lindegaard,0,0,0,0,0,0,0,254,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,1,1,0
Ander_Herrera,0,0,0,0,0,0,0,258,0,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,2,1,0
Andreas_Christensen,0,0,0,0,0,0,0,259,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,1,0,0
Andreas_Pereira,0,0,0,0,0,0,0,258,0,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,2,1,0
Andrew_Robertson,41,0,0,6,26,0,0,257,0,0,90,0,0,17,0,0,0,11,0,26,0,1,1,0,2,1,0
Andrew_Surman,0,0,0,0,0,0,0,252,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,2,1,0
Andre_Gray,1,0,0,0,0,0,0,259,0,0,1,0,0,5,0,0,0,0,0,26,0,0,0,0,4,1,0
Andros_Townsend,35,0,0,0,24,2,0,255,1,0,90,0,0,13,0,0,0,4,0,26,0,3,0,1,1,1,0
André_Ayew,0,0,0,0,0,0,0,256,0,0,0,0,0,9,0,0,0,0,0,26,0,0,0,0,1,0,0
André_Carrillo,5,0,0,0,5,0,0,259,0,0,1,0,0,5,0,0,0,1,0,26,0,1,0,0,4,1,0
Andy_Carroll,0,0,0,0,0,0,0,253,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,0,0
Andy_King,0,0,0,0,0,0,0,256,0,0,0,0,0,9,0,0,0,0,0,26,0,0,0,0,1,0,0
Angelo_Ogbonna,42,0,0,12,31,0,1,253,0,0,90,0,0,3,0,0,0,6,0,26,0,0,0,0,1,0,0
Angel_Rangel,0,0,0,0,0,0,0,256,0,0,0,0,0,9,0,0,0,0,0,26,0,0,0,0,1,0,0
Anthony_Knockaert,34,0,0,1,29,3,0,253,0,0,77,1,1,20,0,0,0,5,0,26,0,1,1,4,3,1,0
Anthony_Martial,9,0,0,0,9,1,0,258,0,0,13,0,0,8,0,0,0,0,0,26,0,2,0,0,2,1,0
Antonio_Martinez Lopez,0,0,0,0,0,0,0,253,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,0,0
Antonio_Rüdiger,0,0,0,0,0,0,0,259,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,1,0,0
Antonio_Valencia,74,0,0,3,64,4,0,258,0,2,90,1,1,8,0,0,0,5,0,26,0,3,0,0,2,1,0
Arthur_Masuaku,0,0,0,0,0,0,0,253,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,0,0
Artur_Boruc,0,0,0,0,0,0,0,252,0,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,2,1,0
Ashley_Barnes,15,0,0,5,10,0,0,254,2,0,90,1,0,11,0,0,0,3,0,26,0,2,0,0,1,1,1
Ashley_Fletcher,0,0,0,0,0,0,0,253,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,0,0
Ashley_Westwood,0,0,0,0,0,0,0,254,0,0,0,0,0,11,0,0,0,0,0,26,0,0,0,0,1,1,0
Ashley_Williams,41,0,0,9,35,0,0,251,1,0,90,0,0,1,0,0,0,7,0,26,0,0,0,0,1,0,0
Ashley_Young,0,0,0,0,0,0,0,258,0,0,0,0,0,8,0,0,0,0,0,26,0,0,0,0,2,1,0
Asmir_Begovic,25,0,0,0,10,0,0,252,0,0,90,0,0,15,0,0,0,4,0,26,2,0,0,0,2,1,0
