name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,558,0,0,22,465,10,0,270,8,6,90,1,5,4,0,0,0,67,0,27,2,16,9,6,1,0,1,Chelsea,529,2,1,47,446,8,0,8,7,1,1,0,0,0,67,0,0,19,11,3,2,1,4
Watford,252,1,0,61,152,6,0,268,16,11,2,2,4,13,0,0,0,64,0,27,7,12,14,6,3,3,4,Southampton,447,0,0,62,339,11,1,9,15,2,3,0,0,0,67,0,1,23,8,4,4,2,11
Liverpool,455,2,1,33,346,9,0,262,8,14,90,5,4,1,0,0,0,66,0,27,2,16,10,5,3,1,7,Arsenal,418,1,0,42,321,8,0,15,5,3,3,0,0,0,53,0,4,16,6,2,1,2,3
Sunderland,288,0,1,35,201,10,1,265,11,8,0,4,1,10,0,0,0,62,0,27,5,15,11,5,0,1,3,Manchester City,716,2,1,44,641,12,0,4,12,3,1,0,0,0,64,0,3,23,11,5,2,0,7
Leicester City,396,2,2,33,286,8,0,261,12,11,0,1,4,7,0,0,0,67,0,27,3,15,13,9,3,1,6,Hull City,410,0,0,68,315,6,0,13,6,0,1,0,0,0,57,0,3,21,9,5,1,1,4
Manchester City,626,2,2,36,514,15,0,277,8,9,0,1,3,14,0,0,0,77,0,27,2,19,14,7,0,1,1,Stoke City,334,0,0,46,231,11,1,11,5,1,2,0,0,0,73,0,1,21,8,2,0,3,2
West Bromwich Albion,369,0,0,47,264,2,0,269,8,8,0,0,0,5,0,0,0,46,0,27,1,20,8,5,0,0,1,Crystal Palace,339,3,2,55,239,13,0,12,7,0,3,0,0,0,61,0,1,13,9,2,2,1,3
Norwich City,453,1,1,34,363,10,0,267,9,15,0,2,5,6,0,0,0,61,0,27,2,23,8,5,3,1,7,Everton,442,2,0,38,331,6,1,14,7,4,2,0,0,0,75,0,4,16,11,1,2,2,4
Swansea City,578,0,0,24,495,21,0,266,7,13,90,1,7,3,1,0,0,57,0,27,2,27,7,11,3,2,8,Burnley,248,0,0,86,162,1,0,13,4,1,1,0,0,0,44,0,5,8,11,2,2,2,4
Manchester United,617,5,5,25,540,9,1,263,9,18,0,3,7,2,1,1,0,59,0,27,0,14,2,5,1,3,7,AFC Bournemouth,299,1,1,69,222,12,0,11,2,0,1,1,0,1,54,1,6,14,5,1,1,2,1
Stoke City,435,4,2,30,340,24,0,264,16,9,0,1,5,12,0,0,0,75,0,27,2,22,8,5,2,1,7,Middlesbrough,367,0,0,41,277,10,0,20,8,4,3,0,0,0,67,0,5,16,11,3,0,2,2
