name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,532,0,0,28,445,10,0,250,7,12,45,3,5,19,0,0,0,61,0,25,1,18,5,4,2,3,4,West Bromwich Albion,282,1,0,58,183,11,0,14,6,1,2,0,0,0,63,0,2,12,10,3,2,2,3
Arsenal,485,1,2,34,391,16,0,241,12,10,0,4,0,7,0,0,0,71,0,25,4,15,15,8,2,3,5,Hull City,479,0,0,41,385,11,0,9,8,0,8,1,0,0,61,1,3,21,11,5,0,1,4
Middlesbrough,463,0,0,25,339,15,0,246,14,8,90,0,4,6,0,0,0,71,0,25,3,24,20,4,0,2,3,Everton,563,2,2,46,456,9,1,9,7,2,2,0,0,0,78,0,3,26,12,3,0,0,3
AFC Bournemouth,359,0,0,45,280,17,2,242,8,3,0,2,1,10,0,0,0,50,0,25,4,20,10,0,0,2,1,Manchester City,598,3,3,45,522,15,0,11,12,2,3,0,0,0,62,0,1,18,4,8,2,3,6
Liverpool,421,1,2,28,299,5,0,244,14,11,90,2,4,17,0,0,0,65,0,25,2,21,7,4,2,3,9,Norwich City,417,1,1,51,293,13,2,14,5,1,2,0,0,0,58,0,7,18,9,4,0,5,2
Sunderland,443,0,0,43,345,7,1,248,12,3,0,1,2,13,0,0,0,67,0,25,5,24,10,1,0,1,1,Southampton,523,3,2,46,436,6,0,14,14,2,6,0,0,0,83,0,1,15,14,4,4,0,9
Burnley,297,1,2,60,182,3,0,243,12,4,0,3,2,4,0,0,0,71,0,25,1,13,2,1,1,3,4,Chelsea,730,0,0,42,615,20,0,11,9,0,2,0,0,0,77,0,3,13,11,5,1,2,2
Swansea City,477,1,0,52,352,9,0,249,7,9,90,0,4,8,0,0,0,55,0,25,1,18,15,5,2,2,4,Leicester City,504,2,2,37,370,11,0,14,7,0,0,0,0,0,62,0,2,21,6,4,0,2,1
Manchester United,582,6,4,45,488,19,0,245,10,21,90,5,3,18,0,0,0,80,0,25,3,20,24,8,2,1,11,Watford,426,1,1,40,325,10,0,12,7,0,4,0,0,0,76,0,9,30,13,5,0,0,3
Stoke City,449,1,1,46,337,10,0,247,10,6,0,3,2,5,0,0,0,60,0,25,1,19,18,2,1,1,3,Crystal Palace,325,0,0,42,229,5,0,14,5,2,2,0,0,0,60,0,2,24,11,4,0,3,1
