name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,286,0,2,33,204,8,2,370,5,6,90,3,3,9,0,0,0,56,0,37,7,15,13,6,0,2,3,Liverpool,595,4,2,21,515,10,0,10,19,3,1,0,0,0,64,0,3,13,12,14,4,0,11
Everton,540,1,1,73,450,7,0,363,7,10,0,2,5,18,0,0,0,64,0,37,2,16,0,4,1,0,6,Watford,311,2,2,68,234,10,0,11,13,1,4,0,0,0,68,0,5,11,14,6,0,3,2
Arsenal,545,5,4,29,477,13,0,331,15,31,68,2,5,15,0,0,0,52,0,37,2,16,7,10,2,4,13,Sunderland,332,0,0,55,250,10,0,10,4,3,2,0,0,0,49,0,11,9,9,2,0,2,2
Crystal Palace,200,2,0,54,120,2,0,362,13,9,0,3,2,7,0,0,0,57,0,37,0,13,8,7,4,3,4,Hull City,487,0,0,25,387,8,0,14,7,1,4,1,0,0,49,0,0,19,9,6,0,5,0
Chelsea,457,2,0,28,383,16,0,273,7,20,0,4,1,18,0,0,0,63,0,37,0,13,12,7,4,2,9,Watford,524,0,0,39,449,9,3,12,4,2,0,0,0,0,62,1,5,32,6,5,3,4,3
Middlesbrough,365,2,1,32,281,9,0,365,19,12,0,2,5,13,1,0,0,62,0,37,2,12,5,4,1,3,3,Southampton,523,0,1,37,441,5,0,11,7,0,3,0,1,0,62,0,2,11,7,6,2,0,4
AFC Bournemouth,488,2,0,48,388,11,0,361,6,15,0,3,0,3,0,0,0,68,0,37,2,21,7,6,2,0,6,Burnley,397,0,1,32,288,6,0,11,8,5,2,0,0,0,61,0,4,11,11,7,1,1,3
Sunderland,440,0,1,28,363,8,0,367,13,8,0,2,3,16,0,0,0,52,0,37,1,15,12,6,0,4,4,Swansea City,397,1,0,39,320,2,1,6,2,1,1,0,0,0,52,0,4,19,12,0,2,0,3
Leicester City,321,0,0,35,230,12,0,336,11,6,13,4,2,17,0,0,0,69,0,37,6,17,11,3,1,3,5,Norwich City,562,2,1,41,477,20,0,8,17,2,5,0,0,0,68,0,4,23,15,11,6,1,12
Manchester City,541,1,1,42,463,9,1,364,12,15,0,0,3,8,1,0,0,52,0,37,3,16,9,5,2,3,5,Leicester City,276,1,2,50,187,5,1,16,5,0,2,1,1,0,63,0,3,14,7,3,1,3,4
Manchester City,686,3,1,25,601,14,0,338,8,15,0,2,6,19,0,0,0,61,0,37,1,11,12,9,3,1,10,West Bromwich Albion,282,1,0,47,208,9,1,11,4,1,2,0,0,0,56,0,7,24,7,2,1,2,2
Southampton,483,0,1,22,396,13,1,279,7,11,0,0,4,11,0,1,0,60,0,37,1,10,6,7,0,2,6,Manchester United,449,0,0,48,370,6,0,10,7,3,1,1,0,1,54,0,6,12,7,8,0,1,1
West Bromwich Albion,263,0,0,52,196,7,1,369,13,5,0,3,4,4,0,0,0,52,0,37,4,8,9,2,0,3,2,Chelsea,574,1,0,28,500,7,0,8,21,1,7,0,0,0,49,0,2,18,6,10,1,0,5
Norwich City,528,3,2,24,432,11,0,368,14,12,0,2,3,11,0,0,0,58,0,37,1,16,10,5,2,1,6,Manchester United,357,2,1,51,275,6,0,15,8,1,2,0,0,0,52,0,4,19,6,6,1,2,2
Stoke City,285,2,1,31,198,11,1,366,13,8,0,3,3,1,0,0,0,56,0,37,2,16,13,3,1,1,4,Arsenal,607,3,1,36,520,14,0,7,8,2,0,0,0,0,68,0,3,20,7,3,4,2,6
