name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,318,0,0,72,244,10,0,70,13,14,0,5,5,12,0,0,0,63,0,7,1,24,11,11,1,2,2,Middlesbrough,481,1,1,42,382,3,0,12,5,2,2,0,0,0,45,0,1,12,14,4,1,3,2
Everton,401,1,1,48,301,15,0,62,16,12,0,3,2,5,0,0,0,48,0,7,1,13,5,6,1,5,2,Crystal Palace,294,1,1,44,197,12,0,11,5,1,5,0,0,0,45,0,1,20,9,2,1,4,2
Watford,350,1,0,43,271,8,0,69,17,14,0,0,5,2,0,0,0,48,0,7,0,15,11,5,2,3,7,AFC Bournemouth,381,2,1,31,299,11,0,12,7,2,3,0,0,0,52,0,5,18,14,6,2,4,2
Hull City,377,0,0,52,299,2,1,63,13,5,19,1,1,4,0,0,0,51,0,7,6,18,7,2,0,2,3,Chelsea,556,1,2,35,461,17,0,15,17,0,4,0,0,0,65,0,3,23,13,9,2,2,8
Sunderland,426,2,1,59,329,8,0,66,7,6,0,2,0,19,0,0,0,67,0,7,6,17,11,4,1,1,3,West Bromwich Albion,321,0,0,41,228,2,0,13,10,1,4,0,0,0,58,0,2,19,11,7,1,3,7
Leicester City,395,0,0,36,289,5,1,64,9,7,0,1,2,13,0,0,0,77,0,7,5,19,12,5,0,1,1,Southampton,628,1,1,30,526,4,1,9,8,2,6,0,0,0,69,0,1,16,10,3,0,0,5
Burnley,349,1,1,56,246,7,0,61,2,10,0,4,5,1,0,0,0,57,0,7,2,18,9,6,0,0,1,Arsenal,741,1,0,37,638,15,0,3,15,0,3,0,0,0,62,0,1,24,14,8,1,0,3
Norwich City,342,0,1,52,247,12,0,68,20,7,0,8,0,10,0,1,0,64,0,7,6,27,19,4,2,2,8,Manchester City,482,1,1,44,379,24,0,10,10,5,1,1,0,1,68,0,6,26,4,3,0,2,6
Swansea City,408,3,4,57,309,8,1,67,11,4,0,1,3,9,1,0,0,67,0,7,5,18,12,4,1,2,3,Liverpool,597,1,1,27,495,18,1,9,15,2,2,0,0,0,69,0,2,22,18,3,2,2,7
Manchester United,534,5,5,55,468,10,0,65,14,18,83,1,4,14,0,0,0,50,0,7,5,14,17,7,1,3,9,Stoke City,268,0,0,62,186,5,0,9,5,1,0,0,0,0,41,0,8,23,6,1,1,0,6
