name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Arsenal,408,1,0,44,309,15,1,291,8,7,0,5,0,10,0,0,0,73,0,30,3,25,14,5,2,3,3,Manchester City,510,2,1,41,397,14,0,15,11,6,3,0,0,0,65,0,1,24,15,6,2,2,5
Watford,381,1,0,59,314,9,0,300,12,16,90,1,6,15,0,0,0,53,0,30,3,9,12,5,1,1,10,Sunderland,301,0,0,47,210,1,0,8,8,0,2,0,0,0,44,0,9,19,7,2,0,3,3
Chelsea,610,2,1,20,529,10,1,293,12,18,0,4,10,5,0,0,0,57,0,30,1,16,12,5,1,3,11,Crystal Palace,232,2,1,70,165,13,0,14,7,2,2,0,0,0,53,0,10,20,5,5,2,2,3
Hull City,383,0,2,26,258,5,0,294,16,3,79,2,0,20,0,0,0,59,0,30,3,15,11,3,2,2,3,West Ham United,457,2,1,44,360,11,1,9,8,1,9,0,0,0,62,0,1,20,9,7,1,2,4
Liverpool,468,0,0,44,365,18,0,296,17,9,0,1,0,6,0,0,0,60,0,30,3,25,15,1,3,1,5,Everton,426,2,1,37,311,16,0,10,6,1,5,0,0,0,63,0,2,23,17,3,1,3,4
Leicester City,392,1,1,48,278,8,0,295,7,13,0,1,2,14,0,0,0,67,0,30,2,11,3,7,2,1,10,Stoke City,417,2,2,60,309,11,0,11,9,4,6,0,0,0,61,0,8,20,10,5,0,4,2
Burnley,347,0,0,40,246,4,3,292,9,11,0,5,7,17,0,0,0,62,0,30,5,10,15,6,0,2,2,Norwich City,572,1,1,54,468,10,0,6,11,1,1,0,0,0,65,0,2,25,7,6,2,0,7
Southampton,552,0,0,36,459,10,0,298,14,11,0,4,0,2,1,0,0,63,0,30,2,15,7,8,0,1,4,AFC Bournemouth,345,1,3,47,261,3,0,8,5,1,1,0,1,0,43,0,4,9,10,7,0,0,2
Swansea City,416,0,0,27,332,10,0,299,9,13,90,1,2,12,0,0,0,48,0,30,1,20,5,6,0,2,3,Middlesbrough,360,1,1,54,259,20,0,16,7,0,3,0,0,0,60,0,3,7,8,4,0,3,1
Manchester United,762,0,1,24,670,11,0,297,15,10,0,0,3,19,0,0,0,65,0,30,1,17,12,8,0,3,3,West Bromwich Albion,261,0,0,68,160,8,0,13,3,0,1,0,0,0,57,0,3,16,10,1,0,3,1
