name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Arsenal,540,1,0,31,467,11,0,141,9,17,0,3,3,14,1,0,0,49,0,15,4,15,11,7,3,0,6,Stoke City,288,0,0,53,215,5,1,6,9,3,3,0,0,0,51,0,3,13,13,5,1,0,5
Watford,355,3,1,46,258,14,0,148,11,10,0,3,5,6,0,0,0,67,0,15,2,22,10,4,3,2,6,Everton,398,2,0,48,286,8,0,16,10,3,5,0,0,0,67,0,3,16,5,4,2,2,4
Chelsea,578,0,0,44,488,16,1,143,6,7,0,2,0,19,0,0,0,67,0,15,1,26,13,8,1,2,2,West Bromwich Albion,283,0,0,36,183,5,0,10,4,2,3,0,0,0,57,0,1,13,7,5,0,4,1
Hull City,447,2,1,29,352,6,0,144,16,12,0,2,5,5,1,0,0,48,0,15,3,7,7,7,3,2,6,Crystal Palace,338,1,0,40,245,9,0,14,9,0,5,1,0,0,53,0,3,20,3,6,3,4,6
Liverpool,627,0,0,25,526,4,0,146,7,14,90,5,3,20,0,0,0,54,0,15,1,14,6,7,2,2,3,West Ham United,293,1,1,86,198,4,0,8,3,3,1,0,0,0,56,0,1,11,9,3,2,0,3
Leicester City,209,4,2,55,122,5,0,145,10,7,0,0,2,10,0,0,0,45,0,15,2,7,8,4,4,3,6,Manchester City,705,0,0,35,635,14,0,7,14,3,6,0,0,0,53,0,2,13,4,8,2,1,4
Burnley,243,2,2,62,141,4,0,142,14,13,0,5,2,2,0,0,0,53,0,15,2,9,6,7,3,2,7,AFC Bournemouth,548,1,0,57,444,7,0,18,12,0,1,0,0,0,56,0,4,11,6,7,2,2,4
Southampton,503,1,1,45,395,11,1,150,14,11,0,3,7,12,0,0,0,71,0,15,1,21,5,6,1,4,2,Middlesbrough,415,0,0,52,313,9,0,12,3,2,1,0,0,0,61,0,1,10,8,1,0,3,1
Swansea City,475,3,1,39,387,4,0,147,10,11,90,1,8,15,0,0,0,66,0,15,2,16,7,7,3,1,5,Sunderland,303,0,0,50,213,7,0,8,7,2,3,1,0,0,60,0,2,20,8,4,0,2,2
Manchester United,286,1,0,71,196,4,0,149,19,8,90,1,5,17,0,0,0,62,0,15,4,21,10,4,1,3,5,Norwich City,429,0,0,45,332,15,0,17,10,0,2,0,0,0,60,0,4,23,14,4,0,3,4
