name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,441,1,0,60,381,10,0,38,10,14,0,2,2,18,0,0,0,49,0,4,4,25,4,11,2,2,4,Watford,322,2,2,40,231,9,0,15,9,1,3,0,0,0,61,0,2,12,21,3,4,2,8
Arsenal,593,1,1,39,500,14,0,31,10,12,0,0,4,13,0,0,0,63,0,4,5,16,12,7,2,2,2,Southampton,456,0,2,57,360,8,0,8,8,2,5,1,0,0,63,0,0,15,10,4,1,5,6
Middlesbrough,527,1,1,29,450,12,0,36,5,8,10,3,3,5,0,0,0,55,0,4,2,21,17,5,1,1,4,Crystal Palace,390,1,0,52,303,9,0,9,8,1,5,0,0,0,50,0,3,24,14,3,2,2,4
AFC Bournemouth,472,0,1,53,397,16,1,32,9,9,0,1,3,19,0,0,0,64,0,4,2,16,14,5,1,1,5,West Bromwich Albion,272,1,2,48,187,7,0,11,7,1,3,0,0,0,65,0,4,16,10,6,0,3,2
Liverpool,612,5,3,42,490,14,0,34,4,17,90,3,2,8,0,0,0,69,0,4,2,18,11,2,4,1,11,Leicester City,346,1,1,25,235,5,0,8,8,1,3,0,0,0,70,0,7,17,14,4,1,2,3
Sunderland,286,0,1,33,210,12,0,40,11,7,0,0,1,6,0,0,0,50,0,4,6,27,2,1,0,1,2,Everton,571,4,1,38,507,11,0,8,19,1,5,0,0,0,52,0,2,10,11,8,3,1,9
Burnley,394,0,0,54,314,8,0,33,13,9,0,0,5,7,0,0,0,43,0,4,2,13,9,6,1,2,2,Hull City,615,1,1,52,528,5,0,3,7,3,3,0,0,0,54,0,1,10,4,8,1,0,3
Swansea City,399,0,0,38,314,5,0,39,17,2,0,0,2,4,0,0,0,53,0,4,5,19,9,2,2,3,2,Chelsea,488,1,2,32,417,9,0,9,22,3,4,1,0,0,55,0,0,18,7,12,2,4,7
Manchester United,376,2,2,52,283,16,0,35,15,11,45,3,6,10,0,0,0,79,0,4,4,23,12,6,1,4,2,Manchester City,593,1,0,63,485,11,1,10,13,3,2,0,0,0,77,0,1,24,16,8,2,2,6
Stoke City,327,0,0,44,235,9,0,37,13,7,24,2,4,17,0,0,0,55,0,4,4,8,16,6,0,3,2,Norwich City,508,3,1,47,426,7,0,18,16,0,2,0,0,0,57,0,2,24,1,4,4,2,8
