name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,355,2,1,49,276,10,0,20,15,11,0,1,7,2,0,0,0,61,0,2,5,10,6,8,1,3,2,AFC Bournemouth,409,0,0,47,319,4,0,15,8,1,1,0,0,0,53,1,1,16,7,1,0,1,5
Watford,330,1,1,53,251,9,0,17,20,4,7,1,4,4,0,0,0,55,0,2,2,17,14,2,1,4,2,Chelsea,559,2,1,35,487,9,0,10,9,2,2,0,0,0,59,0,1,24,9,6,2,3,4
Sunderland,401,0,0,30,307,21,0,19,11,13,0,2,4,12,0,0,0,63,0,2,1,30,8,6,1,1,5,Middlesbrough,474,2,1,57,370,7,0,14,7,0,2,0,0,0,56,0,4,17,12,2,2,1,3
Leicester City,360,0,0,60,259,5,0,13,11,6,4,1,2,1,0,0,0,64,0,2,4,20,17,2,0,1,1,Arsenal,552,0,0,51,450,20,1,7,11,2,1,0,0,0,69,0,1,24,13,4,0,2,4
Burnley,207,0,0,63,128,8,0,12,14,3,1,3,0,9,0,0,0,42,0,2,5,18,9,1,2,0,2,Liverpool,852,0,0,15,763,8,0,5,21,0,3,0,0,0,49,0,0,12,6,13,0,1,5
Norwich City,441,2,4,57,354,10,0,16,19,14,0,2,0,5,0,0,0,55,0,2,2,28,17,9,1,3,5,Crystal Palace,324,0,0,55,235,13,0,9,6,0,1,0,0,0,54,0,4,29,20,6,0,3,2
Manchester United,402,0,0,44,335,15,0,11,11,9,9,2,3,13,0,0,0,55,0,2,1,25,5,6,2,0,5,Southampton,528,0,0,37,448,3,0,9,12,2,6,1,0,0,51,0,3,11,15,9,0,0,1
Swansea City,562,1,1,46,478,12,0,15,7,18,0,0,9,7,0,0,0,68,0,2,2,28,13,13,0,0,3,Hull City,446,3,1,79,354,3,1,10,10,5,0,0,0,0,57,0,3,17,16,3,2,0,4
West Bromwich Albion,282,3,2,36,174,14,0,18,16,8,90,0,5,6,0,0,0,62,0,2,5,15,10,5,1,3,4,Everton,570,4,3,33,476,16,0,10,12,1,5,0,0,0,56,0,3,23,11,5,2,1,7
Stoke City,364,1,1,40,265,14,0,14,12,3,90,3,4,10,1,0,0,60,0,2,2,21,9,3,1,3,3,Manchester City,494,2,0,45,398,12,0,13,10,1,2,1,0,0,65,0,2,22,12,2,4,4,6
