name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,342,2,0,39,254,13,0,210,10,10,90,1,6,5,0,0,0,55,0,21,1,18,10,7,3,4,3,Crystal Palace,432,1,1,34,349,4,0,14,6,1,1,0,0,0,45,0,0,19,10,6,0,2,1
Everton,274,0,0,37,185,19,1,202,17,6,0,4,0,10,0,0,0,61,0,21,4,10,12,1,4,2,4,Manchester City,674,0,0,35,595,12,0,7,7,4,3,0,0,0,61,0,0,23,6,4,0,2,4
Watford,348,1,1,32,242,4,0,209,15,10,90,2,6,12,0,0,0,53,0,21,1,17,7,6,0,3,5,Middlesbrough,414,0,0,51,310,3,0,15,3,3,6,0,0,0,57,0,5,10,14,4,0,1,1
Hull City,351,1,0,59,268,6,1,203,13,11,82,3,7,2,1,0,0,59,0,21,5,8,12,9,3,0,4,AFC Bournemouth,570,1,2,40,467,14,0,11,6,3,2,0,0,0,52,0,1,14,3,1,1,1,6
Sunderland,429,1,1,41,333,6,0,206,16,9,0,5,2,14,0,0,0,60,0,21,3,13,9,5,1,3,3,Stoke City,427,1,0,52,323,13,0,11,10,1,8,0,0,0,65,0,2,14,9,3,3,1,6
Leicester City,338,0,0,40,230,6,0,204,8,6,70,2,2,4,0,0,0,63,0,21,0,7,9,5,0,1,2,Chelsea,630,0,0,52,533,13,0,9,5,1,1,0,0,0,60,0,2,13,5,2,3,0,3
Burnley,294,0,0,60,182,8,0,201,14,6,0,0,1,13,0,0,0,66,0,21,5,13,8,4,1,1,3,Southampton,414,1,1,53,318,10,0,14,14,2,6,0,0,0,74,0,2,13,6,8,0,2,5
Norwich City,670,4,2,25,587,14,1,208,11,18,0,1,4,19,0,0,0,51,0,21,0,13,9,7,4,0,12,West Bromwich Albion,248,0,0,43,162,3,0,12,1,1,1,0,0,0,51,0,8,21,8,2,0,2,0
Swansea City,444,0,0,41,371,12,0,207,12,8,90,2,2,1,0,0,0,64,0,21,4,17,11,6,0,2,3,Arsenal,606,1,1,44,508,8,1,8,10,0,1,0,0,0,57,0,3,11,13,2,4,0,8
Manchester United,491,1,1,50,374,10,1,205,17,6,90,4,4,9,1,0,0,67,0,21,3,28,13,5,1,1,3,Liverpool,404,0,0,55,284,4,0,13,9,2,3,0,0,0,68,0,2,23,15,2,1,3,4
