name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Arsenal,516,5,4,47,428,17,0,71,7,12,0,9,2,16,0,0,0,85,1,8,4,25,6,7,3,0,6,Swansea City,527,5,4,45,418,5,2,10,9,2,6,0,0,0,82,0,3,18,15,5,2,1,6
Chelsea,550,4,2,50,457,16,0,73,6,13,0,0,1,8,0,0,0,76,0,8,0,20,11,6,3,1,7,Leicester City,446,0,0,41,347,5,0,12,3,1,2,0,0,0,75,0,4,19,15,3,0,1,0
Middlesbrough,468,0,0,35,387,8,0,77,15,7,22,0,7,18,0,0,0,70,0,8,1,21,16,7,0,4,3,Watford,266,0,0,44,185,7,1,10,3,1,2,0,0,0,59,0,3,21,9,1,1,1,2
AFC Bournemouth,459,0,0,57,404,11,0,72,8,17,0,0,2,7,0,0,0,66,0,8,3,21,7,5,6,0,10,Hull City,452,0,0,34,374,6,0,14,9,0,5,1,0,0,66,0,4,11,11,6,1,3,4
Liverpool,623,0,0,35,505,10,0,75,14,7,31,2,2,11,0,0,0,64,0,8,1,30,12,3,0,0,3,Manchester United,334,1,1,77,257,16,0,20,5,5,1,0,0,0,65,0,3,21,14,5,0,4,1
Manchester City,659,0,1,30,574,14,0,76,7,15,0,0,6,6,0,2,0,64,0,8,1,26,10,5,1,0,8,Everton,258,0,0,69,160,6,0,9,2,6,0,2,0,2,53,0,7,18,16,1,1,2,2
Southampton,551,3,3,29,469,10,0,78,11,26,0,0,9,3,1,0,0,48,0,8,0,12,6,9,3,1,14,Burnley,306,0,0,65,210,1,1,10,4,1,2,1,0,0,44,0,11,8,3,4,1,2,1
West Bromwich Albion,230,0,1,44,141,9,0,80,14,5,90,1,4,17,0,0,0,44,0,8,7,11,11,3,1,2,4,Norwich City,599,1,1,58,540,14,0,10,16,3,3,0,0,0,49,0,3,18,8,3,1,2,8
Crystal Palace,406,2,3,31,305,5,0,74,12,8,90,1,7,20,0,1,0,67,0,8,3,26,9,8,0,1,3,West Ham United,340,2,1,62,245,10,0,13,13,1,3,1,0,0,61,1,3,9,18,5,1,3,4
Stoke City,480,1,1,29,394,8,0,79,10,14,0,2,3,15,0,0,0,76,0,8,1,10,12,4,2,1,6,Sunderland,359,0,0,38,269,8,0,13,8,2,1,0,0,0,61,0,4,16,7,4,0,1,1
