name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,463,1,1,28,356,9,0,147,10,14,0,2,2,5,1,0,1,57,0,15,3,13,5,3,3,1,1,11
Burnley,229,0,1,41,137,8,1,143,10,6,19,6,1,12,0,0,0,66,0,15,8,4,9,3,1,1,1,6
Huddersfield Town,608,1,1,16,499,4,0,141,11,16,90,0,8,2,0,0,0,63,0,15,0,15,4,10,1,0,2,6
Arsenal,545,3,2,31,446,8,0,145,10,7,45,3,3,14,0,0,0,58,0,15,5,15,5,2,2,0,3,5
Crystal Palace,594,0,0,20,502,8,0,142,12,15,90,0,5,3,1,0,0,50,0,15,0,30,8,8,1,0,3,4
Watford,306,2,2,46,203,7,1,146,4,8,90,4,2,13,0,0,0,51,0,15,5,16,13,2,1,1,0,6
Fulham,314,1,1,31,209,7,0,144,12,21,90,2,2,11,0,0,0,59,0,15,4,14,4,10,1,1,0,7
Wolves,281,1,0,49,204,7,0,148,18,3,0,2,1,6,0,0,0,57,0,15,2,13,9,3,2,1,4,2
Liverpool,680,2,0,22,581,6,0,143,3,14,0,3,1,4,0,0,0,57,0,15,5,13,3,2,3,0,0,11
AFC Bournemouth,304,2,0,77,218,5,1,141,14,6,0,3,2,10,0,0,0,68,0,15,5,25,4,4,2,1,4,2
Everton,647,2,2,13,540,12,0,149,7,12,77,0,8,15,0,0,0,58,0,15,4,23,7,8,1,1,0,3
Leicester City,382,1,1,45,257,4,0,144,7,11,0,2,2,9,0,0,0,55,0,15,6,7,3,6,1,0,0,5
Manchester United,446,1,0,40,353,7,1,145,13,7,0,2,2,1,0,0,0,52,0,15,3,12,4,0,2,1,3,7
Southampton,473,1,1,33,381,6,0,150,5,14,90,2,5,17,0,0,0,55,0,15,5,9,8,9,1,0,0,5
Cardiff City,295,0,1,36,201,13,0,147,10,5,0,5,2,19,0,1,0,57,0,15,8,12,5,2,1,0,2,4
Tottenham,527,2,0,40,435,3,1,150,7,9,0,4,4,16,0,0,0,53,0,15,4,15,5,3,3,1,0,8
Brighton,269,0,0,54,190,6,0,142,14,5,0,0,2,7,1,0,0,54,1,15,3,17,7,3,3,1,2,3
Chelsea,678,3,3,32,596,11,0,148,10,14,90,0,2,20,0,0,0,60,0,15,0,14,7,10,1,0,4,3
Manchester City,712,4,3,37,627,8,0,146,8,11,0,7,3,18,0,0,0,65,0,15,5,19,8,5,2,0,1,7
Newcastle United,205,2,1,86,129,3,0,149,18,8,26,2,5,8,0,0,0,52,0,15,2,13,5,3,1,0,5,5
