name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,410,0,0,32,328,15,0,349,8,10,0,1,3,11,0,0,0,63,0,35,3,26,5,5,2,1,2,3
Burnley,221,1,0,67,132,5,1,344,4,4,0,2,1,6,0,0,0,70,0,35,6,15,3,2,2,0,1,3
Huddersfield Town,378,1,0,28,306,7,0,346,15,8,90,1,2,18,0,0,0,58,0,35,4,16,5,5,1,1,2,3
Arsenal,658,2,1,20,584,19,0,341,15,9,0,1,1,7,0,0,0,55,0,35,4,26,5,5,2,1,4,5
Arsenal,690,1,0,10,612,10,0,310,9,9,0,3,3,20,0,0,0,45,0,35,0,15,3,4,1,0,3,1
Crystal Palace,248,4,1,51,166,7,0,341,12,15,90,2,1,1,0,0,0,52,0,35,3,15,8,5,3,0,1,7
Watford,456,0,0,28,382,5,0,346,9,5,90,2,1,10,0,0,0,63,0,35,2,17,10,4,2,0,2,6
Watford,598,1,2,24,476,12,0,308,10,10,90,4,3,16,0,0,0,71,0,35,3,21,7,3,1,1,5,4
Fulham,457,2,3,28,378,8,0,342,18,13,0,0,3,2,0,0,0,55,0,35,5,21,9,6,1,0,3,5
Wolves,615,2,3,16,546,10,0,350,0,17,6,0,10,3,0,0,0,64,0,35,0,24,6,13,0,1,0,5
Wolves,285,1,0,45,213,7,1,310,12,8,8,1,1,1,0,0,0,47,0,35,0,6,5,5,3,1,2,3
Liverpool,623,2,2,23,535,12,0,343,5,14,0,2,3,5,0,0,0,61,0,35,2,15,6,8,2,0,1,6
AFC Bournemouth,444,3,5,34,368,7,1,342,11,10,0,1,2,9,1,0,0,50,0,35,4,13,5,6,0,1,1,5
Everton,386,1,1,39,310,3,0,345,11,11,0,1,4,14,0,0,0,66,0,35,1,12,5,3,4,1,1,8
Leicester City,424,1,0,36,347,15,1,349,9,10,0,2,2,19,0,0,0,57,0,35,1,19,6,5,2,0,0,5
Manchester United,421,0,0,31,332,7,0,345,7,4,0,1,0,8,0,0,0,56,0,35,4,15,8,5,0,0,1,1
Manchester United,403,0,0,24,319,12,0,306,10,10,7,0,0,13,0,0,0,64,0,35,3,15,7,6,0,1,2,1
Southampton,417,2,2,37,321,8,0,348,11,12,0,2,2,15,0,0,0,63,0,35,2,23,9,7,1,0,2,4
Southampton,357,2,3,55,244,8,0,308,14,4,0,5,3,18,0,0,0,77,0,35,3,17,7,3,1,0,2,4
Cardiff City,194,1,1,37,106,7,0,343,6,6,0,4,2,12,1,0,0,57,0,35,4,14,5,2,0,1,1,2
Tottenham,379,1,2,33,284,10,2,347,11,7,0,2,1,13,0,0,0,51,0,35,3,15,6,3,0,0,2,4
Tottenham,717,0,0,15,624,7,0,328,7,21,0,2,4,3,0,0,0,65,0,35,1,18,4,12,1,1,1,5
Brighton,295,0,0,51,214,5,1,350,8,4,0,1,1,20,0,0,0,55,0,35,5,12,11,4,0,0,1,0
Brighton,200,0,0,58,102,6,0,328,13,6,72,1,1,17,0,0,0,54,0,35,4,13,3,4,0,0,2,1
Chelsea,683,1,1,15,596,12,0,344,9,16,90,1,3,4,0,0,0,70,0,35,1,15,6,8,2,1,2,8
Newcastle United,315,1,0,48,199,10,0,348,5,7,0,0,2,16,0,0,0,56,0,35,3,16,7,3,3,1,0,5
Manchester City,576,2,1,27,504,15,1,347,11,12,0,2,4,17,0,0,0,55,0,35,4,26,7,6,1,1,1,4
Manchester City,701,0,0,31,609,17,0,306,10,7,0,2,1,14,0,0,0,74,0,35,1,13,5,3,2,0,2,5
