name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell_402,19,0,0,4,10,0,0,250,0,0,90,0,0,12,0,0,0,7,0,25,0,1,0,2,1,1,1,0
Aaron_Lennon_83,0,0,0,0,0,0,0,242,0,0,0,0,0,16,0,0,0,0,0,25,0,0,0,0,1,1,1,0
Aaron_Mooy_199,46,0,0,2,38,2,0,244,0,2,90,0,1,6,0,0,0,12,0,25,0,2,3,1,0,5,0,0
Aaron_Ramsey_14,18,0,0,0,16,0,0,248,1,0,24,0,0,13,0,0,0,0,0,25,0,0,0,0,1,3,0,0
Aaron_Wan-Bissaka_145,20,0,0,5,16,0,0,245,0,0,90,0,0,9,0,0,0,3,0,25,0,3,0,0,0,2,1,1
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,242,0,0,0,0,0,16,0,0,0,0,0,25,0,0,0,0,1,1,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,244,0,0,0,0,0,6,0,0,0,0,0,25,0,0,0,0,0,5,0,0
Abdoulaye_Doucouré_390,0,0,0,0,0,0,0,241,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,245,0,0,0,0,0,7,0,0,0,0,0,25,0,0,0,0,0,2,0,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,241,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0
Adama_Diakhaby_471,18,0,0,0,14,2,0,244,0,1,83,0,0,6,0,0,0,3,0,25,0,11,0,0,0,5,0,0
Adama_Traoré_500,0,0,0,1,0,0,0,246,1,0,1,0,0,8,0,0,0,1,0,25,0,1,0,0,3,1,0,0
Adam_Lallana_250,38,0,0,0,31,2,0,250,0,1,68,0,0,19,0,0,0,3,0,25,0,0,0,1,1,1,0,0
Adam_Masina_386,0,0,0,0,0,0,0,241,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0
Adam_Smith_29,50,0,0,4,42,3,0,243,1,2,90,0,0,5,0,0,0,7,0,25,0,2,0,0,0,2,0,1
Ademola_Lookman_170,16,0,0,0,16,2,0,246,0,0,30,0,0,20,0,0,0,1,0,25,0,1,0,0,3,1,1,0
Ademola_Lookman_170,0,0,0,0,0,0,0,266,0,0,0,0,0,13,0,0,0,0,0,25,0,0,0,0,2,0,1,0
Adrian_Mariappa_382,36,0,0,7,27,0,0,241,1,0,90,0,0,3,0,0,0,3,0,25,0,0,0,0,0,0,0,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,247,0,0,0,0,0,14,0,0,0,0,0,25,0,0,0,0,1,0,1,0
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,0,250,0,0,0,0,0,12,0,0,0,0,0,25,0,0,0,0,1,1,1,0
Ainsley_Maitland-Niles_20,0,0,0,0,0,0,0,248,0,0,0,0,0,13,0,0,0,0,0,25,0,0,0,0,1,3,0,0
Alberto_Moreno_240,0,0,0,0,0,0,0,250,0,0,0,0,0,19,0,0,0,0,0,25,0,0,0,0,1,1,0,0
Aleksandar_Mitrovic_480,20,0,1,5,16,1,0,245,0,1,90,1,0,7,0,0,0,3,0,25,0,5,0,3,0,2,0,0
Alexander_Sørloth_153,0,0,0,0,0,0,0,245,0,0,0,0,0,9,0,0,0,0,0,25,0,0,0,0,0,2,1,0
Alexandre Nascimento_Costa Silva_560,0,0,0,0,0,0,0,250,0,0,0,0,0,12,0,0,0,0,0,25,0,0,0,0,1,1,1,0
Alexandre_Lacazette_22,29,0,0,4,17,1,0,248,4,1,90,0,0,13,0,0,0,2,0,25,0,1,0,0,1,3,0,0
Alexis_Sánchez_295,30,0,0,0,23,1,0,247,0,0,66,0,0,11,0,0,0,4,0,25,0,2,1,0,1,0,0,0
Alex_Iwobi_15,18,0,0,1,15,2,0,248,0,0,65,0,0,13,0,0,0,4,0,25,0,2,1,0,1,3,0,0
