name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell_402,21,0,0,6,18,0,0,139,0,0,55,0,0,15,0,0,0,3,0,14,0,0,0,0,3,0,0,0
Aaron_Lennon_83,19,0,0,1,18,0,0,134,0,0,45,0,0,7,0,0,0,4,0,14,0,0,0,0,0,2,0,0
Aaron_Mooy_199,19,0,0,2,16,0,0,135,1,1,62,0,0,3,0,0,0,4,0,14,0,0,0,0,2,1,1,0
Aaron_Ramsey_14,15,0,0,0,11,0,0,131,0,2,45,0,0,17,0,0,0,3,0,14,0,1,0,2,2,4,1,0
Aaron_Wan-Bissaka_145,41,0,0,4,30,1,0,134,0,0,90,0,0,4,0,0,0,8,0,14,0,1,0,0,0,2,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,135,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,2,1,1,0
Abdoulaye_Doucouré_390,66,0,0,3,58,0,1,136,0,0,90,0,0,11,0,0,0,2,0,14,0,1,0,1,0,2,0,0
Aboubakar_Kamara_189,10,0,0,0,9,1,0,133,3,0,45,0,0,6,0,0,0,1,0,14,0,1,0,1,0,2,0,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,136,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,2,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,135,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,2,1,1,0
Adama_Traoré_500,20,0,0,1,17,3,0,132,1,0,72,0,0,5,0,0,0,3,0,14,0,7,0,0,1,2,0,0
