name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell_402,48,0,0,3,40,0,0,320,0,0,90,1,0,8,0,0,0,11,0,32,0,1,3,0,2,0,1,0
Aaron_Lennon_83,0,0,0,0,0,0,0,313,0,0,0,0,0,20,0,0,0,0,0,32,0,0,0,0,0,2,1,0
Aaron_Mooy_199,32,0,0,5,22,1,0,315,1,1,90,1,1,7,0,0,0,6,0,32,0,2,1,2,0,2,0,0
Aaron_Ramsey_14,73,0,0,0,68,0,0,311,0,0,66,0,0,15,0,0,0,12,0,32,0,3,0,0,0,2,1,0
Aaron_Rowe_607,0,0,0,0,0,0,0,315,0,0,0,0,0,7,0,0,0,0,0,32,0,0,0,0,0,2,0,0
Aaron_Wan-Bissaka_145,44,0,0,5,33,1,0,315,0,1,90,0,0,10,0,0,0,8,0,32,0,0,0,0,0,2,1,0
Aaron_Wan-Bissaka_145,29,0,0,4,25,3,0,307,0,0,90,0,0,17,0,0,0,8,0,32,0,2,0,0,0,2,0,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,313,0,0,0,0,0,20,0,0,0,0,0,32,0,0,0,0,0,2,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,315,0,0,0,0,0,7,0,0,0,0,0,32,0,0,0,0,0,2,0,0
Abdoulaye_Doucouré_390,61,0,0,1,54,3,1,319,0,1,90,0,0,14,0,0,0,5,0,32,0,0,0,1,1,2,0,0
Abdoulaye_Doucouré_390,64,0,0,2,54,0,0,329,1,2,90,0,0,9,0,0,0,5,0,32,0,2,0,0,1,4,1,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,316,0,0,0,0,0,13,0,0,0,0,0,32,0,0,0,0,2,0,1,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,329,0,0,0,0,0,18,0,0,0,0,0,32,0,0,0,0,1,4,0,0
