name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,381,2,0,48,284,10,1,43,12,8,0,0,1,8,0,0,0,80,0,5,3,23,10,2,3,1,0,5,1
Aaron_Lennon_83,394,0,0,45,296,4,1,50,9,4,90,1,2,20,0,0,0,59,0,5,5,13,3,5,0,1,0,4,2
Aaron_Mooy_199,495,1,1,17,415,7,0,44,11,8,90,5,10,7,0,0,0,51,0,5,1,13,4,9,1,0,1,1,2
Aaron_Ramsey_14,596,0,0,36,501,6,0,46,11,9,79,1,3,15,0,0,0,57,0,5,1,17,3,5,2,1,0,0,0
Aaron_Wan-Bissaka_145,365,0,0,41,288,5,0,44,17,6,90,2,0,10,0,0,0,48,0,5,2,17,7,2,1,0,0,2,1
Abdoulaye_Doucouré_390,385,0,0,39,294,7,0,49,9,12,90,2,2,14,0,0,0,67,0,5,4,11,13,3,2,1,1,2,4
Aboubakar_Kamara_189,399,0,0,45,320,8,0,45,7,7,0,2,0,13,0,0,0,52,0,5,6,16,4,5,0,3,0,0,3
Adama_Traoré_500,568,4,5,28,470,8,0,50,10,21,24,1,4,4,0,0,0,60,0,5,2,17,5,13,0,1,1,2,5
Adam_Lallana_250,356,1,2,31,267,6,0,48,16,11,0,2,1,17,0,0,0,66,0,5,2,9,7,5,2,1,0,0,8
Adam_Smith_29,361,3,1,33,258,5,0,41,13,6,90,1,1,11,1,0,0,57,0,5,5,20,7,2,2,4,1,3,1
Ademola_Lookman_170,456,2,2,21,351,12,1,43,15,8,13,3,6,19,0,0,0,66,0,5,1,19,6,6,3,1,1,2,3
Adrien Sebastian_Perruchet Silva_231,398,1,1,44,303,4,1,41,15,8,0,3,4,2,1,0,0,60,1,5,1,14,8,4,2,4,0,2,5
Alexis_Sánchez_295,520,1,1,46,420,4,1,49,11,6,83,4,2,18,0,0,0,62,1,5,4,25,4,1,2,1,0,1,4
Alex_McCarthy_328,465,1,3,38,366,12,0,47,10,6,90,2,2,3,1,0,0,56,0,5,2,14,8,6,2,2,1,2,2
Alex_Smithies_89,229,1,0,42,136,6,0,42,10,5,0,0,1,6,1,0,0,57,0,5,3,10,6,4,1,4,0,0,1
Alireza_Jahanbakhsh_476,443,2,1,35,339,5,1,47,13,10,19,2,5,16,1,0,0,54,0,5,2,17,5,5,2,2,0,3,2
Andreas_Christensen_119,762,2,1,22,663,9,0,42,8,13,0,0,3,5,0,0,0,61,0,5,1,12,8,8,1,4,1,0,3
Arijanet_Muric_529,731,5,3,27,666,13,0,45,7,22,0,5,2,9,0,0,0,69,0,5,3,13,9,8,0,3,1,0,6
Ayoze_Pérez_326,329,1,0,31,218,3,0,46,13,3,90,3,3,1,0,0,0,53,0,5,0,14,4,0,2,1,1,0,1
Bamidele_Alli_365,548,0,0,24,445,7,2,48,17,6,0,3,1,12,0,0,0,68,0,5,8,17,2,5,2,1,1,0,2
