name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,525,4,2,36,425,13,0,109,7,17,90,2,0,4,0,0,0,71,0,11,1,19,3,6,4,1,1,9
Aaron_Lennon_83,311,2,1,49,197,5,1,109,9,5,74,2,0,19,0,0,0,60,0,11,5,14,10,1,2,0,4,3
Aaron_Mooy_199,388,1,1,38,264,2,1,106,11,7,90,3,3,9,0,0,0,70,0,11,1,16,17,6,1,1,1,3
Aaron_Ramsey_14,585,2,2,42,499,5,0,101,7,12,17,7,5,12,0,0,0,60,0,11,3,13,8,5,1,1,1,4
Aaron_Wan-Bissaka_145,313,0,0,39,241,12,0,104,13,5,90,1,0,6,0,0,0,64,0,11,3,21,3,2,1,0,1,2
Abdoulaye_Doucouré_390,451,5,5,46,359,3,1,108,11,12,90,2,1,15,0,0,0,53,0,11,1,19,3,10,0,0,5,1
Aboubakar_Kamara_189,490,0,0,26,353,12,0,106,8,6,0,6,0,10,0,0,0,69,0,11,2,25,6,3,0,0,2,1
Adama_Traoré_500,456,1,1,17,372,13,0,110,11,10,6,5,6,17,0,0,0,72,0,11,5,23,9,4,2,1,1,7
Adam_Lallana_250,355,2,2,36,276,13,1,101,7,11,0,1,1,1,0,0,0,53,0,11,3,21,8,5,1,0,1,4
Adam_Smith_29,412,2,1,48,317,4,1,102,12,12,90,0,2,14,0,0,0,53,0,11,4,17,3,3,1,1,4,7
Ademola_Lookman_170,491,2,2,28,409,11,0,105,9,11,22,2,2,3,0,0,0,62,0,11,2,15,8,9,3,1,0,3
Adrien Sebastian_Perruchet Silva_231,404,3,4,50,304,7,0,103,12,8,0,3,3,5,0,0,0,42,0,11,2,13,4,4,1,0,2,4
Alexis_Sánchez_295,448,2,4,40,356,6,1,102,12,14,77,5,0,2,0,0,0,55,0,11,6,18,3,6,2,0,3,6
Alex_McCarthy_328,339,1,2,39,269,6,0,107,9,7,90,1,5,13,0,0,0,44,0,11,3,12,1,4,1,0,1,6
Alex_Smithies_89,272,0,0,46,165,3,1,103,13,8,0,4,3,11,0,0,0,46,0,11,3,10,3,8,0,1,2,2
Alfie_Whiteman_538,505,1,1,35,418,10,1,110,8,8,0,3,3,20,2,0,0,61,0,11,5,19,5,1,3,0,2,8
Alireza_Jahanbakhsh_476,316,1,0,42,215,6,0,105,17,5,90,2,1,8,0,0,0,66,0,11,0,18,4,0,1,0,1,3
Andreas_Christensen_119,883,3,2,17,800,13,0,104,6,15,0,6,4,7,0,0,0,74,0,11,1,20,9,5,3,1,0,6
Arijanet_Muric_529,730,4,2,30,665,13,2,107,14,17,0,1,4,16,1,0,0,60,0,11,5,21,5,5,6,1,1,9
Ayoze_Pérez_326,326,1,0,48,221,8,0,108,12,4,45,4,2,18,0,0,0,53,0,11,1,8,9,4,1,1,1,2
