name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,584,0,0,28,485,9,0,222,10,6,90,3,4,2,0,0,0,72,0,23,3,21,7,6,0,0,1,1
Aaron_Lennon_83,333,3,4,27,213,5,0,229,9,7,0,8,5,18,0,0,0,71,0,23,4,15,2,6,0,0,2,3
Aaron_Mooy_199,345,0,1,35,247,2,0,224,10,4,0,2,2,13,0,0,0,65,0,23,1,13,6,3,0,1,2,2
Aaron_Ramsey_14,355,3,2,61,268,8,0,221,13,11,66,1,10,6,0,0,0,66,0,23,1,13,12,7,2,1,0,3
Aaron_Wan-Bissaka_145,308,1,1,50,214,8,1,225,8,7,90,3,3,12,0,0,0,63,0,23,5,19,12,3,3,0,1,0
Abdoulaye_Doucouré_390,413,2,2,46,311,5,1,229,14,8,0,2,4,4,0,0,0,55,0,23,3,12,13,3,0,1,1,4
Aboubakar_Kamara_189,250,1,1,57,170,9,0,223,10,9,0,7,3,17,0,0,0,58,0,23,3,13,7,5,1,1,2,4
Adama_Traoré_500,381,5,2,49,270,5,2,230,11,11,0,1,3,11,0,0,0,64,0,23,4,15,7,3,4,1,3,3
Adam_Lallana_250,734,1,1,22,634,7,0,225,6,16,3,1,4,7,0,0,0,63,1,23,0,22,8,7,4,1,0,5
Adam_Smith_29,362,2,1,40,278,7,0,222,6,6,90,4,2,19,0,0,0,76,0,23,1,14,5,5,2,1,0,3
Ademola_Lookman_170,475,2,2,26,350,7,0,228,11,6,90,2,4,16,0,0,0,68,0,23,3,20,7,1,1,0,1,1
Adrien Sebastian_Perruchet Silva_231,448,0,1,33,329,17,0,230,10,11,0,0,2,20,0,0,0,63,0,23,3,20,5,5,3,0,3,4
Alexis_Sánchez_295,509,2,2,23,432,7,0,226,11,14,0,1,1,3,0,0,0,55,0,23,2,16,9,9,2,1,1,4
Alex_McCarthy_328,302,1,1,63,206,5,0,228,12,9,90,3,2,8,0,0,0,73,0,23,1,20,12,4,2,1,2,3
Alex_Smithies_89,332,0,0,28,215,8,0,227,6,6,0,0,0,15,0,0,0,63,0,23,3,18,15,5,0,0,1,1
Alfie_Whiteman_538,681,3,1,29,575,6,1,223,8,12,0,1,9,9,0,0,0,57,0,23,4,15,9,6,2,0,3,3
Alireza_Jahanbakhsh_476,387,1,0,36,307,4,0,226,11,6,0,2,4,14,1,0,0,55,0,23,4,14,6,3,1,0,0,2
Andreas_Christensen_119,648,1,1,23,565,13,2,221,15,12,0,0,1,1,0,0,0,71,0,23,3,33,4,9,0,0,2,1
Arijanet_Muric_529,734,4,2,23,639,14,1,224,9,12,0,2,3,10,0,0,0,65,0,23,2,22,8,6,3,0,2,1
Ayoze_Pérez_326,369,2,0,44,282,1,0,227,11,15,90,1,1,5,0,0,0,61,0,23,1,25,4,5,3,1,0,3
