name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,377,0,0,31,307,7,0,89,8,12,90,3,7,17,0,0,0,55,0,9,1,13,9,7,1,0,1,3,null
Aaron_Lennon_83,305,0,0,37,228,1,0,87,5,3,68,0,2,13,0,0,0,42,0,9,5,12,4,4,0,5,0,2,4
Aaron_Mooy_199,517,0,0,36,413,5,0,86,9,8,90,3,6,12,0,0,0,72,0,9,1,13,12,6,1,0,1,0,0
Aaron_Ramsey_14,702,3,1,25,600,11,0,81,10,10,10,2,0,11,0,0,0,70,0,9,2,14,9,11,1,3,1,2,1
Aaron_Wan-Bissaka_145,352,0,1,39,255,6,0,85,17,4,90,0,0,8,0,1,0,65,0,9,2,19,13,4,0,2,0,1,3
Abdoulaye_Doucouré_390,549,2,1,40,461,10,0,90,13,7,90,1,0,20,0,0,0,45,0,9,1,22,10,2,2,0,0,1,4
Aboubakar_Kamara_189,475,2,2,44,364,4,1,83,16,7,0,0,2,5,0,0,0,59,0,9,1,13,7,3,2,4,0,3,1
Adama_Traoré_500,421,0,0,29,327,4,0,90,23,8,18,2,8,18,0,0,0,58,0,9,1,15,8,6,2,0,1,3,2
Adam_Lallana_250,583,0,0,48,472,10,1,86,6,9,68,2,2,10,0,0,0,68,0,9,1,22,5,4,1,0,0,2,1
Adam_Smith_29,462,2,2,35,354,5,1,82,10,8,90,1,2,16,0,0,0,63,0,9,4,18,5,6,0,0,1,1,1
Ademola_Lookman_170,514,3,1,29,431,8,0,85,13,16,8,1,3,7,1,0,1,78,0,9,4,23,6,9,0,2,1,2,2
Adrien Sebastian_Perruchet Silva_231,309,2,2,39,228,10,2,81,10,6,0,1,1,1,0,0,0,62,0,9,3,20,2,3,1,3,0,2,2
Alexis_Sánchez_295,369,1,1,48,281,9,0,84,17,4,5,1,1,6,0,0,0,64,0,9,4,12,12,3,2,2,0,5,2
Alex_McCarthy_328,342,3,3,45,247,3,0,82,14,6,90,4,3,2,0,0,0,65,0,9,2,8,9,2,0,0,0,2,2
Alex_Smithies_89,309,1,0,37,198,9,0,83,15,18,0,0,11,9,0,0,0,68,0,9,2,17,8,10,2,4,1,3,4
Alfie_Whiteman_538,505,2,1,33,438,13,1,89,10,8,0,2,1,19,0,0,0,60,0,9,4,32,4,4,1,0,0,0,1
Alireza_Jahanbakhsh_476,247,1,1,65,151,8,2,88,17,6,90,1,3,15,0,0,0,47,0,9,6,17,10,4,1,0,0,2,1
Andreas_Christensen_119,611,3,3,31,542,5,0,84,9,18,0,2,4,14,0,0,0,69,0,9,2,20,6,8,2,2,1,2,1
Arijanet_Muric_529,680,7,5,17,598,5,0,87,11,20,0,0,6,4,0,0,0,54,0,9,0,12,5,6,0,5,1,2,4
Ayoze_Pérez_326,504,1,2,20,414,10,1,88,13,17,90,1,7,3,0,0,0,56,0,9,1,19,3,12,1,0,1,,5
