name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,492,0,0,28,387,11,0,209,9,11,90,0,1,3,0,0,0,58,0,21,4,16,4,6,2,2,1,0,4
Aaron_Lennon_83,483,5,3,50,375,8,0,206,9,12,0,2,5,10,0,0,0,71,1,21,2,19,3,7,2,1,0,4,6
Aaron_Mooy_199,363,1,0,37,235,5,0,206,11,8,0,0,2,4,0,0,0,68,1,21,6,9,5,3,2,1,1,0,2
Aaron_Ramsey_14,542,8,6,29,428,13,0,201,7,14,15,4,3,9,0,0,0,70,0,21,3,19,8,4,1,4,1,0,4
Aaron_Wan-Bissaka_145,473,1,0,25,378,14,0,210,7,9,90,0,0,20,0,0,0,63,0,21,1,27,4,6,2,0,0,1,2
Abdoulaye_Doucouré_390,379,0,0,39,266,2,1,202,15,9,55,2,1,2,0,0,0,71,0,21,9,15,9,6,3,3,0,4,0
Aboubakar_Kamara_189,366,5,4,47,271,5,1,201,12,8,29,4,2,1,0,0,0,71,0,21,4,16,9,4,1,4,0,1,3
Adama_Traoré_500,524,2,2,55,430,5,2,210,9,7,6,1,2,7,1,0,0,68,0,21,2,19,3,5,2,0,1,4,1
Adam_Lallana_250,584,2,1,31,461,10,1,207,7,4,0,1,4,13,0,0,0,62,0,21,2,14,4,2,1,2,0,2,3
Adam_Smith_29,489,5,5,27,369,10,0,202,9,17,0,2,4,18,0,0,0,71,0,21,0,17,7,8,3,3,1,1,9
Ademola_Lookman_170,526,0,0,23,390,6,0,205,5,11,0,1,5,11,0,0,0,94,0,21,3,26,11,7,1,0,1,3,2
Adrien Sebastian_Perruchet Silva_231,366,1,0,56,240,16,2,205,8,7,0,2,2,8,0,0,0,90,0,21,2,18,5,3,1,0,0,1,3
Alexis_Sánchez_295,686,3,2,34,593,10,0,208,9,11,27,0,1,15,0,0,0,58,0,21,3,29,7,6,2,0,0,2,5
Alex_McCarthy_328,295,0,0,75,194,6,0,204,11,3,0,3,3,6,0,0,0,73,0,21,6,18,5,3,0,0,0,2,2
Alex_Smithies_89,290,1,1,26,216,7,3,203,6,5,0,6,2,17,0,0,0,60,0,21,1,9,6,2,3,0,1,1,3
Alfie_Whiteman_538,823,1,1,27,747,9,0,203,6,9,0,2,2,5,0,0,0,57,0,21,3,14,3,6,3,0,0,0,1
Alireza_Jahanbakhsh_476,408,1,0,29,309,7,1,209,11,11,0,4,4,19,0,0,0,61,0,21,4,10,4,2,2,2,0,1,4
Andreas_Christensen_119,747,0,0,26,632,24,1,204,8,13,0,5,3,16,0,0,0,74,0,21,2,21,5,2,0,0,1,1,6
Arijanet_Muric_529,577,1,2,43,466,7,0,207,12,6,0,2,1,12,0,0,0,70,0,21,3,18,9,4,1,2,1,4,2
Ayoze_Pérez_326,348,0,0,25,250,8,1,208,10,13,68,0,4,14,0,0,0,64,0,21,5,17,9,8,2,0,1,1,3
