name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,327,1,1,65,228,9,0,95,5,5,15,1,2,11,0,0,0,67,1,10,7,16,4,6,1,1,0,1,null
Aaron_Lennon_83,326,0,0,33,264,3,0,92,14,3,0,5,1,6,0,0,0,43,0,10,4,9,2,4,4,0,1,4,2
Aaron_Mooy_199,494,0,0,39,399,9,0,100,13,12,90,3,4,18,0,0,0,60,0,10,3,19,13,4,0,3,0,2,1
Aaron_Ramsey_14,557,0,0,47,464,6,0,93,16,3,12,0,0,7,2,0,0,58,0,10,1,22,3,3,2,2,0,2,7
Aaron_Wan-Bissaka_145,400,0,0,24,310,8,0,93,10,11,90,2,1,1,0,0,0,67,0,10,0,25,6,11,2,2,1,1,0
Abdoulaye_Doucouré_390,468,3,1,32,365,10,0,100,9,12,90,3,1,10,0,0,0,61,0,10,7,25,6,6,0,3,1,1,1
Aboubakar_Kamara_189,545,0,0,49,451,6,0,94,16,10,90,1,1,2,1,0,0,57,1,10,2,7,9,9,3,0,1,2,3
Adama_Traoré_500,526,1,1,28,440,12,0,91,8,19,60,1,8,3,0,0,0,70,0,10,0,20,2,8,0,1,0,0,1
Adam_Lallana_250,819,2,1,19,729,9,0,96,6,14,60,0,3,5,0,0,0,55,0,10,0,15,5,6,1,4,1,0,7
Adam_Smith_29,496,3,1,35,422,7,1,94,3,10,90,1,6,9,0,0,0,53,0,10,1,11,3,6,3,0,0,1,2
Ademola_Lookman_170,414,1,1,33,333,11,0,97,12,10,28,0,3,14,1,0,1,57,0,10,8,15,5,7,1,2,0,1,2
Adrien Sebastian_Perruchet Silva_231,552,3,3,20,457,13,0,95,17,15,0,7,7,19,0,0,0,76,0,10,2,22,5,11,1,1,1,1,5
Alexis_Sánchez_295,485,2,3,19,391,3,0,97,15,12,0,7,2,8,1,1,0,60,0,10,5,15,5,3,1,2,1,2,7
Alex_McCarthy_328,405,1,1,42,301,9,0,98,9,20,90,1,6,15,0,0,0,69,0,10,0,16,2,13,0,0,1,0,8
Alex_Smithies_89,205,0,0,64,120,8,0,96,4,1,0,4,0,12,0,0,0,52,0,10,2,13,6,1,1,4,0,0,4
Alfie_Whiteman_538,476,1,1,33,383,6,1,99,13,4,0,4,1,13,0,0,0,55,0,10,4,13,3,3,1,0,1,2,0
Alireza_Jahanbakhsh_476,361,2,1,46,261,13,0,91,11,5,90,0,2,20,0,0,0,72,0,10,7,12,12,5,0,1,1,3,1
Andreas_Christensen_119,799,4,3,30,723,11,1,92,10,18,0,0,2,4,0,0,0,46,0,10,1,10,5,9,4,0,0,2,0
Arijanet_Muric_529,514,3,2,37,429,11,2,99,13,9,0,4,0,17,0,0,0,68,0,10,1,18,5,2,1,0,0,2,4
Ayoze_Pérez_326,414,0,0,65,298,2,0,98,12,5,68,3,2,16,0,0,0,52,0,10,4,13,1,4,0,0,0,,4
