name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,455,2,0,39,375,3,0,69,12,8,0,2,3,14,0,0,0,68,0,7,3,9,8,4,3,1,0,1
Aaron_Lennon_83,286,0,0,85,160,3,0,63,15,3,90,1,2,5,0,0,0,47,0,7,3,9,4,1,2,0,3,0
Aaron_Mooy_199,419,0,0,27,308,6,0,66,17,5,90,1,5,17,1,0,0,68,0,7,4,16,8,3,0,1,2,5
Aaron_Ramsey_14,539,2,2,43,444,4,1,61,11,7,62,1,2,18,0,0,0,53,0,7,4,24,2,6,2,1,2,1
Aaron_Wan-Bissaka_145,532,0,0,29,449,7,1,62,12,8,90,2,3,2,1,0,0,66,0,7,3,12,5,4,1,0,4,1
Abdoulaye_Doucouré_390,297,5,6,38,205,5,0,61,17,9,90,3,7,1,0,0,0,57,0,7,1,10,5,7,0,0,2,4
Aboubakar_Kamara_189,389,2,2,53,314,6,0,65,13,7,0,0,1,8,1,0,0,47,0,7,3,25,6,6,0,0,3,0
Adama_Traoré_500,425,2,0,41,353,13,0,70,11,11,37,0,4,16,0,0,0,65,0,7,6,30,4,6,2,1,3,4
Adam_Lallana_250,616,3,3,29,516,5,0,64,9,10,0,2,5,6,0,0,0,71,0,7,3,13,7,6,1,0,2,3
Adam_Smith_29,425,2,2,37,335,3,0,62,9,8,90,2,8,7,0,0,0,63,0,7,1,20,8,4,2,1,3,3
Ademola_Lookman_170,389,1,1,32,318,7,0,65,13,15,0,6,4,9,0,1,0,63,0,7,0,21,11,6,3,1,0,3
Adrien Sebastian_Perruchet Silva_231,524,0,0,23,415,4,0,68,5,7,0,0,2,15,0,0,0,62,0,7,1,24,13,4,2,0,0,3
Alexis_Sánchez_295,458,1,1,26,392,7,0,69,12,7,0,4,3,19,0,0,0,59,0,7,1,25,6,1,1,0,1,3
Alex_McCarthy_328,444,0,0,32,364,8,1,70,7,11,90,2,0,20,0,0,0,65,0,7,4,20,10,4,0,0,1,6
Alex_Smithies_89,317,0,1,33,198,4,0,63,11,13,0,2,5,4,0,0,0,50,0,7,0,12,8,8,1,1,1,3
Alfie_Whiteman_538,388,1,1,56,282,5,0,66,16,6,0,1,4,10,0,0,0,81,0,7,5,26,6,4,2,0,2,4
Alireza_Jahanbakhsh_476,210,0,0,52,137,1,0,67,10,4,12,2,2,13,0,0,0,50,0,7,6,15,6,1,0,0,3,1
Andreas_Christensen_119,559,3,3,38,465,3,0,64,7,8,0,2,2,12,0,0,0,64,0,7,3,15,8,4,1,1,0,3
Arijanet_Muric_529,850,2,0,21,788,10,0,67,4,24,0,0,6,3,0,0,0,54,0,7,1,15,3,13,2,1,0,6
Ayoze_Pérez_326,374,1,1,43,272,4,0,68,11,4,68,1,1,11,1,0,0,59,0,7,3,22,18,4,0,1,0,1
