name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell_402,453,1,1,23,340,9,402,0,192,11,346705,7,90,1,4,0,0,0,54,0,20,3,21,2,2,0,2,294777,4
Aaron_Lennon_83,337,5,4,50,247,5,83,0,192,15,285287,14,0,4,19,0,0,0,60,0,20,4,15,8,9,0,2,36614,1
Aaron_Mooy_199,526,0,0,33,415,3,199,0,194,10,298128,5,0,2,9,1,0,1,57,0,20,4,9,4,1,0,1,73148,1
Aaron_Ramsey_14,551,1,0,28,464,8,14,0,196,13,316272,7,90,5,12,2,0,0,69,0,20,5,17,7,3,1,5,114441,2
Aaron_Wan-Bissaka_145,394,0,0,45,306,7,145,0,193,11,286997,4,90,3,6,0,0,0,66,0,20,3,12,4,2,1,0,188838,0
Abdoulaye_Doucouré_390,569,2,1,37,485,15,390,0,200,17,334843,7,36,1,15,0,0,0,61,0,20,1,20,3,2,1,1,381259,1
Aboubakar_Kamara_189,393,1,2,41,293,5,189,0,194,12,279157,13,45,3,10,0,1,0,59,0,20,5,8,8,7,0,1,167722,3
Adama_Traoré_500,416,2,0,27,330,16,500,0,199,7,303710,10,58,4,17,0,0,0,71,0,20,2,18,7,4,3,1,134439,2
Adam_Lallana_250,510,2,1,27,424,14,250,2,196,8,288559,9,12,2,1,0,0,0,65,0,20,1,17,9,3,1,5,411041,1
Adam_Smith_29,358,1,0,25,286,6,29,0,197,7,251171,6,0,0,14,0,0,0,47,0,20,4,12,5,2,1,4,119601,0
Ademola_Lookman_170,426,0,0,32,312,8,170,1,191,11,362257,8,0,1,3,0,0,0,59,0,20,2,23,1,6,0,1,548400,2
Adrien Sebastian_Perruchet Silva_231,448,1,2,40,341,7,231,2,195,14,309612,11,0,0,5,0,1,0,52,0,20,2,13,4,3,1,0,370086,0
Alexis_Sánchez_295,683,5,2,29,619,8,295,0,197,10,299923,10,0,6,2,0,0,0,50,1,20,2,8,8,0,1,4,817311,2
Alex_McCarthy_328,235,1,1,50,157,4,328,1,198,11,333865,4,90,0,13,0,0,0,49,1,20,4,12,11,1,3,1,110199,2
Alex_Smithies_89,274,0,0,56,185,4,89,0,195,16,295357,6,0,1,11,1,0,1,58,0,20,7,19,7,3,1,0,87441,2
Alfie_Whiteman_538,665,0,0,25,587,7,538,0,199,7,313094,8,0,0,20,0,0,0,62,0,20,1,19,4,4,3,1,768729,3
Alireza_Jahanbakhsh_476,349,1,1,47,245,5,476,1,191,10,295747,5,0,2,8,0,0,0,61,0,20,4,17,4,3,0,1,52292,0
Andreas_Christensen_119,780,1,0,35,690,7,119,0,193,8,295896,9,0,3,7,0,0,0,71,0,20,0,14,2,4,1,0,293831,1
Arijanet_Muric_529,783,6,4,26,698,14,529,0,198,10,256135,13,0,2,16,0,0,0,54,0,20,3,26,8,4,3,1,184052,3
Ayoze_Pérez_326,322,1,0,58,231,7,326,0,200,16,312105,8,90,4,18,0,0,0,70,0,20,4,6,17,4,1,1,28169,
