name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,350,0,0,42,252,8,1,359,8,12,0,3,2,17,0,0,0,69,0,36,4,19,5,5,1,0,2,7
Burnley,264,0,1,55,157,6,0,352,5,2,0,2,1,13,0,0,0,48,0,36,5,12,2,2,0,1,1,0
Huddersfield Town,308,0,0,36,213,4,0,356,14,4,0,4,0,12,0,0,0,48,0,36,2,18,9,2,0,0,0,1
Arsenal,293,1,1,39,189,7,0,355,13,6,0,3,2,11,0,0,0,69,1,36,9,20,4,3,0,0,1,1
Crystal Palace,310,0,0,60,201,13,1,353,9,4,90,4,0,8,0,0,0,70,0,36,3,20,10,5,0,1,2,0
Watford,495,1,1,51,410,12,0,360,10,8,90,3,4,20,0,0,0,56,0,36,1,22,9,5,1,1,3,1
Fulham,623,0,1,31,542,13,0,354,10,7,0,1,1,5,0,0,0,59,0,36,8,28,3,5,1,1,0,2
Wolves,388,3,2,45,291,12,0,360,11,7,0,5,4,18,0,0,0,67,0,36,0,17,9,3,2,0,2,3
Liverpool,726,6,3,22,639,10,0,356,5,18,0,2,2,10,0,0,0,58,0,36,1,23,7,12,5,1,0,7
AFC Bournemouth,459,3,1,45,355,4,2,358,9,7,0,0,3,16,0,0,0,57,0,36,4,25,1,4,3,0,1,5
Everton,543,0,0,35,433,3,0,353,15,13,6,0,3,7,0,0,0,74,0,36,0,22,4,8,0,0,0,3
Leicester City,611,6,4,32,514,12,0,355,13,19,0,2,3,1,0,0,0,72,0,36,1,16,8,6,3,1,3,12
Manchester United,465,2,1,25,391,9,0,357,9,4,25,5,0,6,0,0,0,47,0,36,2,18,6,2,1,1,3,4
Southampton,350,2,4,35,257,10,1,358,8,13,0,0,4,2,0,0,0,64,0,36,2,20,10,9,3,1,2,7
Cardiff City,222,1,2,41,147,13,0,354,8,12,0,3,3,9,0,0,0,61,0,36,1,23,11,2,0,0,0,8
Tottenham,612,3,3,38,502,20,0,359,3,11,0,5,0,19,0,0,0,74,0,36,6,22,10,4,0,1,0,4
Brighton,455,2,1,35,374,7,0,351,7,7,0,3,8,15,0,0,0,60,0,36,0,22,2,5,1,1,2,2
Chelsea,417,1,1,36,359,11,0,357,14,11,25,5,3,14,0,0,0,61,0,36,3,15,7,7,1,0,2,3
Newcastle United,488,0,0,37,397,9,0,351,10,8,0,0,0,3,0,0,0,57,0,36,1,12,9,3,1,0,3,1
Manchester City,608,1,1,33,525,10,0,352,7,19,0,3,4,4,0,0,0,61,0,36,0,16,6,4,1,0,1,6
