name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,360,7,4,50,250,7,0,139,10,8,55,3,2,15,0,0,0,74,0,14,4,14,8,3,3,0,3,1
Aaron_Lennon_83,356,0,0,55,268,3,1,134,10,3,45,2,3,7,0,0,0,57,0,14,7,8,5,2,0,0,1,0
Aaron_Mooy_199,267,0,0,37,181,2,0,135,10,3,62,1,0,3,0,0,0,51,1,14,4,14,1,3,1,1,0,1
Aaron_Ramsey_14,476,1,0,32,403,4,1,131,15,16,45,5,6,17,1,0,0,66,0,14,4,23,10,11,4,1,3,2
Aaron_Wan-Bissaka_145,519,1,1,30,418,14,0,134,9,23,90,1,2,4,0,0,0,71,0,14,0,18,3,11,2,1,1,7
Abdoulaye_Doucouré_390,498,3,3,26,410,4,1,136,6,6,90,1,3,11,1,0,0,57,1,14,1,27,4,6,0,0,1,0
Aboubakar_Kamara_189,359,0,0,35,261,9,3,133,17,8,45,1,2,6,0,0,0,61,0,14,7,18,5,4,0,0,1,4
Adama_Traoré_500,341,0,0,66,236,5,0,132,12,11,72,0,2,5,0,0,0,65,0,14,0,26,8,9,1,0,2,3
Adam_Lallana_250,525,3,4,25,418,8,0,137,12,11,0,1,4,8,0,0,0,61,0,14,3,16,2,10,1,1,3,2
Adam_Smith_29,287,1,1,53,211,7,0,138,3,4,0,3,1,13,0,0,0,41,0,14,3,14,5,2,1,0,0,0
Ademola_Lookman_170,390,2,2,54,282,4,1,137,7,5,27,3,3,12,0,0,0,61,0,14,2,21,9,4,0,0,2,3
Adrien Sebastian_Perruchet Silva_231,304,1,1,67,210,11,0,136,7,4,0,1,1,18,0,0,0,53,0,14,0,15,10,3,2,1,2,1
Alexis_Sánchez_295,520,1,0,28,436,10,0,140,13,10,0,2,4,16,0,0,0,52,0,14,4,21,10,4,2,0,4,3
Alex_McCarthy_328,358,0,0,40,278,9,1,140,12,8,90,0,3,14,0,0,0,57,0,14,3,24,10,6,2,1,4,4
Alex_Smithies_89,311,1,0,34,190,7,0,132,3,7,0,2,6,20,0,0,0,65,0,14,3,21,8,8,2,1,1,0
Alfie_Whiteman_538,329,0,0,31,236,7,1,131,17,6,0,2,1,1,1,0,0,65,1,14,2,25,5,3,2,0,3,4
Alireza_Jahanbakhsh_476,567,2,0,43,478,8,1,135,12,11,0,4,4,10,0,0,0,63,0,14,1,12,5,3,2,0,2,4
Andreas_Christensen_119,726,2,1,29,647,8,0,133,8,8,0,0,1,9,0,0,0,52,0,14,4,23,9,1,2,1,2,7
Arijanet_Muric_529,786,2,1,33,712,11,0,138,9,12,0,2,3,2,0,0,0,43,0,14,0,6,10,4,3,1,0,3
Ayoze_Pérez_326,491,1,1,25,405,8,0,139,10,14,77,3,4,19,0,0,0,78,0,14,1,25,6,7,0,1,3,4
