name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,520,2,1,34,417,12,1,337,5,13,0,3,4,14,2,0,0,77,0,34,2,21,10,6,1,0,1,4
Aaron_Lennon_83,284,3,3,33,175,11,0,332,7,10,0,3,4,5,0,0,0,54,0,34,2,9,8,6,2,1,2,8
Aaron_Mooy_199,306,2,2,40,223,11,0,339,12,5,8,0,2,17,0,0,0,56,0,34,1,15,5,5,0,0,2,1
Aaron_Ramsey_14,662,2,2,41,575,3,0,340,8,16,67,4,5,18,0,0,0,63,0,34,2,13,4,6,1,0,0,6
Aaron_Wan-Bissaka_145,273,0,0,56,195,10,0,333,5,4,90,1,2,13,0,0,0,57,0,34,4,22,16,2,1,1,0,3
Abdoulaye_Doucouré_390,328,1,1,36,234,6,0,340,12,6,90,2,1,1,0,0,0,57,1,34,5,11,3,3,0,1,2,2
Aboubakar_Kamara_189,343,3,1,34,250,11,0,334,8,11,0,1,2,8,0,0,0,67,0,34,1,27,8,7,2,1,2,5
Adama_Traoré_500,628,0,0,35,504,13,1,338,8,8,30,2,2,16,0,0,0,60,0,34,3,21,11,8,1,0,3,2
Adam_Lallana_250,646,1,0,28,557,8,0,336,5,13,0,2,3,6,0,0,0,69,0,34,3,30,8,3,2,1,0,7
Adam_Smith_29,487,3,1,39,386,7,0,331,6,12,90,0,3,3,0,0,0,71,0,34,1,17,3,4,5,0,4,7
Ademola_Lookman_170,496,2,2,21,375,7,0,334,10,7,16,1,5,9,0,0,0,68,0,34,3,21,12,6,0,0,1,1
Adrien Sebastian_Perruchet Silva_231,770,1,1,26,649,8,1,335,6,11,0,3,7,15,0,0,0,79,0,34,4,22,3,6,0,1,2,5
Alexis_Sánchez_295,374,1,1,42,289,6,1,337,14,8,0,3,2,19,0,0,0,75,0,34,3,17,8,5,2,1,1,4
Alex_McCarthy_328,279,6,4,56,179,9,0,338,13,8,0,0,0,20,0,0,0,63,0,34,1,15,8,6,3,1,1,6
Alex_Smithies_89,344,1,1,42,233,5,0,332,10,10,0,0,0,4,0,0,0,59,0,34,6,15,5,7,0,0,4,2
Alex_Smithies_89,303,1,0,59,184,10,0,302,13,9,0,0,0,3,0,0,0,66,0,34,2,18,16,3,2,0,1,3
Alfie_Whiteman_538,737,2,1,17,643,13,0,339,10,17,0,1,7,10,0,0,0,61,0,34,1,15,6,8,4,1,2,5
Alireza_Jahanbakhsh_476,467,0,0,17,369,5,1,331,10,5,0,1,3,2,0,0,0,65,1,34,2,23,10,3,0,1,2,1
Alireza_Jahanbakhsh_476,524,0,0,21,404,11,0,302,11,11,68,2,2,5,0,0,0,72,0,34,1,30,4,8,0,1,0,2
Andreas_Christensen_119,400,2,2,46,323,15,1,336,9,5,50,2,1,12,0,0,0,70,0,34,5,21,2,2,0,0,1,3
Antonio_Barreca_588,304,0,1,57,196,11,0,335,10,7,0,4,3,11,0,0,0,77,0,34,5,13,8,5,1,0,3,5
Arijanet_Muric_529,723,4,1,27,652,15,0,333,11,15,0,2,2,7,0,0,0,60,0,34,2,23,3,7,3,0,0,7
