name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,401,0,0,34,312,7,0,322,7,6,90,1,2,6,0,0,0,57,0,33,5,14,6,3,0,2,0,1,2
Aaron_Lennon_83,284,2,0,26,198,5,0,321,16,8,0,5,3,2,0,0,0,59,0,33,2,7,4,5,3,1,0,3,0
Aaron_Mooy_199,372,1,1,26,282,4,0,324,13,6,90,2,2,11,1,0,0,53,0,33,6,16,6,3,4,1,1,3,3
Aaron_Ramsey_14,513,0,0,40,411,13,2,323,9,5,45,2,3,8,0,0,0,61,0,33,5,18,9,3,0,1,0,4,2
Aaron_Wan-Bissaka_145,391,0,0,49,299,4,1,326,13,2,90,4,3,15,0,0,0,44,0,33,5,19,8,2,1,0,0,2,0
Adam_Lallana_250,566,2,1,31,467,6,1,327,7,12,0,3,6,16,0,0,0,57,0,33,0,15,6,7,3,1,0,4,2
Adam_Smith_29,441,2,2,44,343,9,0,321,12,7,90,2,8,4,0,0,0,55,0,33,0,10,3,5,3,1,1,2,2
Ademola_Lookman_170,383,1,3,34,300,7,1,323,8,14,2,3,3,1,0,0,0,70,0,33,2,20,6,9,0,1,1,1,5
Adrien Sebastian_Perruchet Silva_231,464,3,3,32,383,12,1,324,11,12,0,3,2,10,1,0,0,54,0,33,3,17,9,7,4,1,0,0,6
Alex_McCarthy_328,271,2,1,48,175,5,0,327,8,8,0,3,3,12,0,0,0,62,0,33,2,11,6,6,3,1,1,2,0
Andreas_Christensen_119,486,3,2,25,411,19,0,322,8,14,0,3,1,19,0,0,0,62,0,33,2,19,7,6,0,2,1,2,5
Antonio_Barreca_588,437,0,0,26,362,6,0,326,12,13,0,2,6,7,1,0,0,47,0,33,0,16,8,9,1,0,1,1,5
