name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,390,1,0,56,292,7,0,163,10,6,0,2,3,9,0,0,0,67,0,17,4,16,12,2,2,0,1,1
Aaron_Lennon_83,263,1,1,51,164,2,0,168,8,4,90,1,2,17,0,0,0,54,0,17,2,7,4,2,0,0,2,0
Aaron_Mooy_199,622,0,0,28,503,10,1,164,5,13,0,2,9,15,0,0,0,72,0,17,4,17,4,7,0,1,1,5
Aaron_Ramsey_14,628,2,1,30,543,4,0,167,10,12,0,2,3,16,0,0,0,61,0,17,4,20,5,4,2,0,1,2
Aaron_Wan-Bissaka_145,385,0,0,47,283,9,0,162,10,6,90,6,2,11,0,0,0,75,0,17,2,26,12,5,1,1,2,0
Abdoulaye_Doucouré_390,663,2,1,23,548,15,1,169,7,12,90,2,1,5,0,0,0,69,0,17,1,17,4,6,3,1,0,5
Aboubakar_Kamara_189,496,3,3,25,396,14,0,163,14,11,90,6,4,19,0,0,0,76,0,17,1,22,9,9,0,1,2,4
Adama_Traoré_500,390,3,1,46,281,2,0,170,15,7,0,4,0,2,0,0,0,78,0,17,3,8,10,3,2,1,1,1
Adam_Lallana_250,562,1,1,12,457,13,0,165,6,20,0,2,3,14,0,0,0,66,0,17,2,26,6,11,3,1,0,8
Adam_Smith_29,633,0,0,32,535,11,0,170,7,10,0,0,4,20,0,0,0,73,0,17,1,21,1,5,0,0,2,3
Ademola_Lookman_170,335,3,2,39,259,12,0,166,9,8,33,2,4,13,0,0,0,64,0,17,3,14,4,5,1,0,2,1
Adrien Sebastian_Perruchet Silva_231,497,1,1,23,388,8,0,162,8,7,0,3,2,7,0,0,0,72,0,17,0,25,5,7,0,0,1,2
Alexis_Sánchez_295,323,0,0,77,211,8,0,165,14,5,0,3,0,12,0,0,0,65,0,17,8,12,7,3,1,0,2,2
Alex_McCarthy_328,317,2,0,42,237,4,0,167,12,11,90,2,4,1,0,0,0,62,0,17,2,16,8,1,3,1,3,4
Alex_Smithies_89,255,0,0,41,158,3,0,169,5,6,0,1,3,18,0,0,0,65,0,17,5,13,7,4,2,0,0,1
Alfie_Whiteman_538,626,3,2,18,532,6,1,168,7,12,0,2,5,4,0,0,0,67,0,17,0,23,2,6,1,1,0,2
Alireza_Jahanbakhsh_476,456,0,0,34,368,5,0,161,14,4,0,5,4,6,0,0,0,61,0,17,1,15,4,3,1,1,2,1
Andreas_Christensen_119,650,3,1,25,571,10,1,161,6,9,0,4,0,3,0,0,0,59,0,17,1,26,6,4,2,0,2,1
Arijanet_Muric_529,704,3,0,22,612,4,2,166,7,11,0,3,2,8,0,0,0,63,0,17,1,11,7,4,3,1,1,3
Ayoze_Pérez_326,230,2,1,82,129,4,0,164,13,5,90,1,0,10,0,0,0,71,0,17,5,18,3,2,1,0,1,4
