name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,605,1,0,28,512,7,0,309,7,10,90,1,4,10,0,0,0,57,0,31,2,18,5,5,4,1,0,1
Aaron_Lennon_83,472,1,1,21,379,3,0,303,9,8,0,4,3,11,0,0,0,66,0,31,2,12,7,7,1,1,1,1
Aaron_Mooy_199,327,4,3,39,233,8,1,309,15,9,90,1,1,19,1,0,0,54,0,31,1,16,6,6,3,0,2,2
Aboubakar_Kamara_189,364,0,0,33,275,10,0,305,11,5,0,4,1,12,1,0,0,59,0,31,4,18,3,2,1,1,2,1
Adam_Lallana_250,596,2,1,14,503,8,0,305,7,11,71,1,4,9,0,0,0,66,0,31,1,22,9,7,2,0,1,4
Adam_Smith_29,401,1,2,34,295,9,0,301,9,6,0,0,2,15,0,0,0,63,0,31,3,22,8,7,2,1,3,0
Ademola_Lookman_170,312,0,1,49,228,5,0,304,17,9,0,1,2,6,0,1,0,67,0,31,5,23,3,4,2,1,1,6
Adrien Sebastian_Perruchet Silva_231,293,0,0,50,194,4,1,303,10,6,0,1,2,4,0,0,0,57,1,31,1,12,5,0,2,0,1,2
Andreas_Christensen_119,665,1,1,22,560,13,1,304,9,14,0,3,3,8,1,0,1,64,0,31,6,12,5,4,0,0,2,5
Antonio_Barreca_588,420,0,1,33,325,6,1,301,12,8,0,1,4,2,1,0,0,58,0,31,0,9,7,4,2,0,2,3
