name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell_402,445,1,1,28,355,13,0,40,10,9,90,1,2,20,0,0,0,69,0,4,5,23,11,5,0,1,2,3
Aaron_Lennon_83,434,2,2,41,349,4,0,32,7,8,90,1,6,14,1,0,1,55,0,4,7,6,8,6,0,1,2,2
Aaron_Mooy_199,334,0,0,40,253,7,0,36,14,5,90,0,4,8,0,0,0,58,0,4,0,14,16,1,1,0,3,5
Aaron_Ramsey_14,635,0,1,33,535,6,2,33,14,13,90,1,2,5,0,0,0,49,0,4,1,14,8,4,3,0,4,8
Aaron_Wan-Bissaka_145,434,1,1,45,338,7,0,35,11,18,90,0,7,16,1,0,1,56,0,4,5,18,7,7,0,1,1,6
Abdoulaye_Doucouré_390,290,0,0,67,188,8,1,39,9,6,90,2,4,17,0,0,0,76,0,4,2,20,10,3,2,1,2,1
Aboubakar_Kamara_189,548,2,1,38,467,17,0,31,14,7,0,4,1,3,2,0,1,58,0,4,3,19,9,3,2,0,3,3
Adama_Traoré_500,496,2,3,32,415,13,1,40,11,12,28,0,2,19,0,0,0,78,0,4,3,20,11,7,1,0,1,5
Adam_Lallana_250,474,1,2,35,374,9,0,37,12,8,0,2,1,11,0,0,0,65,0,4,4,24,8,4,2,0,2,2
Adam_Smith_29,251,2,2,58,175,2,0,34,7,5,79,1,2,6,0,0,0,51,0,4,4,14,4,6,0,0,2,1
Ademola_Lookman_170,463,1,0,44,386,3,0,36,13,9,33,1,3,10,0,0,0,59,0,4,5,30,9,8,1,1,3,0
Adrien Sebastian_Perruchet Silva_231,496,2,1,33,400,11,0,37,9,10,0,3,4,12,0,0,0,56,0,4,2,19,13,3,1,1,3,4
Alexis_Sánchez_295,514,2,3,39,439,6,0,32,13,16,60,1,5,4,0,1,0,56,1,4,2,15,1,6,2,0,3,7
Alex_McCarthy_328,424,3,4,52,327,8,0,35,12,13,90,1,8,7,0,1,0,65,0,4,6,15,1,6,2,0,1,5
Alex_Smithies_89,233,0,0,49,155,2,1,33,12,8,0,3,3,1,0,0,0,57,0,4,8,11,5,10,2,1,3,1
Alireza_Jahanbakhsh_476,364,2,2,30,283,9,0,31,12,9,16,2,6,9,0,1,0,54,0,4,3,14,11,7,2,1,3,3
Andreas_Christensen_119,704,0,0,31,615,11,0,34,10,19,0,2,1,2,0,0,0,58,0,4,1,14,5,6,2,1,2,4
Arijanet_Muric_529,767,3,3,15,688,9,0,38,5,15,0,2,4,15,0,0,0,50,0,4,1,20,5,9,2,1,0,6
Ayoze_Pérez_326,218,1,0,64,137,8,0,38,13,2,90,1,0,13,0,0,0,49,0,4,6,10,9,1,1,0,0,1
Bamidele_Alli_365,532,1,1,29,421,10,0,39,8,8,90,2,5,18,0,0,0,68,0,4,1,16,8,7,1,0,1,2
