name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,519,1,0,46,419,23,0,369,2,11,0,3,0,16,0,0,0,76,0,37,1,15,6,6,3,1,6,Southampton,382,0,0,36,292,9,0,11,9,1,1,0,0,0,60,0,3,18,11,4,0,1,1
Huddersfield Town,332,1,0,35,235,5,0,366,10,6,90,2,0,14,0,0,0,58,0,37,6,17,5,2,1,1,3,Manchester United,605,2,2,27,512,10,1,10,17,1,3,0,0,0,60,0,2,18,15,9,1,1,7
Arsenal,563,0,1,28,488,14,1,361,9,12,0,2,3,3,1,0,0,47,0,37,4,23,6,5,1,5,7,Brighton,235,1,2,53,172,7,0,14,8,4,2,1,0,0,48,0,6,11,9,4,1,2,5
Wolves,377,3,2,23,285,6,1,370,10,13,0,1,5,9,0,0,0,53,0,37,2,13,9,9,1,1,6,Fulham,602,1,1,49,519,16,1,15,4,0,2,0,0,0,52,0,5,17,2,3,0,3,2
AFC Bournemouth,437,4,3,31,366,5,0,362,11,17,90,1,10,17,0,0,0,61,0,37,5,15,4,7,1,1,6,Tottenham,407,1,1,33,321,10,0,12,8,3,2,0,0,0,53,2,5,15,8,3,0,5,5
Everton,552,0,1,38,463,10,0,365,8,11,17,1,3,4,0,0,0,67,0,37,1,17,12,9,2,0,7,Burnley,369,2,2,53,271,7,1,9,5,2,3,0,0,0,69,0,5,20,2,4,0,2,1
Cardiff City,275,2,2,40,172,7,0,363,14,16,0,1,5,7,0,0,0,65,0,37,4,16,9,6,2,0,8,Crystal Palace,445,0,0,45,335,15,0,11,15,2,4,0,0,0,72,0,6,22,7,7,3,0,7
Chelsea,540,5,4,38,457,15,0,364,6,17,90,1,3,18,0,0,0,66,0,37,3,14,7,6,3,0,9,Watford,383,1,1,25,287,10,0,12,11,3,4,0,0,0,63,0,6,25,7,9,0,1,3
Newcastle United,295,0,0,39,205,5,0,368,10,9,0,4,4,12,0,0,0,65,0,37,1,12,7,3,2,1,6,Liverpool,681,2,1,31,568,5,0,4,11,2,4,0,0,0,69,0,4,11,2,6,3,1,4
Manchester City,639,1,1,24,552,7,0,367,12,10,0,2,1,11,0,0,0,62,0,37,2,22,4,10,1,3,5,Leicester City,419,1,1,57,336,11,0,5,4,0,0,0,0,0,50,0,4,14,0,2,0,2,2
