name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,377,0,0,31,307,7,0,89,8,12,90,3,7,17,0,0,0,55,0,9,1,13,9,7,0,3,4,Tottenham,505,2,1,33,438,13,1,10,8,2,1,0,0,0,60,0,4,32,4,4,1,0,2
Huddersfield Town,517,0,0,36,413,5,0,86,9,8,90,3,6,12,0,0,0,72,0,9,1,13,12,6,0,0,1,Liverpool,583,0,0,48,472,10,1,6,9,2,2,0,0,0,68,0,1,22,5,4,1,2,2
Arsenal,702,3,1,25,600,11,0,81,10,10,10,2,0,11,0,0,0,70,0,9,2,14,9,11,3,2,6,Leicester City,309,2,2,39,228,10,2,10,6,1,1,0,0,0,62,0,3,20,2,3,1,2,3
Wolves,421,0,0,29,327,4,0,90,23,8,18,2,8,18,0,0,0,58,0,9,1,15,8,6,0,3,1,Watford,549,2,1,40,461,10,0,13,7,1,0,0,0,0,45,0,1,22,10,2,2,1,3
AFC Bournemouth,462,2,2,35,354,5,1,82,10,8,90,1,2,16,0,0,0,63,0,9,4,18,5,6,0,1,2,Southampton,342,3,3,45,247,3,0,14,6,4,3,0,0,0,65,0,2,8,9,2,0,2,4
Everton,514,3,1,29,431,8,0,85,13,16,8,1,3,7,1,0,1,78,0,9,4,23,6,9,2,2,4,Crystal Palace,352,0,1,39,255,6,0,17,4,0,0,0,1,0,65,0,2,19,13,4,0,1,4
Cardiff City,309,1,0,37,198,9,0,83,15,18,0,0,11,9,0,0,0,68,0,9,2,17,8,10,4,3,5,Fulham,475,2,2,44,364,4,1,16,7,0,2,0,0,0,59,0,1,13,7,3,2,3,4
Chelsea,611,3,3,31,542,5,0,84,9,18,0,2,4,14,0,0,0,69,0,9,2,20,6,8,2,2,6,Manchester United,369,1,1,48,281,9,0,17,4,1,1,0,0,0,64,0,4,12,12,3,2,5,4
Manchester City,680,7,5,17,598,5,0,87,11,20,0,0,6,4,0,0,0,54,0,9,0,12,5,6,5,2,10,Burnley,305,0,0,37,228,1,0,5,3,0,2,0,0,0,42,0,5,12,4,4,0,2,0
Newcastle United,504,1,2,20,414,10,1,88,13,17,90,1,7,3,0,0,0,56,0,9,1,19,3,12,0,0,6,Brighton,247,1,1,65,151,8,2,17,6,1,3,0,0,0,47,0,6,17,10,4,1,2,2
