name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,418,0,0,37,327,7,0,320,7,2,90,2,3,8,0,0,0,65,0,32,7,23,9,2,0,1,1,Everton,434,4,3,40,343,11,0,14,15,3,0,0,0,0,68,0,1,22,15,4,2,1,9
Burnley,321,1,1,37,205,6,0,313,12,3,0,1,2,20,0,0,0,53,0,32,1,16,7,3,2,1,2,Wolves,536,0,0,17,416,15,0,10,5,2,6,0,0,0,51,0,0,14,6,3,0,1,1
Arsenal,700,2,1,24,600,4,0,311,11,6,66,2,3,15,0,0,0,80,0,32,1,19,7,1,2,2,3,Newcastle United,286,0,0,45,185,4,0,10,2,2,1,0,0,0,71,0,1,12,6,2,0,0,1
Crystal Palace,424,5,4,32,327,11,2,315,10,13,90,6,2,10,0,0,0,66,0,32,5,14,5,6,2,0,6,Huddersfield Town,449,0,1,42,341,10,0,7,10,3,5,1,0,0,60,0,4,14,9,7,0,0,5
Watford,459,2,0,34,377,12,0,329,12,12,90,2,2,9,0,0,0,64,0,32,6,20,9,1,4,3,7,Fulham,533,2,2,39,461,14,0,5,15,0,4,0,0,0,62,0,3,22,4,3,1,2,7
Fulham,358,1,1,41,282,8,0,316,4,4,0,4,4,13,0,0,0,52,0,32,5,15,5,3,0,2,0,Manchester City,677,2,2,21,613,9,0,12,22,1,0,0,0,0,51,0,0,20,6,8,2,0,7
Wolves,512,3,2,45,418,9,0,330,5,8,0,4,2,14,0,0,0,58,0,32,3,15,4,5,2,1,4,Manchester United,517,3,3,17,419,8,1,11,13,5,3,0,0,0,53,1,2,17,9,7,1,2,4
Liverpool,443,1,0,30,356,4,1,318,5,12,0,2,4,17,0,0,0,63,0,32,1,14,6,8,2,0,4,Tottenham,485,1,0,34,391,7,0,8,9,2,0,0,0,0,53,0,2,17,9,7,1,1,2
Leicester City,607,2,1,32,512,12,0,317,6,14,0,3,3,2,0,0,0,66,0,32,2,15,8,9,2,0,4,AFC Bournemouth,420,1,1,43,331,7,1,12,5,1,1,0,0,0,58,0,2,15,4,4,0,2,2
Manchester United,430,2,3,52,340,8,3,319,14,6,0,4,0,18,0,0,0,59,0,32,7,13,5,1,2,1,5,Watford,397,1,0,28,322,9,1,9,14,3,0,0,0,0,60,0,3,18,9,6,1,2,8
Cardiff City,238,0,0,46,132,8,0,314,8,6,0,2,2,6,0,0,0,63,0,32,1,9,4,4,1,2,3,Chelsea,592,3,1,31,494,15,0,14,18,1,2,0,0,0,65,0,2,28,6,9,2,3,3
Tottenham,685,2,2,16,594,16,0,307,8,17,0,0,4,7,0,0,0,70,0,32,1,17,6,9,2,1,10,Crystal Palace,362,1,1,53,278,8,0,5,4,4,0,0,0,0,69,0,8,15,2,4,0,0,1
Brighton,525,0,0,32,390,14,0,312,8,11,61,6,4,16,0,0,0,60,0,32,1,9,6,9,0,1,1,Southampton,347,1,0,45,219,6,0,10,7,0,2,0,0,0,58,0,1,19,1,4,1,2,2
Chelsea,751,4,3,14,685,10,0,265,5,14,90,0,5,3,0,0,0,59,0,32,1,18,5,8,3,0,4,Brighton,349,1,1,48,277,6,1,9,3,2,2,0,0,0,55,0,1,22,12,2,0,0,1
Manchester City,676,4,4,16,618,13,0,325,3,22,0,1,3,5,0,0,0,48,0,32,1,14,8,14,2,0,11,Cardiff City,187,0,0,41,123,9,1,7,3,1,0,0,0,0,40,0,9,11,9,2,0,3,1
