name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Burnley,343,0,1,40,265,6,0,372,11,12,0,4,4,1,0,0,0,61,0,38,3,11,5,6,1,5,4,Arsenal,533,3,2,37,461,4,0,3,13,0,3,0,0,0,57,0,3,15,5,4,3,1,6
Crystal Palace,428,3,1,39,341,3,0,373,11,14,90,4,0,2,0,0,0,57,0,38,5,19,6,7,5,3,9,AFC Bournemouth,514,3,2,40,425,11,0,8,15,1,2,0,0,0,60,0,4,16,8,6,3,0,8
Watford,418,1,1,17,338,5,0,380,10,10,90,4,2,19,1,0,0,60,1,38,5,15,4,2,1,1,8,West Ham United,459,2,2,51,400,22,1,10,9,1,1,0,0,0,63,0,7,18,4,5,4,0,9
Fulham,764,0,0,20,690,9,0,374,6,9,0,1,3,15,0,0,0,59,0,38,2,15,6,8,0,1,2,Newcastle United,359,2,1,55,282,4,0,8,9,1,1,0,0,0,62,0,2,12,4,6,4,0,6
Liverpool,601,2,1,27,508,7,0,376,3,7,0,3,3,20,0,0,0,74,0,38,2,13,8,5,2,0,5,Wolves,422,2,2,36,323,2,2,11,7,1,0,0,0,0,74,0,3,18,6,4,0,2,2
Leicester City,470,0,0,37,407,17,1,375,9,6,0,1,1,6,0,0,0,60,0,38,4,12,8,4,0,0,3,Chelsea,535,1,1,29,464,13,0,8,13,2,2,0,0,0,63,0,3,16,6,7,0,1,4
Manchester United,618,3,3,29,526,12,0,377,9,22,0,3,1,5,1,0,0,66,0,38,2,16,8,10,0,3,10,Cardiff City,225,1,0,38,131,7,0,6,8,0,0,0,0,0,65,0,10,16,7,6,2,3,4
Southampton,452,1,1,24,330,13,0,378,8,8,0,1,2,10,0,0,0,60,0,38,2,25,6,3,1,0,3,Huddersfield Town,390,1,1,37,252,4,0,6,6,2,2,0,0,0,63,0,2,13,7,4,1,1,3
Tottenham,540,0,0,31,449,7,0,379,10,7,0,2,0,8,0,0,0,62,0,38,7,19,8,5,2,0,3,Everton,436,1,2,31,357,4,0,13,12,1,5,0,0,0,62,0,1,21,7,4,2,2,9
Brighton,245,1,0,55,176,4,1,371,12,4,66,1,2,13,0,0,0,54,0,38,5,15,3,3,1,0,2,Manchester City,792,2,1,18,734,11,0,8,15,1,1,0,0,0,57,0,1,17,8,3,4,0,9
