name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,454,0,0,22,357,12,0,295,14,5,90,1,3,2,0,0,0,68,0,30,2,18,5,3,0,3,1,AFC Bournemouth,375,4,3,50,261,11,0,9,8,0,1,0,0,0,67,0,1,19,10,3,2,1,4
Arsenal,394,0,0,29,298,4,0,291,12,11,90,5,2,14,0,0,0,59,0,30,4,21,3,7,2,2,2,Manchester United,464,4,5,29,377,7,1,18,11,1,3,1,0,0,49,0,0,18,6,7,0,2,4
Crystal Palace,579,0,0,18,475,10,0,294,8,10,90,1,2,3,0,0,0,73,0,30,1,23,5,5,1,1,3,Brighton,356,0,0,51,257,4,1,18,4,1,2,1,0,0,75,0,2,27,16,1,2,5,3
Liverpool,649,2,1,21,524,7,0,297,4,18,76,2,3,4,0,0,0,63,0,30,0,25,10,7,4,2,5,Burnley,289,1,0,47,178,9,0,7,2,7,2,0,0,0,68,0,1,21,8,0,2,0,2
Leicester City,522,3,0,31,444,6,0,296,9,16,0,1,2,9,0,0,0,59,0,30,2,26,9,8,3,0,8,Fulham,465,0,0,34,379,8,0,13,6,1,1,0,0,0,59,0,5,26,13,1,1,2,3
Southampton,294,2,2,68,206,8,0,300,16,6,0,2,2,17,0,0,0,65,0,30,4,16,4,4,2,4,4,Tottenham,509,2,1,23,390,16,0,9,13,1,3,0,0,0,60,0,2,17,3,9,1,2,5
Cardiff City,224,3,3,37,146,7,0,292,7,10,0,2,3,19,0,0,0,73,0,30,2,19,6,6,2,2,7,West Ham United,561,0,0,37,455,7,0,12,6,1,1,0,0,0,66,0,5,12,9,5,0,1,2
Chelsea,820,0,1,4,741,20,0,293,8,16,0,1,5,20,0,0,0,59,0,30,0,38,8,2,1,1,6,Wolves,274,1,0,86,195,3,1,14,2,2,0,0,0,0,62,0,5,14,6,1,1,4,1
Newcastle United,363,2,2,39,253,7,0,299,13,12,0,2,3,8,0,1,0,59,0,30,1,17,6,7,3,3,7,Everton,444,0,0,42,335,4,3,10,5,0,2,1,0,1,56,0,4,23,13,2,2,1,3
Manchester City,727,6,5,23,661,10,0,298,11,14,0,4,2,18,0,0,0,55,0,30,0,18,2,7,3,1,8,Watford,300,1,0,41,212,7,0,7,1,1,1,0,0,0,45,0,5,6,5,0,1,1,1
