name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,354,2,2,40,258,4,0,115,9,10,90,7,2,19,0,0,0,67,0,12,2,17,8,7,1,1,7,West Ham United,449,1,3,33,345,10,1,8,6,3,1,0,0,0,66,0,6,19,5,4,1,1,3
Arsenal,733,1,1,13,635,9,2,111,9,5,15,1,2,20,0,0,0,72,0,12,4,19,8,3,1,2,3,Wolves,291,3,2,58,207,7,0,16,12,2,0,0,0,0,70,0,2,13,5,6,1,2,5
Crystal Palace,303,0,1,45,201,4,1,114,12,5,90,4,2,17,0,0,0,67,0,12,1,19,7,6,0,1,4,Tottenham,584,1,1,44,486,7,0,9,7,1,5,0,0,0,57,0,4,21,7,6,1,1,2
Liverpool,726,3,1,22,632,7,0,117,11,14,0,2,3,9,0,0,0,61,0,12,3,15,8,7,2,1,7,Fulham,264,0,1,52,185,4,0,9,5,5,0,0,0,0,54,0,5,16,5,4,0,1,3
Leicester City,479,2,2,25,377,8,1,116,13,16,0,1,8,4,0,0,0,64,0,12,1,11,4,9,0,2,4,Burnley,301,0,0,50,191,4,1,10,3,2,3,0,0,0,55,0,4,12,5,3,0,0,1
Southampton,306,2,1,56,209,6,0,120,13,10,90,4,1,18,0,0,0,56,0,12,5,12,9,6,1,3,4,Watford,421,1,2,28,303,4,0,13,9,4,2,0,0,0,50,0,3,18,2,3,1,2,6
Cardiff City,472,0,0,17,363,4,0,112,7,12,0,0,1,3,0,0,0,72,0,12,2,14,4,9,2,2,5,Brighton,314,1,0,49,200,8,0,21,6,0,2,0,0,0,64,1,3,13,4,2,1,1,3
Chelsea,688,3,3,19,615,6,0,113,7,14,0,5,2,8,0,0,0,60,0,12,1,21,8,7,0,4,4,Everton,311,1,1,40,234,7,0,11,6,7,3,0,0,0,61,0,4,19,6,3,0,3,1
Manchester City,704,2,0,23,643,9,0,118,12,16,0,0,3,14,1,0,0,57,0,12,0,19,12,6,3,1,5,Manchester United,380,0,0,41,319,2,1,12,4,0,1,0,0,0,51,0,2,13,6,1,1,1,1
Newcastle United,322,4,3,54,221,3,0,119,9,11,90,2,3,2,0,0,0,61,0,12,3,16,10,8,2,2,7,AFC Bournemouth,505,3,3,55,401,4,0,11,9,2,3,0,0,0,57,0,5,18,5,5,1,1,4
