name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,493,0,0,30,399,13,0,20,14,10,0,0,3,2,0,0,0,58,0,2,3,11,2,3,1,6,5,AFC Bournemouth,322,3,2,41,248,15,0,10,12,0,3,1,0,0,49,0,4,20,8,3,2,2,5
Burnley,459,1,0,33,348,5,1,12,8,5,90,2,4,18,0,0,0,74,0,2,3,18,8,3,1,1,3,Watford,346,3,3,42,238,4,0,19,8,4,3,0,0,0,70,0,2,18,4,0,3,2,6
Crystal Palace,362,0,0,41,285,16,0,15,6,5,74,2,2,12,1,0,0,51,1,2,4,22,5,5,0,1,2,Liverpool,626,4,3,27,560,16,1,13,14,2,2,0,0,0,59,0,2,15,11,4,2,1,6
Everton,424,3,1,38,314,8,1,16,8,12,0,2,3,16,0,0,0,67,0,2,3,13,7,3,2,0,7,Southampton,300,1,1,39,185,5,0,20,10,3,1,0,0,0,68,0,5,16,6,6,1,5,4
Leicester City,384,0,0,47,318,22,1,17,10,4,8,0,1,20,0,0,0,64,1,2,2,20,12,2,2,2,3,Wolves,499,0,1,25,405,11,0,8,8,1,4,0,0,0,64,0,1,24,4,7,0,1,2
Cardiff City,314,2,2,58,202,9,0,13,14,9,0,2,5,15,1,0,1,62,0,2,6,11,6,6,0,2,0,Newcastle United,305,1,2,40,182,4,1,16,5,0,2,0,1,0,58,1,0,21,6,1,0,2,6
Brighton,281,1,0,28,181,5,1,11,16,4,0,2,2,14,1,0,0,58,0,2,1,13,4,3,3,1,3,Manchester United,570,0,0,21,483,10,0,13,4,2,0,1,0,0,54,0,0,28,2,4,2,1,3
Chelsea,719,1,0,22,642,11,0,14,12,19,0,3,1,1,0,0,0,54,0,2,4,14,5,7,3,0,11,Arsenal,427,4,3,41,352,5,2,9,13,3,5,0,0,0,59,0,8,15,2,6,2,2,6
Manchester City,759,4,4,30,707,19,0,18,9,22,90,1,3,10,0,0,0,55,0,2,0,16,3,9,6,0,15,Huddersfield Town,222,1,0,44,144,5,0,4,3,1,1,0,0,0,51,0,9,5,2,2,1,2,1
Tottenham,632,3,4,22,557,6,0,19,9,12,90,1,6,9,0,0,0,52,0,2,2,13,4,10,3,0,11,Fulham,434,3,2,52,355,12,3,5,9,3,2,0,0,0,55,0,8,12,6,5,1,0,3
