name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Burnley,284,3,3,33,175,11,0,332,7,10,0,3,4,5,0,0,0,54,0,34,2,9,8,6,2,2,8,Cardiff City,344,1,1,42,233,5,0,10,10,0,0,0,0,0,59,0,6,15,5,7,0,4,2
Crystal Palace,273,0,0,56,195,10,0,333,5,4,90,1,2,13,0,0,0,57,0,34,4,22,16,2,1,0,3,Manchester City,723,4,1,27,652,15,0,11,15,2,2,0,0,0,60,0,2,23,3,7,3,0,7
Watford,328,1,1,36,234,6,0,340,12,6,90,2,1,1,0,0,0,57,1,34,5,11,3,3,0,2,2,Arsenal,662,2,2,41,575,3,0,8,16,4,5,0,0,0,63,0,2,13,4,6,1,0,6
Fulham,343,3,1,34,250,11,0,334,8,11,0,1,2,8,0,0,0,67,0,34,1,27,8,7,2,2,5,Everton,496,2,2,21,375,7,0,10,7,1,5,0,0,0,68,0,3,21,12,6,0,1,1
Liverpool,646,1,0,28,557,8,0,336,5,13,0,2,3,6,0,0,0,69,0,34,3,30,8,3,2,0,7,Chelsea,400,2,2,46,323,15,1,9,5,2,1,0,0,0,70,0,5,21,2,2,0,1,3
Leicester City,770,1,1,26,649,8,1,335,6,11,0,3,7,15,0,0,0,79,0,34,4,22,3,6,0,2,5,Newcastle United,304,0,1,57,196,11,0,10,7,4,3,0,0,0,77,0,5,13,8,5,1,3,5
Manchester United,374,1,1,42,289,6,1,337,14,8,0,3,2,19,0,0,0,75,0,34,3,17,8,5,2,1,4,West Ham United,520,2,1,34,417,12,1,5,13,3,4,2,0,0,77,0,2,21,10,6,1,1,4
Southampton,279,6,4,56,179,9,0,338,13,8,0,0,0,20,0,0,0,63,0,34,1,15,8,6,3,1,6,Wolves,628,0,0,35,504,13,1,8,8,2,2,0,0,0,60,0,3,21,11,8,1,3,2
Tottenham,737,2,1,17,643,13,0,339,10,17,0,1,7,10,0,0,0,61,0,34,1,15,6,8,4,2,5,Huddersfield Town,306,2,2,40,223,11,0,12,5,0,2,0,0,0,56,0,1,15,5,5,0,2,1
Brighton,467,0,0,17,369,5,1,331,10,5,0,1,3,2,0,0,0,65,1,34,2,23,10,3,0,2,1,AFC Bournemouth,487,3,1,39,386,7,0,6,12,0,3,0,0,0,71,0,1,17,3,4,5,4,7
Brighton,524,0,0,21,404,11,0,302,11,11,68,2,2,5,0,0,0,72,0,34,1,30,4,8,0,0,2,Cardiff City,303,1,0,59,184,10,0,13,9,0,0,0,0,0,66,0,2,18,16,3,2,1,3
