name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,622,0,0,28,503,10,1,164,5,13,0,2,9,15,0,0,0,72,0,17,4,17,4,7,0,1,5,Newcastle United,230,2,1,82,129,4,0,13,5,1,0,0,0,0,71,0,5,18,3,2,1,1,5
Crystal Palace,385,0,0,47,283,9,0,162,10,6,90,6,2,11,0,0,0,75,0,17,2,26,12,5,1,2,1,Leicester City,497,1,1,23,388,8,0,8,7,3,2,0,0,0,72,0,0,25,5,7,0,1,2
Watford,663,2,1,23,548,15,1,169,7,12,90,2,1,5,0,0,0,69,0,17,1,17,4,6,3,0,8,Cardiff City,255,0,0,41,158,3,0,5,6,1,3,0,0,0,65,0,5,13,7,4,2,0,3
Fulham,496,3,3,25,396,14,0,163,14,11,90,6,4,19,0,0,0,76,0,17,1,22,9,9,0,2,4,West Ham United,390,1,0,56,292,7,0,10,6,2,3,0,0,0,67,0,4,16,12,2,2,1,3
Wolves,390,3,1,46,281,2,0,170,15,7,0,4,0,2,0,0,0,78,0,17,3,8,10,3,2,1,3,AFC Bournemouth,633,0,0,32,535,11,0,7,10,0,4,0,0,0,73,0,1,21,1,5,0,2,3
Liverpool,562,1,1,12,457,13,0,165,6,20,0,2,3,14,0,0,0,66,0,17,2,26,6,11,3,0,11,Manchester United,323,0,0,77,211,8,0,14,5,3,0,0,0,0,65,0,8,12,7,3,1,2,3
Southampton,317,2,0,42,237,4,0,167,12,11,90,2,4,1,0,0,0,62,0,17,2,16,8,1,3,3,7,Arsenal,628,2,1,30,543,4,0,10,12,2,3,0,0,0,61,0,4,20,5,4,2,1,4
Tottenham,626,3,2,18,532,6,1,168,7,12,0,2,5,4,0,0,0,67,0,17,0,23,2,6,1,0,3,Burnley,263,1,1,51,164,2,0,8,4,1,2,0,0,0,54,0,2,7,4,2,0,2,0
Brighton,456,0,0,34,368,5,0,161,14,4,0,5,4,6,0,0,0,61,0,17,1,15,4,3,1,2,2,Chelsea,650,3,1,25,571,10,1,6,9,4,0,0,0,0,59,0,1,26,6,4,2,2,3
Manchester City,704,3,0,22,612,4,2,166,7,11,0,3,2,8,0,0,0,63,0,17,1,11,7,4,3,1,6,Everton,335,3,2,39,259,12,0,9,8,2,4,0,0,0,64,0,3,14,4,5,1,2,2
