name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,398,1,1,46,315,3,1,9,7,7,9,4,0,12,0,0,0,61,0,1,2,14,13,6,0,0,2,1
Everton,494,1,0,63,391,0,0,5,13,7,0,2,5,15,0,0,0,46,0,1,1,16,10,3,1,1,1,4
Huddersfield Town,303,0,0,38,193,5,0,4,19,5,90,2,1,6,0,0,0,49,0,1,4,23,11,2,3,0,3,7
Arsenal,632,4,3,44,538,16,0,1,9,25,23,5,3,9,0,0,0,61,0,1,0,17,13,8,4,1,0,10
Watford,396,1,0,40,275,11,1,7,14,5,90,3,1,10,1,0,0,58,0,1,2,18,7,4,3,1,0,4
AFC Bournemouth,608,0,0,25,523,5,0,8,3,8,0,0,5,19,0,0,0,51,0,1,5,19,11,2,0,0,1,2
Liverpool,476,1,0,33,352,6,0,7,8,12,0,1,1,18,0,0,0,55,0,1,1,18,10,8,3,0,3,5
West Bromwich Albion,241,1,0,44,156,1,0,8,15,15,90,2,2,2,0,0,0,58,0,1,2,16,12,9,1,1,3,6
Leicester City,263,1,0,41,165,4,0,1,12,4,0,3,3,1,0,0,0,53,0,1,6,24,4,3,3,0,1,3
Manchester City,767,2,3,19,690,6,1,2,9,9,0,1,3,3,0,0,0,48,0,1,2,11,6,5,2,0,2,5
Newcastle United,246,1,1,41,157,5,0,10,6,4,0,2,1,17,0,0,0,51,1,1,4,15,11,3,0,1,1,3
Southampton,520,2,2,25,432,6,0,6,10,23,0,0,9,16,0,0,0,61,0,1,0,10,10,16,0,1,2,2
Swansea City,366,0,0,57,284,3,0,6,13,3,90,1,2,14,0,0,0,36,0,1,2,12,4,2,0,0,1,0
Manchester United,491,3,0,31,416,23,0,9,19,17,0,1,3,20,0,0,0,61,0,1,1,21,4,8,4,1,2,6
Chelsea,523,2,0,31,446,5,0,3,16,14,73,2,3,4,0,0,0,50,2,1,2,11,8,6,2,1,3,6
Crystal Palace,391,1,2,37,303,19,0,4,7,8,45,0,1,8,0,0,0,62,0,1,4,28,19,7,0,1,1,4
Brighton,213,0,0,56,132,6,1,2,6,2,13,6,2,11,0,0,0,51,0,1,3,10,9,2,0,1,0,2
Burnley,314,0,0,54,234,2,0,3,11,8,0,1,6,5,0,0,0,39,0,1,4,10,6,4,3,0,3,5
Tottenham,699,2,2,28,628,9,0,10,10,14,81,1,2,13,0,0,0,53,0,1,3,17,11,5,2,0,2,6
Stoke City,289,0,0,50,209,10,1,5,10,6,71,6,1,7,0,0,0,43,0,1,3,15,9,6,0,0,1,1
