name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,393,1,1,30,306,14,0,300,13,12,90,1,6,4,0,0,0,51,0,30,1,9,9,6,0,1,2,4
Burnley,361,1,0,52,279,2,0,300,7,6,90,3,3,20,0,0,0,42,0,30,4,11,5,2,3,0,2,4
Huddersfield Town,682,1,1,14,605,7,0,295,9,26,68,2,13,16,0,0,0,54,0,30,0,16,6,15,0,1,2,4
AFC Bournemouth,332,1,1,42,226,19,0,292,10,9,0,0,3,17,0,0,0,63,0,30,4,20,10,7,1,1,1,3
Arsenal,502,4,3,44,417,8,1,291,12,10,0,5,1,18,1,0,1,63,0,30,4,13,7,4,3,1,2,7
Crystal Palace,358,2,1,53,284,14,0,293,9,6,90,2,4,5,0,0,0,57,0,30,7,17,9,5,1,0,2,2
Watford,324,0,2,31,246,10,0,291,9,6,90,3,2,1,0,1,0,57,0,30,4,19,3,5,0,0,1,4
Liverpool,585,1,1,22,485,12,0,296,16,12,28,0,0,12,0,0,0,56,0,30,0,22,11,5,1,0,1,3
Everton,422,0,2,32,327,7,0,294,10,8,0,2,3,3,0,1,0,56,0,30,4,14,5,7,2,1,0,4
Leicester City,472,3,0,36,364,12,0,299,7,13,0,2,3,19,0,0,0,67,0,30,1,18,7,5,4,0,3,7
West Bromwich Albion,364,0,0,25,269,7,0,299,6,3,90,1,1,9,0,0,0,53,0,30,3,17,6,3,1,1,1,2
Manchester City,850,3,2,24,763,9,0,298,8,15,0,4,1,15,0,0,0,60,0,30,1,19,9,8,2,0,0,6
Newcastle United,305,3,1,53,188,7,0,297,10,8,0,1,1,14,0,0,0,60,0,30,2,14,8,2,3,1,0,5
Manchester United,281,1,1,70,192,6,0,296,10,4,90,3,3,10,0,0,0,62,0,30,2,16,10,1,2,1,2,2
Southampton,509,1,1,16,375,11,1,297,10,5,90,1,3,13,0,0,0,62,0,30,2,15,7,3,0,0,2,2
Swansea City,173,0,1,85,91,4,0,295,9,0,90,3,2,8,0,0,0,46,1,30,4,10,9,0,0,0,3,0
Tottenham,556,3,1,37,465,18,0,292,7,9,0,3,2,2,0,0,0,62,0,30,2,21,13,1,4,0,1,8
Chelsea,591,6,6,31,516,19,1,293,8,21,90,2,7,6,0,0,0,55,0,30,1,18,9,9,2,1,1,9
Brighton,302,0,0,44,192,1,0,294,14,5,79,1,3,7,1,0,1,44,1,30,2,10,9,5,0,0,1,4
Stoke City,248,0,0,26,167,12,0,298,6,3,0,2,1,11,0,0,0,47,0,30,4,16,6,1,0,1,1,1
