name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,360,1,0,56,265,12,0,366,9,10,90,2,2,9,0,0,0,61,0,37,3,24,7,3,2,0,2,3
West Ham United,474,1,1,35,394,14,1,310,12,7,90,1,1,12,0,0,0,62,0,37,6,16,7,6,0,1,1,2
Burnley,368,0,0,43,296,11,0,361,7,4,70,0,3,1,0,0,0,57,0,37,3,12,1,2,0,0,1,2
Huddersfield Town,193,1,1,77,107,3,0,367,4,3,90,1,0,11,0,0,0,57,0,37,2,14,6,2,0,0,3,3
Huddersfield Town,242,1,1,94,142,3,0,344,10,1,90,0,1,5,0,0,0,78,0,37,4,15,11,1,1,0,1,2
AFC Bournemouth,363,2,3,52,275,5,0,362,10,8,0,4,3,16,0,0,0,65,0,37,3,22,2,5,1,1,1,5
Arsenal,664,3,0,34,592,13,0,361,6,15,18,0,0,4,0,0,0,67,0,37,2,12,7,5,5,1,0,8
Arsenal,474,1,1,36,383,13,0,304,12,8,90,1,2,9,1,0,0,59,1,37,7,17,11,4,1,0,2,7
Crystal Palace,411,1,0,38,314,18,0,368,12,10,0,2,2,15,0,0,0,64,0,37,1,18,3,7,2,0,2,2
Watford,384,4,4,50,288,2,1,369,9,6,90,5,1,13,0,1,0,63,0,37,1,9,7,1,2,1,2,8
Liverpool,761,0,0,27,666,6,0,364,9,10,0,0,5,5,0,0,0,69,0,37,3,16,4,5,0,0,2,5
Everton,417,0,0,36,325,8,0,365,14,8,0,2,7,14,0,0,0,61,0,37,4,17,6,5,1,1,2,3
Leicester City,416,0,0,46,327,7,1,366,8,9,90,2,2,20,0,0,0,63,0,37,1,19,10,4,0,1,1,3
Leicester City,304,3,2,40,237,9,0,304,7,15,90,6,3,1,0,0,0,67,0,37,6,19,12,6,3,1,2,10
West Bromwich Albion,208,1,3,61,124,5,0,370,13,6,90,2,2,17,0,0,0,61,0,37,5,12,8,6,1,1,4,3
Manchester City,720,0,0,23,630,8,1,367,9,12,0,1,5,8,0,0,0,53,0,37,3,19,12,10,0,1,0,2
Manchester City,849,1,0,21,778,14,0,306,5,15,0,1,4,3,0,0,0,61,0,37,2,12,13,8,3,1,0,7
Newcastle United,576,1,0,26,475,9,0,369,11,6,0,3,5,18,1,0,1,64,0,37,6,12,4,4,1,0,1,2
Newcastle United,310,0,0,38,207,10,1,309,8,11,0,1,7,17,0,0,0,59,0,37,6,12,12,9,0,0,3,3
Manchester United,677,0,0,32,601,17,0,363,3,13,0,2,2,3,0,0,0,61,0,37,3,19,4,7,0,0,0,3
Manchester United,601,0,0,22,518,17,1,310,12,13,90,2,2,20,0,0,0,52,0,37,2,14,8,7,0,0,1,6
Southampton,356,1,0,38,262,11,0,365,12,5,90,4,1,7,0,0,0,56,1,37,2,11,11,2,1,0,4,5
Southampton,370,1,1,67,256,2,0,308,15,11,90,0,5,16,0,0,0,61,0,37,3,11,4,3,1,0,1,8
Swansea City,445,2,2,42,325,2,0,362,10,11,90,1,4,2,0,0,0,67,0,37,4,5,13,6,0,0,4,3
Swansea City,417,0,0,28,300,8,1,308,7,6,90,2,1,14,0,0,0,64,0,37,7,13,7,5,0,1,2,3
Tottenham,616,2,2,28,517,9,0,370,12,14,0,0,10,19,0,0,0,52,0,37,2,18,7,7,0,0,1,5
Tottenham,547,1,1,51,458,8,1,309,10,9,0,4,2,13,0,0,0,61,0,37,3,20,6,3,1,1,2,7
Chelsea,354,0,0,59,252,10,0,364,12,12,0,2,3,10,0,0,0,72,0,37,5,12,8,6,1,1,3,4
Chelsea,827,2,2,13,718,16,0,344,7,19,90,2,6,8,0,0,0,72,0,37,1,27,7,6,1,1,0,5
Brighton,314,0,0,36,219,14,0,363,5,9,90,1,1,12,0,0,0,61,0,37,3,6,6,4,1,1,2,4
Brighton,299,1,1,48,240,4,0,306,7,5,90,2,1,11,0,0,0,52,0,37,4,16,10,3,1,0,1,3
Stoke City,283,0,0,41,185,8,0,368,18,6,0,2,6,6,0,0,0,52,0,37,0,5,4,4,1,1,5,2
