name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,375,1,1,63,275,11,1,253,7,4,90,3,6,3,0,0,0,51,0,26,2,7,9,2,1,0,1,1
Burnley,278,1,0,57,177,2,0,254,9,7,90,1,3,11,0,0,0,47,0,26,6,11,4,4,1,1,4,3
Huddersfield Town,265,0,0,52,189,4,0,258,19,2,57,0,1,12,1,0,1,61,0,26,5,15,12,1,0,0,4,0
AFC Bournemouth,437,1,1,31,317,7,0,252,14,11,0,2,5,15,0,0,0,61,0,26,2,27,3,3,2,1,2,7
Arsenal,552,4,0,45,469,8,1,251,8,11,74,1,0,7,0,0,0,57,0,26,1,10,15,3,5,1,2,7
Crystal Palace,425,2,3,38,337,15,0,255,11,16,0,4,6,13,0,0,0,68,0,26,7,11,3,10,1,1,1,5
Watford,409,1,0,30,327,12,0,259,11,17,90,1,4,5,0,0,0,64,0,26,2,16,5,9,4,1,2,8
Liverpool,303,0,0,58,205,12,0,257,15,4,0,2,3,17,2,0,1,71,0,26,4,16,8,4,2,1,3,3
Everton,376,1,0,46,303,11,0,251,8,6,0,3,2,1,0,0,0,65,0,26,2,21,3,4,1,0,0,2
Leicester City,521,2,2,31,427,7,0,256,9,7,67,5,3,16,0,0,0,76,0,26,0,14,12,5,1,1,1,4
West Bromwich Albion,320,1,0,35,212,11,1,260,12,5,90,1,3,14,0,0,0,56,0,26,2,13,5,4,2,1,2,3
Manchester City,697,2,3,39,605,9,0,254,6,14,0,0,0,4,0,0,0,49,0,26,2,9,3,6,1,0,1,7
Newcastle United,366,1,0,56,258,4,2,255,8,9,0,3,2,6,1,0,0,63,0,26,4,19,4,1,1,0,1,8
Manchester United,781,0,1,31,693,25,0,258,5,10,90,4,4,8,0,1,0,60,0,26,0,23,8,4,2,1,2,7
Southampton,523,1,1,35,404,15,0,260,10,10,90,2,4,19,0,0,0,65,0,26,1,10,5,5,3,0,1,5
Swansea City,342,1,0,65,250,11,0,256,8,3,90,0,4,9,0,0,0,64,0,26,3,15,8,1,1,0,0,1
Tottenham,587,2,3,24,472,8,0,257,9,7,0,2,1,10,0,1,0,74,0,26,1,16,5,2,2,0,1,6
Chelsea,512,1,1,34,423,12,2,259,8,5,0,1,1,18,1,0,0,62,1,26,4,18,10,2,1,0,2,3
Brighton,452,1,0,26,340,8,0,253,11,16,77,3,6,20,0,0,0,63,0,26,0,18,4,11,3,1,3,5
Stoke City,325,0,0,56,217,5,0,252,19,10,0,6,4,2,0,0,0,63,0,26,5,10,15,6,1,0,3,3
