name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
AFC Bournemouth,248,2,0,58,151,4,0,112,13,8,0,1,3,8,0,0,0,46,1,12,3,15,12,5,4,3,5,Huddersfield Town,532,0,0,22,437,12,1,10,15,0,10,0,0,0,52,0,1,12,9,10,0,2,3
Arsenal,397,3,2,57,280,7,2,111,11,11,90,8,2,17,0,0,0,82,0,12,4,12,8,4,2,4,5,Tottenham,549,0,0,46,433,14,1,16,12,1,2,0,0,0,66,0,3,17,6,8,0,1,4
Watford,613,0,0,32,515,7,0,119,13,14,90,0,4,20,0,0,0,71,0,12,5,7,8,8,2,1,7,West Ham United,432,2,3,51,336,9,0,10,7,3,5,0,0,0,66,0,5,13,5,4,0,4,5
Liverpool,562,2,1,29,470,15,0,117,15,14,0,2,2,14,0,0,0,64,0,12,0,27,8,6,3,1,8,Southampton,357,1,1,55,257,4,1,9,4,2,2,0,0,0,61,0,5,11,17,3,0,1,0
Burnley,297,2,1,26,206,6,0,114,12,12,0,3,3,16,0,0,0,56,0,12,1,9,10,3,2,1,8,Swansea City,472,0,0,39,381,13,0,12,10,1,4,0,0,0,62,0,6,25,8,8,0,1,1
West Bromwich Albion,374,1,1,32,305,10,0,120,13,6,90,3,2,5,0,0,0,56,0,12,3,15,10,5,0,2,2,Chelsea,605,1,0,30,525,15,1,12,8,1,3,0,0,0,65,0,2,17,7,2,4,3,7
Leicester City,266,0,0,37,175,10,0,116,8,1,0,3,1,11,0,0,0,45,0,12,2,14,5,1,0,1,1,Manchester City,784,3,2,29,703,12,0,10,10,1,0,0,0,0,57,0,1,11,9,6,2,1,4
Manchester United,617,4,1,27,541,12,0,118,10,13,7,1,6,13,0,0,0,55,0,12,4,17,11,6,4,1,7,Newcastle United,345,2,1,51,260,11,0,9,10,1,2,0,0,0,51,0,3,15,10,6,1,1,5
Crystal Palace,539,3,2,32,440,13,0,115,9,9,90,1,5,7,1,0,0,59,0,12,3,34,8,5,2,2,7,Everton,250,2,1,68,164,9,0,26,6,1,3,0,0,0,55,0,5,13,19,2,2,3,5
Brighton,462,1,1,36,367,11,2,113,13,6,83,3,3,15,0,0,0,69,0,12,4,10,4,6,2,1,3,Stoke City,396,0,0,41,317,18,0,5,11,1,3,0,0,0,51,0,1,14,6,2,2,0,6
