name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,439,2,2,23,333,9,0,109,9,5,90,5,3,10,0,0,0,71,0,11,4,20,1,5,1,3,1,Liverpool,486,3,2,28,380,10,0,13,12,1,1,0,0,0,64,0,0,10,11,6,4,0,8
Everton,294,3,2,59,199,5,0,102,14,6,5,5,2,18,1,0,0,63,0,11,1,14,15,2,3,0,5,Watford,470,3,3,31,352,13,0,12,9,1,3,1,1,0,67,0,2,19,10,6,2,2,3
Huddersfield Town,423,0,0,51,339,5,0,103,8,4,90,4,1,19,0,0,0,58,1,11,3,12,8,3,1,1,3,West Bromwich Albion,412,0,0,28,330,8,0,15,9,4,4,0,0,0,57,0,2,21,6,2,0,4,3
Manchester City,621,2,2,40,544,16,0,110,15,6,0,3,1,1,0,0,0,68,0,11,2,17,8,2,3,1,6,Arsenal,450,0,0,32,370,8,0,15,4,3,1,1,0,0,58,0,3,18,9,3,1,6,3
Newcastle United,373,0,0,42,278,7,0,104,11,14,0,5,3,2,0,0,0,51,0,11,4,11,11,9,0,2,4,AFC Bournemouth,409,2,2,35,306,3,0,12,14,1,3,0,0,0,57,0,4,20,9,6,1,2,5
Southampton,576,0,0,23,464,8,0,105,4,10,0,2,4,4,0,0,0,63,0,11,0,11,9,6,0,0,3,Burnley,344,0,0,49,239,5,0,4,4,1,2,0,0,0,51,0,3,15,7,2,1,0,1
Swansea City,468,1,2,32,376,13,0,107,13,6,90,1,3,3,0,0,0,53,0,11,1,14,6,3,0,2,2,Brighton,368,1,0,51,268,3,0,12,3,2,1,0,0,0,61,0,2,12,8,2,1,1,2
Tottenham,582,2,2,45,493,6,1,108,6,10,0,3,1,6,0,0,0,52,0,11,3,17,7,6,1,0,2,Crystal Palace,269,2,3,61,185,8,0,7,9,4,1,0,0,0,58,0,1,10,14,5,0,2,3
Chelsea,471,2,3,40,370,10,0,101,16,12,90,0,1,12,0,0,0,62,0,11,3,13,6,6,1,1,8,Manchester United,393,1,1,41,300,4,1,20,4,0,5,0,0,0,58,0,7,15,2,3,0,3,3
Stoke City,380,3,1,36,285,6,0,106,12,11,0,0,2,9,0,0,0,50,0,11,2,14,9,3,2,0,7,Leicester City,423,1,1,28,336,5,0,8,11,5,3,0,0,0,61,0,5,15,9,5,2,0,4
