name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,364,1,0,44,260,7,0,58,10,8,90,6,3,17,0,0,0,63,0,6,2,21,14,5,2,4,4,Tottenham,393,1,0,46,292,7,0,20,9,5,3,0,0,0,61,1,2,21,12,7,3,2,5
Everton,423,2,2,46,331,3,0,52,12,11,0,3,5,2,0,0,0,73,0,6,3,14,8,5,2,3,3,AFC Bournemouth,403,0,0,30,310,10,0,11,7,1,2,0,0,0,58,0,1,20,11,2,1,1,4
Arsenal,616,1,1,38,538,12,1,60,8,9,90,0,2,19,0,0,0,62,0,6,2,17,6,6,2,1,6,West Bromwich Albion,273,0,2,46,189,9,0,17,4,0,2,1,0,0,58,0,4,14,11,3,0,4,2
Burnley,450,1,1,35,330,6,0,51,9,3,0,5,2,8,0,0,0,67,0,6,2,22,7,1,0,3,3,Huddersfield Town,417,0,0,52,315,6,0,13,6,4,1,0,0,0,71,0,3,13,18,5,0,2,2
Leicester City,364,1,2,40,239,9,0,53,13,8,0,4,4,10,0,1,0,66,0,6,3,16,12,2,2,3,7,Liverpool,487,1,1,40,349,12,1,14,18,1,4,1,0,1,66,0,5,14,10,9,3,3,6
Manchester City,725,8,6,19,657,14,0,54,6,18,0,0,4,6,0,0,0,69,0,6,0,17,3,8,5,3,9,Crystal Palace,280,1,2,53,204,15,1,7,4,1,2,0,0,0,60,0,4,6,9,2,0,1,0
Southampton,544,0,0,24,453,8,1,55,12,10,0,3,3,12,0,0,0,72,0,6,3,15,10,6,0,1,3,Manchester United,365,0,0,58,285,6,0,9,6,2,1,0,0,0,62,0,3,18,4,3,1,4,4
Swansea City,422,1,2,35,324,8,1,57,9,6,90,0,6,18,0,0,0,55,0,6,2,16,18,3,1,1,3,Watford,433,1,0,58,345,12,0,16,4,3,2,0,0,0,60,0,2,19,2,2,2,3,4
Brighton,438,0,0,56,337,6,1,59,6,5,80,1,2,13,0,0,0,52,0,6,5,13,4,2,1,2,3,Newcastle United,459,1,2,42,365,10,0,8,8,0,1,0,0,0,46,0,2,16,7,7,0,1,5
Stoke City,405,1,1,22,317,3,0,56,5,7,0,0,3,5,0,0,0,63,0,6,0,25,8,7,0,2,2,Chelsea,544,2,0,48,467,14,0,14,6,1,0,0,0,0,72,0,2,17,21,3,4,2,4
