name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,604,0,0,12,508,8,0,90,5,10,0,3,6,3,1,0,0,53,0,9,2,10,7,5,0,1,2,Brighton,340,3,2,69,253,6,0,13,5,1,2,0,0,0,69,0,2,16,5,1,3,0,5
Everton,291,0,0,48,203,6,0,82,14,4,0,2,4,1,0,0,0,63,1,9,9,12,7,3,2,1,3,Arsenal,618,5,4,31,516,11,0,14,19,1,2,0,0,0,61,0,1,8,9,8,5,1,14
Huddersfield Town,206,1,0,69,114,12,0,83,10,3,90,2,1,12,0,0,0,61,0,9,2,11,15,0,2,4,3,Manchester United,740,1,0,31,642,13,0,12,5,3,4,0,0,0,61,0,1,24,4,3,1,2,3
Manchester City,802,4,5,25,723,17,0,84,10,9,0,1,2,4,0,0,0,55,0,9,0,16,4,4,3,2,10,Burnley,220,0,0,52,143,6,0,6,3,2,1,1,0,0,45,0,7,9,9,3,0,3,0
Newcastle United,454,0,0,39,361,5,0,85,12,5,12,0,1,6,0,0,0,61,0,9,0,16,8,1,1,4,3,Crystal Palace,364,0,0,47,259,13,0,14,8,1,3,0,0,0,63,0,2,16,12,7,0,2,0
Southampton,590,2,2,39,493,14,0,86,10,16,0,2,3,19,0,0,0,74,0,9,2,9,11,11,1,0,6,West Bromwich Albion,305,1,1,50,205,1,0,8,4,1,2,0,0,0,55,0,5,20,6,4,0,1,2
Swansea City,457,0,0,33,371,7,0,88,6,13,90,0,6,9,0,0,0,55,0,9,5,21,6,8,1,0,4,Leicester City,381,3,2,53,278,11,0,9,10,3,5,0,0,0,61,0,3,15,13,3,2,1,7
Chelsea,462,1,1,46,375,14,0,81,13,12,0,6,3,18,0,0,0,68,0,9,3,17,13,5,4,2,8,Watford,403,2,1,33,325,6,0,16,11,3,4,0,0,0,61,0,4,21,8,6,2,3,5
Tottenham,357,3,1,42,274,6,0,89,2,7,90,1,0,10,0,0,0,67,0,9,6,28,17,5,4,0,5,Liverpool,625,1,0,19,543,10,0,8,8,2,4,0,0,0,65,0,1,23,9,1,1,1,7
Stoke City,405,2,1,20,287,10,0,87,17,10,0,4,6,2,1,0,0,73,0,9,1,18,9,6,1,0,2,AFC Bournemouth,388,0,0,52,280,6,0,10,5,1,1,0,0,0,59,0,1,11,12,2,2,1,3
