name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Everton,368,1,0,54,252,5,0,145,12,4,70,1,1,8,0,0,0,55,0,15,3,23,9,1,2,2,4,Huddersfield Town,394,0,0,50,280,8,0,9,3,0,1,0,0,0,57,0,2,13,8,2,0,1,3
AFC Bournemouth,415,1,2,43,331,11,0,142,6,11,0,0,3,14,0,0,0,55,0,15,2,23,4,7,1,2,5,Southampton,457,0,0,50,370,14,0,12,10,6,5,0,0,0,76,0,4,10,11,9,1,1,3
Arsenal,655,3,4,22,562,9,0,141,11,23,90,4,1,12,0,0,0,58,0,15,2,15,12,6,1,3,15,Manchester United,222,3,1,92,147,8,0,10,6,0,1,0,0,0,58,1,14,16,3,1,3,2,5
Watford,398,0,0,36,315,4,0,149,16,5,90,1,4,17,0,0,0,62,0,15,1,21,5,2,1,4,2,Tottenham,404,1,0,42,330,7,0,8,3,10,0,0,0,0,68,1,1,18,8,4,1,1,2
West Bromwich Albion,398,1,2,41,289,12,0,150,11,14,90,3,8,6,0,0,0,70,0,15,2,16,6,8,0,3,7,Crystal Palace,379,1,1,45,272,11,1,10,9,1,2,0,0,0,57,0,7,16,9,3,0,1,2
Leicester City,413,0,0,32,299,9,0,146,3,13,0,1,1,4,0,0,0,52,0,15,5,23,7,6,1,0,3,Burnley,384,1,1,41,281,3,0,11,12,6,5,0,0,0,54,0,2,7,11,7,0,2,5
Manchester City,755,2,0,19,665,14,0,147,5,21,0,2,2,20,0,0,0,64,0,15,3,21,13,5,2,2,8,West Ham United,221,0,0,61,157,12,0,7,6,4,2,0,0,0,61,0,6,21,10,3,1,2,4
Chelsea,744,3,2,29,647,15,0,144,8,17,79,2,4,13,0,0,0,65,0,15,1,17,11,8,3,0,9,Newcastle United,389,0,0,55,298,4,0,13,7,1,1,1,0,0,65,0,6,19,5,4,1,1,2
Brighton,485,1,1,32,396,5,0,143,8,3,69,0,2,10,0,0,0,64,0,15,2,14,10,3,1,1,2,Liverpool,658,2,0,40,579,9,0,7,9,2,0,1,0,0,64,0,1,18,10,3,5,0,7
Stoke City,374,2,1,51,290,7,0,148,12,9,0,3,1,16,0,0,0,44,0,15,3,22,10,6,2,2,3,Swansea City,460,0,0,28,372,7,0,10,7,0,2,0,0,0,57,0,1,14,5,2,1,0,4
