name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,282,0,0,42,202,6,1,360,5,2,90,4,3,11,0,0,0,57,0,36,4,16,10,2,1,0,1,Manchester City,874,2,1,26,806,12,0,11,15,1,1,0,0,0,71,0,0,23,12,7,4,1,8
Burnley,341,1,1,27,217,6,0,351,5,6,71,4,2,3,0,0,0,38,0,36,1,10,9,2,0,0,4,Brighton,432,0,0,39,325,4,0,17,9,3,0,0,0,0,67,0,4,9,9,4,0,2,1
Huddersfield Town,496,1,1,38,378,5,0,353,9,8,90,1,1,7,0,0,0,76,0,36,3,24,10,2,0,1,2,Everton,427,2,2,63,291,7,0,8,6,3,2,0,0,0,84,0,2,15,17,1,2,0,5
Crystal Palace,403,2,1,45,338,10,0,352,11,10,0,1,0,9,0,0,0,58,0,36,0,18,4,4,5,1,8,Leicester City,389,2,2,34,312,12,0,9,4,0,3,1,0,0,49,1,3,13,15,2,0,1,0
Liverpool,632,2,2,15,525,3,0,354,7,15,0,2,3,15,0,0,0,57,0,36,1,17,3,8,0,1,2,Stoke City,253,1,1,65,142,4,0,14,5,2,1,0,0,0,65,0,2,4,11,3,0,2,1
Newcastle United,585,2,2,27,470,8,1,356,8,14,0,0,7,19,0,0,0,61,0,36,1,13,6,10,0,1,2,West Bromwich Albion,339,1,0,58,222,9,0,13,7,2,5,0,0,0,62,0,2,20,9,6,1,3,2
Manchester United,609,1,1,20,542,11,0,355,12,11,90,2,5,1,0,0,0,67,0,36,2,28,5,7,2,0,2,Arsenal,438,1,1,54,362,13,0,7,7,1,3,0,0,0,65,0,0,16,13,4,1,1,3
Southampton,354,3,3,45,256,5,0,357,12,8,90,1,1,2,0,0,0,67,0,36,6,11,14,4,2,5,6,AFC Bournemouth,502,2,1,32,399,10,0,11,10,2,2,0,0,0,67,0,4,20,5,5,1,1,7
Swansea City,581,0,0,25,503,7,0,358,13,8,90,1,2,5,0,0,0,60,0,36,2,11,10,5,0,1,3,Chelsea,572,1,1,44,501,11,0,9,8,3,1,0,0,0,65,0,3,19,7,5,1,1,3
Tottenham,556,3,2,41,479,9,1,359,11,11,0,3,2,18,0,0,0,58,0,36,5,19,10,6,2,1,3,Watford,356,1,2,42,261,11,0,10,7,3,2,0,0,0,68,0,1,20,11,5,0,0,5
