name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,367,1,0,44,284,5,0,67,15,9,90,1,8,16,0,0,0,62,0,7,1,14,17,3,1,3,4,Swansea City,498,0,0,35,410,5,0,13,4,0,0,0,0,0,63,0,3,18,14,3,0,2,1
Everton,496,1,2,52,396,6,0,69,14,19,0,1,7,4,0,0,0,66,0,7,1,17,4,11,0,2,4,Burnley,295,0,0,81,182,9,0,7,4,1,2,0,0,0,57,0,4,8,6,1,1,2,2
Huddersfield Town,368,0,0,51,268,5,1,63,7,3,60,4,0,17,0,0,0,68,0,7,3,16,10,2,0,1,1,Tottenham,558,1,0,44,451,12,0,4,9,2,1,0,0,0,63,0,1,25,8,5,4,1,7
AFC Bournemouth,542,1,1,31,437,12,0,61,6,15,0,1,2,9,0,0,0,73,0,7,1,15,11,10,0,1,4,Leicester City,346,0,1,48,222,9,0,10,3,3,1,0,0,0,84,0,4,14,11,4,0,0,1
Arsenal,697,2,2,38,612,10,0,68,7,18,90,2,1,3,0,0,0,61,0,7,1,10,7,8,2,0,8,Brighton,356,0,0,49,268,10,1,8,7,3,3,0,0,0,55,0,6,15,4,5,0,2,1
West Bromwich Albion,292,2,1,63,204,10,0,66,12,5,90,1,1,18,0,0,0,73,0,7,1,20,14,3,2,3,4,Watford,552,2,1,30,465,8,0,11,12,1,3,0,0,0,70,0,2,23,11,6,2,0,3
Newcastle United,296,0,0,53,198,3,1,70,11,4,0,1,0,10,0,0,0,56,0,7,1,16,9,1,1,1,5,Liverpool,614,2,4,27,515,8,0,6,12,2,6,0,0,0,56,0,4,13,8,9,1,1,2
Manchester United,567,5,1,31,475,14,0,64,6,16,13,2,6,6,0,0,0,67,0,7,1,17,5,6,4,0,7,Crystal Palace,371,0,0,42,289,10,0,9,6,1,5,0,0,0,66,0,3,18,8,4,0,0,1
Chelsea,395,2,2,41,312,10,0,62,8,4,90,8,3,11,0,0,0,70,0,7,4,20,8,2,0,0,2,Manchester City,656,2,2,28,578,8,0,13,14,0,2,0,0,0,67,0,2,18,13,6,1,2,5
Stoke City,263,1,1,60,173,5,1,65,11,9,0,1,1,14,0,1,0,53,0,7,2,13,3,1,2,1,7,Southampton,621,1,1,38,533,17,0,10,19,3,5,1,0,1,67,0,5,14,6,12,1,2,3
