name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,285,0,0,50,202,12,0,243,11,6,90,2,7,6,0,0,0,51,0,25,2,12,10,4,1,1,3,Crystal Palace,454,1,0,41,374,8,1,15,7,0,4,1,0,0,54,0,2,25,3,5,1,3,3
Huddersfield Town,307,0,0,55,214,5,1,241,8,2,78,3,1,10,1,0,0,56,0,25,4,13,11,2,0,0,1,Liverpool,911,2,3,32,811,5,0,8,11,2,3,0,0,0,54,0,1,12,6,3,3,0,7
Everton,346,2,1,48,231,7,1,245,9,4,0,3,2,9,1,0,0,58,0,25,0,18,13,4,2,0,3,Leicester City,428,2,4,57,312,9,2,10,4,0,4,0,0,0,51,0,1,21,7,4,1,2,1
Manchester City,693,3,2,17,616,12,0,246,10,12,0,0,1,19,0,0,0,73,0,25,1,18,11,7,3,1,10,West Bromwich Albion,243,0,0,46,159,6,0,10,2,0,1,0,0,0,60,0,7,16,12,1,0,3,1
Newcastle United,393,2,3,55,279,8,0,247,15,10,0,2,2,4,0,1,0,66,0,25,2,18,6,7,1,1,4,Burnley,362,1,1,41,240,5,0,15,10,0,0,1,0,1,62,0,3,18,9,6,1,2,3
Southampton,586,1,1,33,483,16,0,248,8,12,90,0,5,3,1,0,0,65,0,25,1,19,5,8,1,3,3,Brighton,316,0,0,56,216,11,0,10,4,4,1,0,0,0,64,0,2,10,3,4,1,1,2
Swansea City,307,2,2,39,226,6,0,242,4,6,90,0,2,1,0,0,0,51,0,25,3,10,6,5,3,0,4,Arsenal,894,2,1,26,823,5,0,8,8,3,4,0,0,0,42,0,1,12,0,4,1,3,4
Tottenham,528,0,0,33,433,13,0,250,10,18,0,1,1,12,0,0,0,71,0,25,3,26,8,9,2,2,7,Manchester United,470,0,0,37,372,5,2,13,4,9,1,0,0,0,72,0,5,22,10,2,0,2,3
Chelsea,615,0,0,21,516,22,0,244,5,17,27,4,7,2,0,0,0,70,0,25,2,23,7,8,0,1,5,AFC Bournemouth,330,2,0,61,240,8,0,12,9,2,1,0,0,0,58,0,5,17,2,2,3,0,5
Stoke City,262,1,2,65,152,10,0,249,12,5,0,5,3,18,0,0,0,48,0,25,2,14,4,4,0,4,4,Watford,302,0,0,48,186,5,1,12,10,0,2,0,0,0,58,0,4,10,9,6,0,3,2
