name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,457,0,0,53,353,6,0,18,13,3,90,4,0,13,0,0,0,62,0,2,5,16,10,3,1,3,3,Newcastle United,417,1,1,37,296,10,1,10,9,5,3,0,0,0,52,0,2,23,9,3,0,4,5
AFC Bournemouth,429,0,0,40,328,5,0,11,6,2,0,1,1,18,0,0,0,45,0,2,5,18,4,1,0,1,2,Watford,338,1,2,46,263,8,0,14,12,7,2,0,0,0,65,0,2,12,8,7,2,3,7
Liverpool,712,2,2,18,602,13,0,14,12,14,0,2,5,6,0,0,0,69,0,2,1,22,12,5,1,1,13,Crystal Palace,275,2,2,59,182,10,0,13,4,4,1,0,0,0,69,0,12,23,6,2,0,3,1
Leicester City,427,1,1,29,333,9,0,13,8,8,0,1,3,3,0,0,0,59,0,2,2,9,8,4,2,1,4,Brighton,523,1,1,37,435,6,1,10,3,2,2,0,0,0,53,0,2,10,3,0,0,0,2
Manchester City,560,1,1,16,461,13,0,20,7,15,0,0,4,7,0,0,0,55,1,2,1,19,8,9,1,1,6,Everton,302,1,0,48,198,3,0,9,7,3,2,0,0,0,53,1,5,12,8,5,1,2,2
Southampton,569,0,0,31,486,3,1,15,18,11,0,1,1,20,0,0,0,61,0,2,6,12,7,6,3,1,5,West Ham United,286,0,0,53,193,6,0,10,12,0,8,2,0,0,45,1,2,10,7,6,2,1,8
Swansea City,404,1,1,44,316,4,2,17,12,2,90,1,4,12,0,0,0,67,0,2,4,17,8,5,0,1,1,Manchester United,601,4,3,43,521,14,0,11,12,0,1,0,0,0,61,0,1,23,10,6,4,1,8
Burnley,469,2,2,42,373,9,1,12,11,12,11,1,7,19,0,0,0,41,0,2,0,10,8,15,0,1,0,West Bromwich Albion,225,0,0,47,124,6,0,11,5,3,2,0,0,0,35,1,0,8,4,5,1,0,1
Tottenham,591,0,0,21,500,15,0,19,14,14,90,0,2,5,0,0,0,47,0,2,0,30,8,6,1,4,7,Chelsea,283,1,1,54,197,9,1,21,8,0,5,0,0,0,62,0,6,17,18,4,2,3,2
Stoke City,212,0,0,47,135,7,1,16,6,8,0,4,4,1,0,0,0,53,0,2,6,16,8,5,1,0,4,Arsenal,732,2,2,20,642,13,0,11,13,3,7,0,0,0,58,0,3,19,10,6,0,0,6
