name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,300,0,0,61,217,23,0,159,10,5,90,3,0,5,0,0,0,70,0,16,2,25,9,1,1,6,2,Chelsea,682,0,0,27,588,14,0,10,13,2,4,0,0,0,67,0,1,20,11,8,0,1,2
Huddersfield Town,543,2,1,28,409,7,0,153,6,15,90,1,3,3,0,0,0,71,0,16,2,13,18,8,2,0,6,Brighton,393,0,0,43,269,5,1,10,4,5,0,0,0,0,74,0,4,23,11,2,0,0,2
Liverpool,732,3,3,16,643,17,0,154,8,19,0,1,5,7,1,0,0,63,0,16,1,19,7,12,1,1,3,Everton,201,0,0,77,102,1,1,11,2,0,0,0,0,0,59,0,2,12,8,1,1,3,2
Burnley,374,0,0,55,250,3,0,151,10,6,0,6,4,18,0,0,0,60,0,16,2,11,4,2,1,1,5,Watford,397,1,1,48,277,4,0,12,8,3,6,0,0,0,60,1,4,8,1,8,0,0,2
Newcastle United,341,1,0,36,233,9,0,156,10,8,2,1,1,9,0,0,0,57,0,16,3,19,11,4,2,2,4,Leicester City,564,0,0,22,448,22,1,9,11,2,4,0,0,0,67,0,2,19,7,7,3,1,6
Southampton,378,3,2,57,300,13,0,160,12,6,0,4,1,1,0,0,0,66,0,16,5,12,6,2,1,2,3,Arsenal,758,0,1,21,665,9,0,10,8,1,2,0,0,0,67,0,2,14,5,4,1,2,6
Swansea City,455,1,1,40,357,13,0,157,8,12,90,1,1,19,0,0,0,51,0,16,1,15,14,8,1,2,3,West Bromwich Albion,392,0,0,43,300,7,0,18,6,2,4,0,0,0,48,0,2,18,6,3,0,5,1
Tottenham,657,7,4,26,580,6,0,158,12,17,0,7,4,15,0,0,0,57,0,16,2,16,6,6,5,1,12,Stoke City,266,2,1,46,171,7,1,9,3,2,2,0,0,0,54,0,7,19,9,1,1,0,3
Manchester United,325,1,2,40,225,15,0,155,16,4,81,4,2,11,0,0,0,61,0,16,5,18,14,2,1,4,5,Manchester City,606,1,2,25,499,19,1,10,9,0,1,0,0,0,62,0,4,22,9,3,2,2,7
Crystal Palace,346,2,2,37,258,4,0,152,14,15,77,5,8,2,0,1,0,63,0,16,3,18,6,8,2,5,8,AFC Bournemouth,441,1,0,49,350,11,0,14,9,3,3,2,0,1,43,0,6,18,5,3,2,2,5
