name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,423,1,2,34,327,18,0,190,9,13,90,4,3,13,0,1,0,61,0,19,1,21,8,5,2,1,6,Newcastle United,250,3,1,71,155,4,0,12,5,0,1,1,0,1,52,0,4,16,7,5,3,1,4
Everton,327,0,0,93,230,5,0,184,8,4,45,2,3,5,0,0,0,76,0,19,5,18,12,3,0,3,0,Chelsea,679,0,2,18,569,11,1,4,15,4,2,0,0,0,77,0,0,16,6,9,0,0,5
Arsenal,504,2,0,30,380,8,1,181,9,9,0,3,2,10,0,0,0,78,0,19,6,20,12,3,3,1,4,Liverpool,434,2,4,55,333,13,0,11,12,1,4,0,0,0,86,0,1,17,11,5,3,0,9
Burnley,346,0,0,51,231,3,1,183,10,4,0,5,4,17,1,0,0,75,0,19,5,9,3,3,0,1,2,Tottenham,528,3,3,42,419,8,0,10,15,1,2,0,0,0,73,0,2,11,8,5,3,2,8
Leicester City,449,5,3,37,356,6,0,185,19,9,0,0,0,12,0,0,0,63,1,19,4,14,2,3,2,2,3,Manchester United,445,2,2,48,368,12,0,8,14,5,3,0,0,0,65,0,1,7,6,9,2,2,6
Manchester City,900,3,0,21,825,8,0,186,8,10,0,4,2,2,0,0,0,55,0,19,1,11,12,5,4,0,5,AFC Bournemouth,230,0,0,46,159,7,0,7,5,2,1,0,0,0,42,0,1,19,4,2,0,1,1
Southampton,386,3,2,48,269,9,0,187,16,10,0,3,2,8,0,0,0,82,0,19,2,15,2,4,1,2,6,Huddersfield Town,344,1,0,45,223,10,2,9,6,4,5,0,0,0,85,0,5,13,8,4,1,1,3
Swansea City,596,1,1,22,504,20,0,189,13,4,90,1,0,6,1,0,0,69,0,19,4,21,5,3,1,2,2,Crystal Palace,337,0,0,44,257,21,1,11,9,1,3,0,0,0,72,0,1,17,11,4,1,3,5
Brighton,425,3,3,33,331,16,0,182,8,13,90,6,3,18,0,0,0,74,0,19,1,19,8,8,1,0,3,Watford,395,1,2,38,287,10,0,11,10,0,5,0,0,0,60,0,2,14,6,7,0,0,1
Stoke City,353,3,0,62,254,10,0,188,9,7,0,0,4,19,0,0,0,52,0,19,6,15,7,2,3,1,5,West Bromwich Albion,447,2,2,24,338,9,0,11,13,2,8,0,0,0,66,0,2,28,6,5,1,0,7
