name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,478,1,1,31,398,17,1,380,10,11,87,4,1,7,0,0,0,59,0,38,6,10,4,5,3,0,4,Everton,364,1,2,45,282,11,0,13,9,1,1,0,0,0,48,0,1,11,1,3,1,1,7
Burnley,411,2,1,31,304,3,0,371,14,10,90,3,4,2,0,0,0,54,0,38,3,10,12,4,1,0,4,AFC Bournemouth,387,2,1,43,300,2,0,9,13,1,2,0,0,0,47,0,3,19,6,5,2,0,5
Huddersfield Town,390,1,1,50,303,2,0,373,11,12,90,0,6,1,0,0,0,66,0,38,3,11,9,10,0,1,3,Arsenal,522,3,3,47,415,12,1,7,5,2,0,0,0,0,67,0,3,17,8,3,1,0,4
Crystal Palace,556,4,2,35,482,19,0,372,10,9,90,1,2,19,0,0,0,62,0,38,1,33,16,4,2,2,5,West Bromwich Albion,374,0,0,32,298,8,0,11,4,1,2,0,0,0,73,0,3,29,7,6,0,3,1
Liverpool,735,4,5,17,656,9,0,374,3,17,16,1,3,3,0,0,0,62,0,38,1,17,6,5,4,0,10,Brighton,278,0,0,48,197,5,2,6,2,1,1,0,0,0,65,0,6,10,7,0,0,0,1
Newcastle United,406,2,1,27,316,4,0,376,11,10,0,0,1,5,0,0,0,58,0,38,2,18,7,5,3,0,7,Chelsea,564,0,1,57,482,14,3,10,4,2,5,0,0,0,63,0,4,20,1,3,0,1,2
Manchester United,459,1,0,44,366,12,1,375,6,5,90,5,1,18,0,0,0,69,0,38,3,18,12,4,1,4,1,Watford,429,1,1,42,354,8,0,11,5,1,4,0,0,0,59,0,0,24,9,3,0,0,3
Southampton,259,0,0,49,174,7,0,377,8,5,90,4,1,11,0,0,0,54,0,38,1,13,6,5,0,3,2,Manchester City,584,1,0,27,507,13,1,10,7,2,1,0,0,0,54,0,2,27,5,5,1,2,2
Swansea City,540,0,0,14,461,16,0,378,12,12,90,1,5,15,1,0,1,57,0,38,3,22,8,5,1,1,10,Stoke City,407,2,1,74,329,4,0,9,5,5,3,0,1,0,67,0,9,15,4,2,2,2,5
Tottenham,473,2,0,30,388,10,1,379,9,11,0,2,1,9,0,0,0,57,0,38,5,22,11,5,5,1,7,Leicester City,251,2,2,44,183,9,0,13,11,4,1,0,0,0,63,0,2,18,8,6,4,2,9
