name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,39,0,0,3,27,0,0,154,1,9212,0,90,0,1,3,0,0,0,0,0,16,0,2,0,0,0,1,2875,0
Aaron_Lennon,13,0,0,1,13,0,0,156,1,8900,0,67,0,0,1,0,0,0,5,0,16,0,0,1,2,1,2,108,0
Aaron_Ramsey,0,0,0,0,0,0,0,156,0,8774,0,0,0,0,6,0,0,0,0,0,16,0,0,0,0,1,2,61,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,155,0,9370,0,0,0,0,11,0,0,0,0,0,16,0,0,0,0,2,1,0,0
Abdoulaye_Doucour�,0,0,0,0,0,0,0,157,0,9240,0,0,0,0,10,0,0,0,0,0,16,0,0,0,0,0,2,6,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,152,0,8838,0,0,0,0,15,0,0,0,0,0,16,0,0,0,0,1,0,16,0
Abel_Hern�ndez,0,0,0,0,0,0,0,160,0,8921,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,3,34,0
Adama_Diomande,18,0,0,0,13,4,0,160,4,8922,2,90,3,0,17,0,0,0,2,0,16,0,2,1,0,0,3,9679,0
Adama_Traor�,17,0,0,0,11,9,0,158,1,9321,1,90,0,1,9,0,0,0,2,0,16,0,6,1,0,3,0,218,0
Adam_Clayton,29,0,0,5,26,0,0,158,1,9041,0,55,0,0,9,0,0,0,7,0,16,0,1,0,0,3,0,364,0
Adam_Federici,0,0,0,0,0,0,0,151,0,8788,0,0,0,0,8,0,0,0,0,0,16,0,0,0,0,0,1,45,0
Adam_Forshaw,32,0,0,1,28,2,0,158,0,9044,1,90,0,1,9,0,0,0,4,0,16,0,2,0,1,3,0,559,0
Adam_Lallana,71,1,0,4,60,1,0,158,2,8963,1,81,1,0,12,0,0,0,12,0,16,0,2,1,0,3,0,36097,0
Adam_Matthews,0,0,0,0,0,0,0,152,0,9103,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,1,0,5,0
Adam_Reach,0,0,0,0,0,0,0,158,0,9043,0,0,0,0,9,0,0,0,0,0,16,0,0,0,0,3,0,0,0
Adam_Smith,39,1,0,2,35,0,0,151,0,8792,3,90,0,0,8,0,0,0,6,0,16,0,2,0,1,0,1,2685,0
