name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,25,0,0,5,19,1,1,237,0,14214,0,90,0,1,13,0,0,0,3,0,24,0,4,1,0,3,1,368,1
Aaron_Lennon,0,0,0,0,0,0,0,233,0,13902,0,0,0,0,2,0,0,0,0,0,24,0,0,0,0,3,6,36,0
Aaron_Ramsey,0,0,0,0,0,0,0,231,0,13776,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,1,3,30,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,232,0,14372,0,0,0,0,15,0,0,0,0,0,24,0,0,0,0,4,0,2,0
Abdoulaye_Doucour�,27,0,0,2,22,0,0,239,0,14242,0,26,0,0,3,0,0,0,5,0,24,0,2,1,0,1,2,11,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,231,0,13840,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,1,3,15,0
Abel_Hern�ndez,6,0,1,0,3,0,0,234,0,13923,0,64,0,0,9,0,0,0,4,0,24,0,1,0,2,0,2,1360,0
Adama_Diomande,0,0,0,0,0,0,0,234,0,13924,0,0,0,0,9,0,0,0,0,0,24,0,0,0,0,0,2,2408,0
Adama_Traor�,13,0,0,0,10,2,0,238,1,14323,2,78,0,2,17,0,0,0,6,0,24,0,7,3,0,0,1,370,0
Adam_Clayton,28,0,0,4,22,1,0,238,1,14043,0,90,0,0,17,0,0,0,3,0,24,0,0,1,0,0,1,1623,0
Adam_Federici,0,0,0,0,0,0,0,233,0,13790,0,0,0,0,6,0,0,0,0,0,24,0,0,0,0,3,6,11,0
Adam_Forshaw,17,0,0,3,14,1,0,238,1,14046,0,61,0,0,17,0,0,0,4,0,24,0,4,2,1,0,1,752,0
Adam_Lallana,48,0,0,0,40,1,0,234,0,13965,2,82,0,1,7,0,0,0,7,0,24,0,1,1,0,0,2,15047,0
Adam_Matthews,0,0,0,0,0,0,0,232,0,14105,0,0,0,0,5,0,0,0,0,0,24,0,0,0,0,4,0,5,0
