name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,7,0,0,6,6,0,0,346,0,21047,1,45,0,1,14,0,0,0,3,0,35,0,0,0,0,0,0,88,0
Aaron_Lennon,0,0,0,0,0,0,0,342,0,20735,0,0,0,0,4,0,0,0,0,0,35,0,0,0,0,3,0,5,0
Aaron_Ramsey,39,0,0,2,31,1,0,348,1,20609,2,90,1,1,17,0,0,0,7,0,35,0,3,0,1,0,2,268,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,341,0,21205,0,0,0,0,3,0,0,0,0,0,35,0,0,0,0,2,0,4,0
Abdoulaye_Doucour�,58,0,0,3,47,3,0,349,0,21075,1,90,0,0,9,0,0,0,11,0,35,0,1,0,0,1,0,11,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,342,0,20673,0,0,0,0,6,0,0,0,0,0,35,0,0,0,0,3,0,4,0
Abel_Hern�ndez,0,0,0,0,0,0,0,345,0,20756,0,0,0,0,13,0,0,0,0,0,35,0,0,0,0,0,0,1264,0
Adama_Diomande,0,0,0,0,0,0,0,345,0,20757,0,0,0,0,13,0,0,0,0,0,35,0,0,0,0,0,0,573,0
Adama_Traor�,3,0,0,1,3,0,0,344,1,21156,1,18,0,0,10,0,0,0,3,0,35,0,0,1,0,2,2,48,0
Adam_Clayton,21,0,0,5,19,1,0,344,2,20876,0,90,0,0,10,0,0,0,7,0,35,0,1,0,0,2,2,428,0
Adam_Federici,0,0,0,0,0,0,0,347,0,20623,0,0,0,0,15,0,0,0,0,0,35,0,0,0,0,1,0,10,0
Adam_Forshaw,24,0,0,4,20,0,0,344,1,20879,2,90,0,0,10,0,0,0,3,0,35,0,0,0,0,2,2,72,1
