name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,21,1,0,1,15,0,0,259,1,15414,1,90,0,1,18,0,0,0,0,0,26,0,1,1,1,1,1,435,0
Aaron_Lennon,0,0,0,0,0,0,0,253,0,15173,0,0,0,0,15,0,0,0,0,0,26,0,0,0,0,0,2,58,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,252,0,15550,0,0,0,0,12,0,0,0,0,0,26,0,0,0,0,0,1,9,0
Abdoulaye_Doucour�,9,0,0,1,8,0,0,259,1,15442,0,37,0,0,20,0,0,0,3,0,26,0,0,0,0,1,1,8,1
Abdul Rahman_Baba,0,0,0,0,0,0,0,251,0,15113,0,0,0,0,16,0,0,0,0,0,26,0,0,0,0,1,3,15,0
Abel_Hern�ndez,0,0,0,0,0,0,0,254,0,15194,0,9,0,0,3,0,0,0,0,0,26,0,0,0,2,1,1,2425,0
Adama_Diomande,0,0,0,0,0,0,0,254,0,15195,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,1,1,4531,0
Adama_Traor�,3,0,0,0,2,0,0,252,1,15511,0,12,0,0,5,0,0,0,1,0,26,0,0,0,0,0,1,683,0
Adam_Clayton,0,0,0,0,0,0,0,252,0,15263,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,1,3321,0
Adam_Federici,0,0,0,0,0,0,0,260,0,15063,0,0,0,0,19,0,0,0,0,0,26,0,0,0,0,1,2,16,0
Adam_Forshaw,24,1,0,1,19,0,0,252,1,15266,2,60,0,0,5,0,0,0,3,0,26,0,4,2,1,0,1,965,0
Adam_Lallana,40,0,0,2,35,1,0,255,0,15236,1,65,0,1,8,0,0,0,5,0,26,0,6,4,0,1,3,31247,0
Adam_Matthews,0,0,0,0,0,0,0,253,0,15305,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,2,5,0
Adam_Reach,0,0,0,0,0,0,0,252,0,15265,0,0,0,0,5,0,0,0,0,0,26,0,0,0,0,0,1,2,0
Adam_Smith,66,0,0,2,56,0,0,260,1,15067,2,90,0,1,19,0,0,0,6,0,26,0,3,1,0,1,2,2891,0
Ademola_Lookman,14,0,0,2,13,0,0,253,1,15563,0,59,0,0,15,0,0,0,1,0,26,0,3,1,1,0,2,2290,0
Adl�ne_Gu�dioura,14,0,0,4,11,4,0,252,0,15375,0,30,0,0,5,0,0,0,1,0,26,0,1,0,1,0,1,105,0
Adnan_Januzaj,21,0,0,2,16,4,0,253,2,15251,4,90,0,0,6,0,0,0,4,0,26,0,2,0,0,0,2,383,0
Adrian_Mariappa,0,0,0,0,0,0,0,259,0,15504,0,0,0,0,20,0,0,0,0,0,26,0,0,0,0,1,1,71,0
Adri�n_San Miguel del Castillo,0,0,0,0,0,0,0,259,0,15410,0,0,0,0,18,0,0,0,0,0,26,0,0,0,0,1,1,96,0
Ahmed_Elmohamady,40,0,0,6,33,0,0,254,1,15189,2,90,0,1,3,0,0,0,4,0,26,0,3,0,2,1,1,179,0
Ahmed_Musa,0,0,0,0,0,0,0,255,0,15218,0,0,0,0,9,0,0,0,0,0,26,0,0,0,0,1,3,264,0
